POI_ID,CUISINE_TYPE,LAT,LON
1141797017,African Food,9.07134,7.48546
1141797071,African Food,9.06511,7.47916
1141796992,African Food,9.07365,7.47572
1136369791,African Food,9.06601,7.39563
1136369420,African Food,9.08891,7.42357
1136369629,African Food,9.11087,7.40426
1048930431,African Food,9.03036,7.49087
1096547066,African Food,9.0382,7.50175
1096542865,African Food,9.00009,7.47245
1141875300,African Food,9.09144,7.31647
1096548338,African Food,9.03133,7.49719
1083950099,African Food,9.04611,7.4647
1083950103,African Food,9.10316,7.40454
1113283964,International Food,9.14423,7.32356
1113281608,African Food,9.01928,7.57253
1207642766,African Food,9.0786,7.47494
1141806604,African Food,9.15017,7.33967
1203115592,Fast Food,9.05827,7.47164
1203115689,African Food,9.07364,7.49024
1203118238,International Food,9.08192,7.4772
1141822235,Chicken,9.05969,7.4669
1096549342,Snacks & Beverages,9.07816,7.41425
1096549872,African Food,9.03113,7.49486
1113285049,International Food,9.08032,7.47818
1017590597,African Food,9.09198,7.47921
1141795706,African Food,9.01502,7.56548
1048160424,African Food,9.03861,7.48156
1048159929,International Food,9.08996,7.48391
1048157311,International Food,9.03503,7.49816
1141809353,African Food,9.00783,7.45821
1141809352,African Food,9.008,7.45835
1113314717,African Food,8.98567,7.36264
1136367536,African Food,9.0697,7.48067
1141794845,African Food,9.11009,7.40424
1017594725,Pizza,9.08334,7.46956
1017601939,International Food,9.04555,7.49581
1048159931,Chicken,9.06667,7.45571
1203121768,International Food,9.06284,7.47538
1017594454,International Food,9.05166,7.46621
1203121693,International Food,9.05185,7.46569
1208949065,African Food,9.08584,7.49905
1203121912,International Food,9.0754,7.46395
1136371009,African Food,9.08085,7.46501
1136370675,African Food,9.07084,7.48713
1096543090,African Food,9.09764,7.41222
1048163739,Southeast Asian Food,9.08202,7.47715
1203118259,International Food,9.07283,7.46821
1141804237,African Food,8.99031,7.36359
1208949016,Middle Eastern Food,9.07535,7.49876
1113322253,Snacks & Beverages,9.02463,7.57291
1083950106,African Food,9.10294,7.40476
1083950107,African Food,9.02435,7.48821
1113321865,African Food,9.06021,7.46267
1208949500,Snacks & Beverages,9.02368,7.48722
1136371150,African Food,9.07927,7.46228
1136369816,African Food,9.07882,7.48009
1113283965,African Food,9.14458,7.32361
1141795808,Snacks & Beverages,9.0429,7.49649
1048159319,African Food,9.08028,7.5001
1048167400,International Food,9.08157,7.47717
1141790364,African Food,8.99863,7.56825
1203126201,International Food,9.065,7.47926
1141794226,Chicken,8.98862,7.49276
1136370466,African Food,9.06756,7.48605
1113276769,International Food,9.07139,7.48583
1048167397,African Food,9.08202,7.46687
1048159103,International Food,9.07632,7.47266
1083948767,African Food,9.04044,7.46448
1048158094,Chicken,9.07379,7.4711
1136368465,Snacks & Beverages,9.06354,7.47601
1136370642,Chicken,9.07352,7.47091
1096543054,African Food,9.1175,7.40769
1136370273,African Food,9.01178,7.2739
1208948974,African Food,9.06896,7.45001
1142409071,Snacks & Beverages,9.06359,7.41468
1210942682,Fast Food,9.08028,7.48275
1142403043,African Food,9.10385,7.41642
1142403104,African Food,9.02159,7.46998
1141797178,African Food,9.0282,7.58198
1048168295,International Food,9.07449,7.49913
1096545775,African Food,9.0313,7.49504
1136370999,African Food,9.07851,7.41504
1136369308,African Food,9.0798,7.41715
1048158102,African Food,9.07217,7.48913
1141887247,African Food,9.13748,7.35004
1096542710,African Food,9.09932,7.4086
1136370188,African Food,9.06909,7.47916
1136369279,African Food,9.07686,7.49788
1136370133,Chicken,8.9848,7.49398
1048159288,International Food,9.10238,7.48671
1208949072,Chinese Food,9.07072,7.48808
1136369281,African Food,9.0775,7.48765
1113284922,African Food,9.07366,7.47074
1113283861,International Food,9.00689,7.47269
1136371006,African Food,9.05423,7.46081
1136369026,African Food,9.08084,7.39977
1136371003,African Food,9.07558,7.46423
1048168724,Snacks & Beverages,9.06463,7.47957
1203115690,African Food,9.0745,7.48261
1136369862,African Food,9.10382,7.48828
1208949107,Snacks & Beverages,9.14544,7.34159
1048158095,African Food,9.08051,7.48581
1113284512,African Food,9.14576,7.32375
1203121736,International Food,9.06905,7.48131
1136367686,African Food,9.08767,7.44599
1113315937,African Food,9.00206,7.57232
1136368323,African Food,9.09288,7.50018
1113315932,African Food,9.00039,7.57188
1113284722,African Food,9.01396,7.56375
1141817805,African Food,8.88913,7.22753
1203121722,Fast Food,9.04669,7.52701
1048167332,African Food,9.0741,7.44945
1208949025,Pizza,9.08584,7.49905
1136370118,African Food,9.10814,7.42243
1136369785,African Food,9.06077,7.46894
1096543088,African Food,9.0974,7.41274
1048168961,Chicken,9.10295,7.40474
1048163609,African Food,9.02349,7.48881
1113284864,International Food,8.98322,7.37528
1096548218,African Food,9.0986,7.40996
1048168296,International Food,9.05214,7.46194
1136369804,African Food,9.07263,7.4759
1083950100,Snacks & Beverages,9.10307,7.40463
1083949938,African Food,9.02883,7.49409
1096543055,African Food,9.11726,7.40649
1048163603,International Food,9.02222,7.48899
1048158183,International Food,9.01816,7.49213
1048164627,International Food,9.04752,7.51104
1113281422,African Food,9.14286,7.35405
1083948813,African Food,9.01871,7.47903
1208949029,Fast Food,9.07236,7.48958
1113281426,African Food,9.06951,7.48044
1203121716,International Food,9.03452,7.48946
1141806640,African Food,9.08255,7.46626
1113284927,Continental Food,9.02606,7.49784
1208949104,Chicken,9.14344,7.32347
1048166721,African Food,9.07125,7.48578
1210942662,Snacks & Beverages,9.06107,7.46807
1136368249,African Food,9.05482,7.48925
1083948838,African Food,9.08029,7.48592
1208948912,African Food,9.02973,7.47597
1207521607,Snacks & Beverages,9.02924,7.5856
1136370664,African Food,9.08396,7.47019
1141817692,Snacks & Beverages,9.06335,7.45629
1203121778,International Food,9.08515,7.48265
1136368247,Chicken,9.0549,7.4892
1141887186,Japanese Food,9.06357,7.48883
1048168125,International Food,9.06618,7.42873
1083948573,African Food,9.06906,7.48133
1203121763,International Food,9.09205,7.49906
1141822825,Snacks & Beverages,9.02776,7.58336
1211305835,Snacks & Beverages,9.05969,7.46641
1211305833,Snacks & Beverages,9.01924,7.49072
1148777190,African Food,9.10584,7.4137
1141789947,African Food,9.09152,7.41156
1141789582,African Food,9.08122,7.49777
1113281272,International Food,9.07236,7.48958
1113281273,African Food,9.0724,7.48963
1141823331,African Food,9.09231,7.41347
1141819817,Snacks & Beverages,9.06564,7.42733
1141799319,Chinese Food,9.04508,7.49634
1017600726,Snacks & Beverages,9.06404,7.48061
1017599106,International Food,9.03838,7.48227
1096548790,International Food,9.07964,7.46316
1017605292,Snacks & Beverages,9.03628,7.48035
1113284195,African Food,9.02761,7.56532
1096549571,African Food,9.01689,7.47768
1142409269,African Food,9.06227,7.49483
1017595467,International Food,9.03968,7.49236
1136367894,African Food,9.10174,7.42142
1141801988,African Food,8.9344,7.54995
1083949743,African Food,9.03562,7.49959
1083949705,African Food,9.00661,7.47267
1083949556,African Food,9.04266,7.50283
1113309865,Chicken,9.00899,7.56463
1113310535,African Food,9.07248,7.49066
1096546142,International Food,9.07494,7.49488
1141809274,African Food,8.88287,7.23034
1208949019,African Food,9.08424,7.48521
1136370548,African Food,9.10286,7.4049
1208948973,African Food,9.06828,7.47068
1113276763,International Food,9.07276,7.46855
1136369301,African Food,9.0893,7.41306
1208948934,Chinese Food,9.04628,7.49582
1048167399,International Food,9.08831,7.4749
1136368053,African Food,9.10327,7.49251
1208949020,Chinese Food,9.07642,7.47273
1136370643,African Food,9.07354,7.47092
1017605851,Snacks & Beverages,9.0746,7.46556
1048158184,International Food,9.01835,7.49189
1017590667,Italian Food,9.0686,7.4714
1083949376,African Food,9.04286,7.497
1203121740,International Food,9.07291,7.46798
1113283937,African Food,9.14812,7.3249
1113284710,African Food,9.01433,7.56357
1136370641,African Food,9.07567,7.47221
1048158539,International Food,9.03261,7.49744
1113316083,International Food,9.02907,7.58557
1136368339,African Food,9.07251,7.47482
1083950101,Chicken,9.10203,7.40569
1141806638,African Food,9.08244,7.49459
1136370666,African Food,9.07122,7.48629
1113276762,International Food,9.07291,7.46799
1141803961,African Food,9.09956,7.41104
1203115814,African Food,9.06002,7.46569
1048157881,Snacks & Beverages,9.05144,7.52608
1048166170,African Food,9.08424,7.4852
1017605971,Snacks & Beverages,9.0825,7.4679
1113315942,African Food,8.99841,7.5711
1208949021,Italian Food,9.06853,7.47107
1083948419,African Food,9.00096,7.47297
1096548340,Chicken,9.07099,7.48793
1048165424,African Food,9.07733,7.47852
1048165094,International Food,9.07682,7.49781
1147064126,International Food,9.04067,7.50702
1147085975,International Food,9.07323,7.47063
1141828770,African Food,8.94326,7.54903
1113320741,African Food,9.02013,7.49017
1113321022,African Food,9.01385,7.56751
1203126656,Pizza,9.07435,7.46588
1141800882,African Food,9.03729,7.48142
1017591174,Chinese Food,9.09201,7.49998
1017591602,Chicken,9.04249,7.50253
1141882629,African Food,8.95665,7.55087
1048165322,African Food,9.0711,7.4881
1048165425,International Food,9.0776,7.47878
1017595992,African Food,9.07541,7.46445
1141827094,International Food,9.04502,7.52666
1141827305,Snacks & Beverages,9.06993,7.44363
1017604022,International Food,9.075,7.49974
1148775635,African Food,9.10653,7.41356
1141885181,African Food,8.99362,7.42514
1017596868,African Food,9.06569,7.47311
1048161679,African Food,9.08513,7.4992
1048161680,Pizza,9.08513,7.49915
1208918149,African Food,9.0406,7.50698
1048159742,African Food,9.08902,7.49392
1207498042,Pizza,9.07997,7.477
1141790797,African Food,9.07769,7.46243
1141790834,African Food,9.1412,7.36715
1096547572,African Food,9.07631,7.46304
1048161359,African Food,9.09113,7.49689
1096560697,Pizza,9.08332,7.4689
1203126285,African Food,9.02464,7.48798
1096548602,African Food,9.06971,7.48244
1017590394,International Food,9.03632,7.52143
1137271449,African Food,9.06598,7.39553
1048160883,International Food,9.02932,7.49335
1210356946,International Food,9.0396,7.47582
1141803100,Chinese Food,9.08333,7.46919
1096544888,African Food,9.09581,7.41501
