BUILDING_ID,TYPE,HEIGHT,SDO,WKT,LAT,LON
793837053,Unclassified Building/Landmark,5,,"POLYGON (( 7.48188 9.05179, 7.48177 9.05172, 7.48191 9.05149, 7.48203 9.05156, 7.48198 9.05163, 7.48195 9.05161, 7.48189 9.0517, 7.48193 9.05172, 7.48188 9.05179))",9.05163610509888,7.48189294180076
793830211,Unclassified Building/Landmark,5,,"POLYGON (( 7.45878 9.07263, 7.45876 9.07267, 7.4588 9.07269, 7.45876 9.07275, 7.45873 9.07274, 7.45872 9.07276, 7.45859 9.0727, 7.45866 9.07257, 7.45878 9.07263))",9.07267107715001,7.45869601164361
793832872,Unclassified Building/Landmark,4,,"POLYGON (( 7.48318 9.06149, 7.48305 9.06141, 7.48309 9.06134, 7.48322 9.06142, 7.48318 9.06149))",9.06141500000532,7.48313499999476
793833866,Unclassified Building/Landmark,3,,"POLYGON (( 7.46181 9.06261, 7.46177 9.06264, 7.46173 9.0626, 7.46177 9.06257, 7.46181 9.06261))",9.06260500000073,7.46176999999963
793831450,Unclassified Building/Landmark,7,,"POLYGON (( 7.47226 9.06771, 7.47205 9.06756, 7.47215 9.06742, 7.47236 9.06758, 7.47226 9.06771))",9.06756662487171,7.47220435194371
793835983,Unclassified Building/Landmark,5,,"POLYGON (( 7.4561 9.05099, 7.45611 9.05093, 7.45611 9.0509, 7.45619 9.05092, 7.45617 9.05104, 7.45609 9.05103, 7.4561 9.05099))",9.05097265993148,7.45614101010207
793835333,Unclassified Building/Landmark,3,,"POLYGON (( 7.4608 9.05289, 7.46082 9.0529, 7.46085 9.05292, 7.46083 9.05294, 7.46078 9.0529, 7.46079 9.05288, 7.4608 9.05289))",9.05291121212165,7.46081404040282
793830497,Unclassified Building/Landmark,6,,"POLYGON (( 7.46117 9.06947, 7.46103 9.0694, 7.46106 9.06934, 7.46111 9.06937, 7.46112 9.06935, 7.46121 9.06939, 7.46117 9.06947))",9.06940144399907,7.46112278002327
793835147,Unclassified Building/Landmark,4,,"POLYGON (( 7.46381 9.04916, 7.46395 9.04927, 7.46388 9.04936, 7.46374 9.04925, 7.46381 9.04916))",9.04926000000638,7.46384499999334
793831109,Unclassified Building/Landmark,3,,"POLYGON (( 7.45345 9.06509, 7.45347 9.06515, 7.45342 9.06516, 7.4534 9.06511, 7.45345 9.06509))",9.06512699453588,7.45343557377006
793831776,Unclassified Building/Landmark,4,,"POLYGON (( 7.48264 9.0732, 7.48269 9.07322, 7.48268 9.07326, 7.48267 9.07326, 7.48266 9.07328, 7.48256 9.07325, 7.48258 9.07321, 7.48263 9.07323, 7.48264 9.0732))",9.07324039215908,7.48263067226819
793833198,Unclassified Building/Landmark,8,,"POLYGON (( 7.46015 9.05593, 7.46023 9.05593, 7.46023 9.05623, 7.46014 9.05623, 7.46015 9.05593))",9.05608294115891,7.46018745098174
793837180,Unclassified Building/Landmark,19,,"POLYGON (( 7.4907 9.05516, 7.49083 9.05496, 7.49089 9.055, 7.49102 9.0551, 7.49096 9.0552, 7.49094 9.05519, 7.49088 9.05528, 7.4907 9.05516))",9.05512220561239,7.49085950778987
793834920,Unclassified Building/Landmark,3,,"POLYGON (( 7.46369 9.05001, 7.46371 9.05003, 7.4637 9.05006, 7.46367 9.05005, 7.46369 9.05001))",9.05003757575769,7.46369151515173
793836475,Unclassified Building/Landmark,20,,"POLYGON (( 7.46384 9.04386, 7.46382 9.04395, 7.4639 9.04398, 7.46385 9.04415, 7.46368 9.0441, 7.46362 9.04399, 7.46367 9.04381, 7.46384 9.04386))",9.04398361951161,7.46375396292674
793833908,Unclassified Building/Landmark,5,,"POLYGON (( 7.47137 9.05843, 7.47147 9.05856, 7.47143 9.0586, 7.47132 9.05847, 7.47137 9.05843))",9.05851373134571,7.47139621889578
793832447,Unclassified Building/Landmark,4,,"POLYGON (( 7.47777 9.06745, 7.47754 9.06744, 7.47755 9.06737, 7.47778 9.06738, 7.47777 9.06745))",9.06741000001696,7.47765999999788
793836754,Unclassified Building/Landmark,3,,"POLYGON (( 7.47579 9.04633, 7.47574 9.04629, 7.47576 9.04626, 7.47581 9.04629, 7.47579 9.04633))",9.04629333333412,7.47577571428504
793836312,Unclassified Building/Landmark,4,,"POLYGON (( 7.49319 9.06231, 7.49315 9.06237, 7.4931 9.06234, 7.49314 9.06228, 7.49319 9.06231))",9.06232500000075,7.49314500000091
793830055,Unclassified Building/Landmark,5,,"POLYGON (( 7.46205 9.06902, 7.46194 9.06896, 7.46196 9.06894, 7.46193 9.06892, 7.46196 9.06888, 7.46206 9.06894, 7.46205 9.06896, 7.46208 9.06897, 7.46205 9.06902))",9.06895062091789,7.46200372548646
793835863,Unclassified Building/Landmark,3,,"POLYGON (( 7.46191 9.05445, 7.46191 9.05447, 7.46188 9.05447, 7.46188 9.05442, 7.46194 9.05442, 7.46194 9.05445, 7.46191 9.05445))",9.05444125000044,7.46190625000033
793837322,Unclassified Building/Landmark,3,,"POLYGON (( 7.48096 9.0544, 7.48097 9.05446, 7.4809 9.05447, 7.48089 9.05441, 7.48096 9.0544))",9.05443500000092,7.48092999999996
793831737,Unclassified Building/Landmark,4,,"POLYGON (( 7.47304 9.06528, 7.4731 9.06526, 7.47313 9.06533, 7.47307 9.06535, 7.47304 9.06528))",9.06530500000052,7.47308499999903
793836910,Unclassified Building/Landmark,5,,"POLYGON (( 7.48515 9.05015, 7.48505 9.05008, 7.48506 9.05005, 7.48512 9.04996, 7.48523 9.05003, 7.48515 9.05015))",9.05005395264418,7.48513674863501
793833353,Unclassified Building/Landmark,5,,"POLYGON (( 7.47378 9.06145, 7.47372 9.0615, 7.4737 9.06152, 7.47365 9.06146, 7.47374 9.0614, 7.47378 9.06145))",9.06145808889058,7.47371582222408
793831335,Unclassified Building/Landmark,3,,"POLYGON (( 7.47326 9.06732, 7.47326 9.06738, 7.47322 9.06738, 7.47322 9.06732, 7.47326 9.06732))",9.06734999999974,7.47324
793830771,Unclassified Building/Landmark,17,,"POLYGON (( 7.45453 9.06008, 7.45459 9.05993, 7.45475 9.06002, 7.45463 9.06021, 7.45455 9.06037, 7.45449 9.06034, 7.45449 9.06035, 7.45444 9.06032, 7.45445 9.06031, 7.45439 9.06028, 7.45445 9.0602, 7.45453 9.06008))",9.06015352534027,7.45457215660523
793831117,Unclassified Building/Landmark,5,,"POLYGON (( 7.46296 9.065, 7.46305 9.06502, 7.46305 9.06512, 7.46303 9.06513, 7.46294 9.06505, 7.46296 9.065))",9.06505766304471,7.46300443840313
793834595,Unclassified Building/Landmark,7,,"POLYGON (( 7.45837 9.05534, 7.45851 9.05535, 7.4585 9.0556, 7.45842 9.0556, 7.45842 9.05562, 7.45836 9.05562, 7.45837 9.05534))",9.05547677520421,7.45843328810791
793830724,Unclassified Building/Landmark,7,,"POLYGON (( 7.45337 9.06452, 7.45328 9.0645, 7.45332 9.06436, 7.45341 9.06439, 7.45337 9.06452))",9.06444201520866,7.45334458808946
793830101,Unclassified Building/Landmark,4,,"POLYGON (( 7.45826 9.07326, 7.45829 9.07328, 7.45833 9.07324, 7.45842 9.07332, 7.45834 9.07339, 7.45823 9.07328, 7.45826 9.07326))",9.07331156134174,7.45832960346444
793835531,Unclassified Building/Landmark,3,,"POLYGON (( 7.45584 9.05316, 7.45595 9.05317, 7.45595 9.05328, 7.45583 9.05328, 7.45584 9.05316))",9.05322325786323,7.45589159748444
793829705,Unclassified Building/Landmark,6,,"POLYGON (( 7.45964 9.07431, 7.45971 9.07446, 7.45959 9.07451, 7.45958 9.07448, 7.45955 9.07449, 7.45949 9.07437, 7.45964 9.07431))",9.07441162426957,7.45960207436119
793836615,Unclassified Building/Landmark,9,,"POLYGON (( 7.47604 9.04557, 7.476 9.04563, 7.47607 9.04567, 7.47604 9.04573, 7.47585 9.04562, 7.47598 9.0454, 7.4761 9.04547, 7.47604 9.04557))",9.04556214668404,7.47598067161823
793836029,Unclassified Building/Landmark,4,,"POLYGON (( 7.46748 9.05158, 7.46757 9.05148, 7.46758 9.0515, 7.46766 9.05156, 7.46756 9.05169, 7.46749 9.05163, 7.4675 9.0516, 7.46748 9.05158))",9.05158508182806,7.46756445306199
793832338,Unclassified Building/Landmark,5,,"POLYGON (( 7.47982 9.0692, 7.4797 9.06923, 7.47967 9.06911, 7.47979 9.06908, 7.47982 9.0692))",9.06915500000221,7.47974499999924
793834633,Unclassified Building/Landmark,4,,"POLYGON (( 7.46749 9.06569, 7.46748 9.06568, 7.46757 9.06562, 7.4676 9.06567, 7.46747 9.06577, 7.46744 9.06572, 7.46749 9.06569))",9.06569359106916,7.46752061856305
793831511,Unclassified Building/Landmark,9,,"POLYGON (( 7.47203 9.06795, 7.47212 9.06801, 7.47204 9.06811, 7.47172 9.06789, 7.4718 9.06778, 7.47203 9.06795))",9.06794668635783,7.4719174925878
793830277,Unclassified Building/Landmark,3,,"POLYGON (( 7.45664 9.07025, 7.45658 9.07026, 7.45658 9.07021, 7.45664 9.07021, 7.45664 9.07025))",9.07023259259338,7.45660888888903
793832681,Unclassified Building/Landmark,3,,"POLYGON (( 7.48959 9.06854, 7.48967 9.06859, 7.48965 9.06862, 7.48957 9.06858, 7.48959 9.06854))",9.06858153153355,7.48961864864657
793835565,Unclassified Building/Landmark,3,,"POLYGON (( 7.46074 9.05307, 7.46081 9.05309, 7.4608 9.05315, 7.46073 9.05313, 7.46074 9.05307))",9.05311000000099,7.4607699999997
793834433,Unclassified Building/Landmark,5,,"POLYGON (( 7.46694 9.06489, 7.46696 9.06491, 7.46693 9.06494, 7.46688 9.06488, 7.46691 9.06485, 7.46694 9.06489))",9.06489536458379,7.46691947916535
793837162,Unclassified Building/Landmark,19,,"POLYGON (( 7.4907 9.05516, 7.49056 9.05507, 7.49057 9.05498, 7.49054 9.05489, 7.49048 9.0548, 7.49057 9.05468, 7.49078 9.05482, 7.49082 9.05496, 7.49083 9.05496, 7.4907 9.05516))",9.05491534907777,7.49065696740562
793829833,Unclassified Building/Landmark,3,,"POLYGON (( 7.46252 9.06987, 7.46249 9.06989, 7.46248 9.06986, 7.46251 9.06984, 7.46252 9.06987))",9.06986500000022,7.46250000000012
793830088,Unclassified Building/Landmark,7,,"POLYGON (( 7.45986 9.0688, 7.45991 9.06882, 7.4598 9.06904, 7.45974 9.06901, 7.45986 9.0688))",9.06892156462288,7.45982544219759
793836902,Unclassified Building/Landmark,4,,"POLYGON (( 7.47441 9.05011, 7.47439 9.05016, 7.47436 9.05014, 7.47434 9.0502, 7.47428 9.05017, 7.47433 9.05007, 7.47441 9.05011))",9.05013331372641,7.47434245098253
793829718,Unclassified Building/Landmark,7,,"POLYGON (( 7.45463 9.07396, 7.45453 9.07408, 7.45445 9.07401, 7.45454 9.07389, 7.45463 9.07396))",9.07398453017154,7.45453835806613
793835074,Unclassified Building/Landmark,6,,"POLYGON (( 7.46041 9.04951, 7.46036 9.04957, 7.46035 9.04959, 7.46028 9.04954, 7.46034 9.04946, 7.46041 9.04951))",9.04952424603315,7.46034432539786
793833676,Unclassified Building/Landmark,3,,"POLYGON (( 7.46803 9.05793, 7.46796 9.05798, 7.46792 9.05793, 7.46799 9.05787, 7.46803 9.05793))",9.0579266666683,7.46797545454656
793829785,Unclassified Building/Landmark,10,,"POLYGON (( 7.46189 9.06838, 7.46164 9.06825, 7.46167 9.0682, 7.46164 9.06818, 7.46166 9.06814, 7.46169 9.06816, 7.46172 9.06811, 7.46196 9.06824, 7.46189 9.06838))",9.06824235489113,7.46179694412251
793835114,Unclassified Building/Landmark,3,,"POLYGON (( 7.46981 9.05414, 7.46972 9.05414, 7.46972 9.05409, 7.4698 9.05408, 7.46981 9.05414))",9.05411290780324,7.46976390070927
793836202,Unclassified Building/Landmark,4,,"POLYGON (( 7.46483 9.04318, 7.46481 9.04322, 7.46477 9.04321, 7.46478 9.04316, 7.46483 9.04318))",9.04319133333372,7.46479733333343
793833970,Unclassified Building/Landmark,3,,"POLYGON (( 7.4663 9.06291, 7.46622 9.06289, 7.46624 9.06281, 7.46632 9.06284, 7.4663 9.06291))",9.06286205128325,7.46626923076924
793837259,Unclassified Building/Landmark,4,,"POLYGON (( 7.47137 9.04066, 7.4715 9.04071, 7.47146 9.0408, 7.4715 9.04082, 7.47147 9.04089, 7.47143 9.04087, 7.4714 9.04094, 7.47127 9.04089, 7.47137 9.04066))",9.04080396160334,7.47139194154504
793836588,Unclassified Building/Landmark,4,,"POLYGON (( 7.48008 9.04587, 7.48002 9.04583, 7.48007 9.04574, 7.48013 9.04578, 7.48008 9.04587))",9.04580500000084,7.48007500000208
793834425,Unclassified Building/Landmark,5,,"POLYGON (( 7.46643 9.06388, 7.46651 9.06397, 7.46642 9.06406, 7.46638 9.06402, 7.4664 9.064, 7.46635 9.06395, 7.46643 9.06388))",9.06396764568936,7.46642923076951
793836447,Unclassified Building/Landmark,4,,"POLYGON (( 7.46717 9.04431, 7.46715 9.04436, 7.4671 9.04434, 7.46712 9.04429, 7.46717 9.04431))",9.04432500000051,7.46713500000017
793835591,Unclassified Building/Landmark,3,,"POLYGON (( 7.4576 9.05186, 7.45763 9.0519, 7.45758 9.05193, 7.45755 9.05189, 7.4576 9.05186))",9.0518950000008,7.45759000000016
793832658,Unclassified Building/Landmark,3,,"POLYGON (( 7.48953 9.06893, 7.4895 9.06896, 7.48946 9.06894, 7.48948 9.0689, 7.48953 9.06893))",9.06893151515216,7.48949272727256
793836076,Unclassified Building/Landmark,4,,"POLYGON (( 7.46686 9.05123, 7.46677 9.05116, 7.46684 9.05106, 7.46689 9.0511, 7.46691 9.05108, 7.46695 9.05112, 7.46686 9.05123))",9.05114259493921,7.4668581856573
793835912,Unclassified Building/Landmark,4,,"POLYGON (( 7.45944 9.05442, 7.45952 9.05442, 7.45952 9.05456, 7.45944 9.05456, 7.45944 9.05442))",9.0544899999978,7.45948
793836098,Unclassified Building/Landmark,3,,"POLYGON (( 7.46231 9.05116, 7.46228 9.05117, 7.46225 9.05113, 7.46228 9.05111, 7.46231 9.05116))",9.05114166666689,7.46227999999917
793830575,Unclassified Building/Landmark,3,,"POLYGON (( 7.4548 9.0691, 7.4548 9.06915, 7.45475 9.06915, 7.45475 9.0691, 7.4548 9.0691))",9.06912500000029,7.454775
793833757,Unclassified Building/Landmark,4,,"POLYGON (( 7.4629 9.05807, 7.46273 9.05806, 7.46273 9.05791, 7.46293 9.05791, 7.46293 9.05803, 7.4629 9.05803, 7.4629 9.05805, 7.4629 9.05807))",9.05798542015139,7.46282782415143
793834545,Unclassified Building/Landmark,9,,"POLYGON (( 7.46142 9.06038, 7.46134 9.06042, 7.46132 9.06038, 7.46128 9.06041, 7.4613 9.06044, 7.46123 9.06049, 7.46112 9.06029, 7.46119 9.06025, 7.46121 9.06028, 7.46125 9.06026, 7.46124 9.06023, 7.46132 9.06019, 7.46142 9.06038))",9.06033512992046,7.46127001112905
793836915,Unclassified Building/Landmark,3,,"POLYGON (( 7.48727 9.05161, 7.48722 9.05157, 7.48726 9.05152, 7.48731 9.05157, 7.48727 9.05161))",9.05156666666765,7.48726481481451
793831473,Unclassified Building/Landmark,3,,"POLYGON (( 7.46463 9.06815, 7.46459 9.06816, 7.46458 9.06811, 7.46462 9.0681, 7.46463 9.06815))",9.06813000000006,7.46460499999981
793837047,Unclassified Building/Landmark,3,,"POLYGON (( 7.47408 9.05354, 7.47404 9.05356, 7.47402 9.05351, 7.47406 9.05349, 7.47408 9.05354))",9.05352500000025,7.47404999999967
793834632,Unclassified Building/Landmark,4,,"POLYGON (( 7.46763 9.06017, 7.46767 9.06022, 7.4676 9.06028, 7.46756 9.06023, 7.46763 9.06017))",9.06022500000165,7.4676150000016
793834917,Unclassified Building/Landmark,10,,"POLYGON (( 7.46555 9.05013, 7.46546 9.05007, 7.46549 9.05003, 7.4655 9.05004, 7.46558 9.04994, 7.46565 9.05, 7.46558 9.05009, 7.46555 9.05013))",9.05003736363763,7.4655586060654
793831137,Unclassified Building/Landmark,3,,"POLYGON (( 7.45911 9.06511, 7.45913 9.06516, 7.45916 9.06515, 7.4592 9.06523, 7.45911 9.06526, 7.45905 9.06513, 7.45911 9.06511))",9.06518767241369,7.45912281608695
793835871,Unclassified Building/Landmark,5,,"POLYGON (( 7.46154 9.05446, 7.46154 9.05442, 7.46164 9.05442, 7.46164 9.05457, 7.46154 9.05457, 7.46154 9.05446))",9.05449499999839,7.46159
793835938,Unclassified Building/Landmark,3,,"POLYGON (( 7.46968 9.05452, 7.46959 9.05452, 7.46959 9.05444, 7.46968 9.05444, 7.46968 9.05452))",9.05448000000133,7.469635
793837087,Unclassified Building/Landmark,3,,"POLYGON (( 7.48811 9.05235, 7.48809 9.05233, 7.48811 9.05231, 7.48813 9.05233, 7.48811 9.05235))",9.05233000000019,7.48811
793835625,Unclassified Building/Landmark,5,,"POLYGON (( 7.45462 9.05182, 7.45458 9.05203, 7.45449 9.05201, 7.45452 9.0518, 7.45462 9.05182))",9.05191323647517,7.45455287329037
793834464,Unclassified Building/Landmark,4,,"POLYGON (( 7.47566 9.05969, 7.47547 9.05964, 7.47549 9.05956, 7.47568 9.05962, 7.47566 9.05969))",9.05962685125999,7.47557306188345
793831320,Unclassified Building/Landmark,4,,"POLYGON (( 7.47212 9.06681, 7.47208 9.06676, 7.47214 9.0667, 7.47219 9.06676, 7.47212 9.06681))",9.06675666666821,7.47213363636435
793834851,Unclassified Building/Landmark,4,,"POLYGON (( 7.46082 9.05367, 7.46083 9.0538, 7.4607 9.0538, 7.4607 9.05372, 7.46065 9.05372, 7.46065 9.05367, 7.46082 9.05367))",9.05373041778213,7.4607508622206
793829756,Unclassified Building/Landmark,8,,"POLYGON (( 7.45884 9.0753, 7.4588 9.07541, 7.45882 9.07542, 7.4588 9.07551, 7.45869 9.07548, 7.45875 9.07528, 7.45884 9.0753))",9.07539758232411,7.4587668674759
793831718,Unclassified Building/Landmark,3,,"POLYGON (( 7.47146 9.06556, 7.47148 9.0656, 7.47144 9.06563, 7.47142 9.0656, 7.47146 9.06556))",9.06559666666719,7.4714504761909
793835836,Unclassified Building/Landmark,8,,"POLYGON (( 7.467 9.05094, 7.46695 9.0509, 7.46702 9.05081, 7.46711 9.05088, 7.46704 9.05097, 7.467 9.05094))",9.05089017880147,7.46702987228717
793836361,Unclassified Building/Landmark,6,,"POLYGON (( 7.48148 9.05656, 7.48142 9.05665, 7.48134 9.0566, 7.4814 9.0565, 7.48148 9.05656))",9.05657672783071,7.48140978593426
793831224,Unclassified Building/Landmark,3,,"POLYGON (( 7.47027 9.06626, 7.47024 9.06629, 7.47016 9.06616, 7.4702 9.06614, 7.47027 9.06626))",9.06621186666682,7.47021671999276
793835720,Unclassified Building/Landmark,4,,"POLYGON (( 7.46082 9.05242, 7.46079 9.05246, 7.46076 9.05243, 7.46079 9.0524, 7.46082 9.05242))",9.05242833333374,7.46079000000028
793835901,Unclassified Building/Landmark,4,,"POLYGON (( 7.46307 9.05098, 7.4632 9.05098, 7.4632 9.05113, 7.46307 9.05113, 7.46307 9.05098))",9.05105500000074,7.463135
793836476,Unclassified Building/Landmark,4,,"POLYGON (( 7.49305 9.05798, 7.493 9.05795, 7.49305 9.05787, 7.4931 9.0579, 7.49305 9.05798))",9.05792500000062,7.4930500000023
793835047,Unclassified Building/Landmark,3,,"POLYGON (( 7.46242 9.05046, 7.46241 9.05041, 7.46245 9.0504, 7.46246 9.05045, 7.46242 9.05046))",9.05043000000006,7.46243499999981
793833525,Unclassified Building/Landmark,7,,"POLYGON (( 7.46384 9.05758, 7.46376 9.05758, 7.46376 9.0575, 7.46384 9.0575, 7.46384 9.05758))",9.05754000000076,7.4638
793830905,Unclassified Building/Landmark,3,,"POLYGON (( 7.45901 9.06484, 7.45906 9.06492, 7.45902 9.06494, 7.45897 9.06487, 7.45901 9.06484))",9.06489156862792,7.45901482352696
793832512,Unclassified Building/Landmark,3,,"POLYGON (( 7.4857 9.07117, 7.48569 9.07115, 7.48574 9.07112, 7.48576 9.07115, 7.48571 9.07118, 7.4857 9.07117))",9.07115038759761,7.48572441860541
793834511,Unclassified Building/Landmark,3,,"POLYGON (( 7.46705 9.06451, 7.46708 9.06455, 7.46705 9.06458, 7.46701 9.06454, 7.46705 9.06451))",9.06454476190534,7.46704666666635
793833386,Unclassified Building/Landmark,6,,"POLYGON (( 7.47046 9.05536, 7.47004 9.05535, 7.47004 9.05526, 7.47046 9.05526, 7.47046 9.05536))",9.05530754391783,7.47025368420957
793835694,Unclassified Building/Landmark,8,,"POLYGON (( 7.46193 9.05235, 7.46194 9.05236, 7.46212 9.0525, 7.46205 9.05259, 7.46186 9.05244, 7.46193 9.05235))",9.05247048662793,7.46198995132155
793834334,Unclassified Building/Landmark,6,,"POLYGON (( 7.46452 9.05975, 7.46452 9.05984, 7.46452 9.05992, 7.46444 9.05992, 7.46444 9.05986, 7.4644 9.05986, 7.46441 9.05975, 7.46452 9.05975))",9.05982895892777,7.46446728748692
793831916,Unclassified Building/Landmark,4,,"POLYGON (( 7.48078 9.06124, 7.48071 9.06114, 7.48074 9.06111, 7.48081 9.06121, 7.48078 9.06124))",9.06117500000096,7.4807599999951
793837085,Unclassified Building/Landmark,18,,"POLYGON (( 7.48496 9.05179, 7.48459 9.05237, 7.48444 9.05227, 7.48481 9.05169, 7.48496 9.05179))",9.05203000000356,7.48470000017056
793830729,Unclassified Building/Landmark,4,,"POLYGON (( 7.45406 9.06107, 7.45414 9.06109, 7.45412 9.06119, 7.45404 9.06117, 7.45406 9.06107))",9.06113000000024,7.45409000000077
793835374,Unclassified Building/Landmark,3,,"POLYGON (( 7.46158 9.0527, 7.46162 9.05274, 7.46159 9.05278, 7.46155 9.05274, 7.46158 9.0527))",9.05274000000061,7.46158499999975
793835622,Unclassified Building/Landmark,4,,"POLYGON (( 7.4677 9.05209, 7.46764 9.05204, 7.46759 9.052, 7.46764 9.05195, 7.46765 9.05196, 7.46767 9.05194, 7.46776 9.05201, 7.4677 9.05209))",9.05201046692781,7.46767773021865
793833374,Unclassified Building/Landmark,3,,"POLYGON (( 7.46152 9.05536, 7.46148 9.05536, 7.46148 9.05528, 7.46153 9.05528, 7.46152 9.05536))",9.05531851851782,7.46150259259293
793832160,Unclassified Building/Landmark,6,,"POLYGON (( 7.47891 9.06378, 7.47884 9.0637, 7.47893 9.06361, 7.47901 9.06369, 7.47891 9.06378))",9.06369490128112,7.47892334494967
793835493,Unclassified Building/Landmark,3,,"POLYGON (( 7.4697 9.05349, 7.46967 9.05345, 7.46973 9.0534, 7.46976 9.05343, 7.4697 9.05349))",9.05344346666781,7.46971440000173
793831019,Unclassified Building/Landmark,4,,"POLYGON (( 7.45428 9.06204, 7.45422 9.06202, 7.45425 9.0619, 7.45431 9.06191, 7.45428 9.06204))",9.06196798741965,7.45426528302165
793836375,Unclassified Building/Landmark,4,,"POLYGON (( 7.46918 9.04472, 7.46913 9.04483, 7.46907 9.0448, 7.46911 9.04469, 7.46918 9.04472))",9.04475890196074,7.46912317647357
793836924,Unclassified Building/Landmark,10,,"POLYGON (( 7.47987 9.05142, 7.47977 9.05136, 7.47981 9.0513, 7.47991 9.05136, 7.47987 9.05142))",9.05136000000311,7.47983999999745
793833814,Unclassified Building/Landmark,5,,"POLYGON (( 7.4724 9.06247, 7.47232 9.06238, 7.47243 9.06229, 7.47251 9.06238, 7.4724 9.06247))",9.06238000000446,7.4724150000019
793835638,Unclassified Building/Landmark,3,,"POLYGON (( 7.46118 9.05174, 7.46124 9.05166, 7.46128 9.05168, 7.46119 9.05179, 7.46115 9.05176, 7.46118 9.05174))",9.05172424501519,7.46121663818277
793830138,Unclassified Building/Landmark,7,,"POLYGON (( 7.45795 9.07378, 7.45792 9.07375, 7.45794 9.07373, 7.45791 9.07369, 7.45795 9.07365, 7.45798 9.07368, 7.45802 9.07372, 7.45795 9.07378))",9.07371483796299,7.45796009259263
793831736,Unclassified Building/Landmark,4,,"POLYGON (( 7.47304 9.06528, 7.47302 9.06525, 7.473 9.06526, 7.47298 9.06521, 7.47307 9.06517, 7.4731 9.06526, 7.47304 9.06528))",9.06522731182915,7.47304359139743
793830715,Unclassified Building/Landmark,5,,"POLYGON (( 7.45962 9.06448, 7.45963 9.06443, 7.45968 9.06444, 7.45967 9.0645, 7.45962 9.06448))",9.0644628735635,7.45965068965521
793830956,Unclassified Building/Landmark,18,,"POLYGON (( 7.45535 9.0664, 7.45536 9.06644, 7.455 9.06652, 7.45497 9.06641, 7.45493 9.06642, 7.45489 9.06625, 7.45529 9.06615, 7.45535 9.0664))",9.06633683329568,7.45513193739388
793830452,Unclassified Building/Landmark,3,,"POLYGON (( 7.45626 9.07152, 7.45631 9.07153, 7.45628 9.07159, 7.45624 9.07157, 7.45626 9.07152))",9.07155228070205,7.45627350877266
793835740,Unclassified Building/Landmark,3,,"POLYGON (( 7.45602 9.05248, 7.45596 9.05247, 7.45597 9.05244, 7.45603 9.05245, 7.45602 9.05248))",9.05246000000104,7.45599499999973
793832476,Unclassified Building/Landmark,5,,"POLYGON (( 7.47697 9.06565, 7.47697 9.0658, 7.47685 9.0658, 7.47685 9.06575, 7.47687 9.06575, 7.47687 9.06565, 7.47697 9.06565))",9.06572812499909,7.47691625000076
793834191,Unclassified Building/Landmark,5,,"POLYGON (( 7.46574 9.06338, 7.46574 9.06321, 7.46586 9.06321, 7.46586 9.06337, 7.46574 9.06338))",9.06329252525137,7.46579939393967
793834263,Unclassified Building/Landmark,3,,"POLYGON (( 7.47054 9.05895, 7.47057 9.05899, 7.4705 9.05905, 7.47047 9.05901, 7.47054 9.05895))",9.05900000000157,7.47052000000221
