LINK_ID,SDO,WKT
1152843555,,"LINESTRING( 7.23759 9.11357, 7.23733 9.11419)"
1152807881,,"LINESTRING( 7.41087 8.99766, 7.41132 8.99712, 7.41176 8.99664, 7.4119 8.9968, 7.41227 8.997, 7.41253 8.99721, 7.41275 8.99727, 7.41292 8.99727, 7.41307 8.99743, 7.41307 8.99781, 7.41298 8.99822)"
1152807882,,"LINESTRING( 7.41087 8.99766, 7.41094 8.99791, 7.41095 8.99848)"
1152807885,,"LINESTRING( 7.41087 8.99766, 7.4104 8.998, 7.41027 8.99819, 7.41043 8.9984, 7.41064 8.99858, 7.4107 8.99867)"
1152807880,,"LINESTRING( 7.41183 8.99734, 7.41173 8.99748, 7.41152 8.99785, 7.41152 8.99824, 7.41157 8.99837)"
1032864817,,"LINESTRING( 7.48341 9.06418, 7.48344 9.06428, 7.48338 9.06439)"
1104179662,,"LINESTRING( 7.4469 9.02219, 7.44718 9.02244)"
1227955002,,"LINESTRING( 7.38432 9.05632, 7.38408 9.05627, 7.38301 9.05614, 7.38219 9.0561, 7.38057 9.05621, 7.37808 9.05639, 7.37643 9.05638, 7.37545 9.05635)"
1187686904,,"LINESTRING( 7.5033 9.12531, 7.50332 9.12705)"
1184919137,,"LINESTRING( 7.57422 8.8184, 7.57392 8.81847, 7.57343 8.81864, 7.57326 8.81871)"
1184905929,,"LINESTRING( 7.30717 8.86085, 7.30777 8.8609, 7.30809 8.86097, 7.30845 8.86126, 7.30873 8.86132, 7.31003 8.86171, 7.31074 8.86176, 7.31119 8.86184, 7.31121 8.86191)"
1063550297,,"LINESTRING( 7.31547 9.14194, 7.31506 9.14218, 7.31487 9.14224)"
1063550390,,"LINESTRING( 7.33699 9.14426, 7.33717 9.14431, 7.33751 9.14441, 7.33778 9.14449, 7.33856 9.14458)"
1063550392,,"LINESTRING( 7.33699 9.14426, 7.33691 9.14477)"
1063561196,,"LINESTRING( 7.31547 9.14194, 7.31566 9.14217)"
1063611253,,"LINESTRING( 7.44105 9.12691, 7.44129 9.12691)"
1063611254,,"LINESTRING( 7.44105 9.12691, 7.44002 9.12693, 7.4399 9.12697, 7.43985 9.12709, 7.43986 9.12737)"
1063611710,,"LINESTRING( 7.35481 9.13937, 7.355 9.13969)"
1063398892,,"LINESTRING( 7.37242 9.10552, 7.37242 9.10678)"
1063399183,,"LINESTRING( 7.38548 9.11316, 7.38555 9.11387)"
1063411429,,"LINESTRING( 7.37602 9.14778, 7.3764 9.14789)"
1063550608,,"LINESTRING( 7.31782 9.14217, 7.31767 9.14223, 7.31733 9.14229)"
1063550611,,"LINESTRING( 7.31782 9.14217, 7.31878 9.14219, 7.31968 9.14218, 7.31981 9.14246, 7.31987 9.14283)"
1152812248,,"LINESTRING( 7.30172 8.88141, 7.30136 8.88127, 7.30126 8.88129, 7.30119 8.88132, 7.30111 8.88131, 7.30102 8.88132, 7.30097 8.88128, 7.30094 8.88125, 7.30082 8.88132, 7.30069 8.88141, 7.30056 8.88152, 7.30042 8.88158, 7.3002 8.88177, 7.30002 8.88195, 7.29979 8.88212, 7.2995 8.88226)"
1152812249,,"LINESTRING( 7.30172 8.88141, 7.30135 8.88165, 7.30116 8.88169, 7.30096 8.88181, 7.30081 8.88193, 7.30068 8.88208, 7.30038 8.88228, 7.30034 8.88238, 7.30024 8.88254, 7.30003 8.88274, 7.29983 8.88282, 7.29958 8.88283, 7.2995 8.88274, 7.29945 8.88258)"
1152823279,,"LINESTRING( 7.54936 8.91032, 7.54932 8.91073, 7.54938 8.91115, 7.54934 8.91217)"
1152823284,,"LINESTRING( 7.54936 8.91032, 7.54913 8.91032, 7.54887 8.91031, 7.54872 8.91037, 7.5487 8.91059, 7.54871 8.9111, 7.5487 8.91131, 7.54869 8.91165, 7.54852 8.91176, 7.54806 8.91185, 7.54775 8.91195)"
807302229,,"LINESTRING( 7.50016 9.09825, 7.50027 9.09866, 7.50034 9.09887, 7.50044 9.09907, 7.50067 9.09945)"
807216606,,"LINESTRING( 7.41026 9.07264, 7.41007 9.07324, 7.40998 9.07352, 7.40982 9.07374, 7.40955 9.07403)"
807013994,,"LINESTRING( 7.41026 9.07264, 7.41035 9.07322, 7.41052 9.07367, 7.41087 9.07405)"
807061177,,"LINESTRING( 7.51704 9.09825, 7.51715 9.0983)"
807053732,,"LINESTRING( 7.44972 9.07198, 7.4502 9.07326)"
1152801199,,"LINESTRING( 7.56493 8.96942, 7.56513 8.96942)"
1211704178,,"LINESTRING( 7.3726 8.97481, 7.37234 8.97484, 7.37218 8.97491)"
1063027729,,"LINESTRING( 7.26888 9.12793, 7.26947 9.12837)"
1168094914,,"LINESTRING( 7.33562 8.97452, 7.33587 8.9747, 7.33602 8.97475, 7.33622 8.97477, 7.33635 8.97482)"
1154519643,,"LINESTRING( 7.304 9.06916, 7.30405 9.06962)"
1168095170,,"LINESTRING( 7.35308 8.99048, 7.35309 8.99114)"
1168106461,,"LINESTRING( 7.42067 8.99803, 7.42018 8.99838)"
1168106460,,"LINESTRING( 7.42067 8.99803, 7.42131 8.99877, 7.42258 9.00059, 7.42304 9.00117, 7.42376 9.00173)"
1063411716,,"LINESTRING( 7.38219 9.12644, 7.38244 9.1266)"
1063411661,,"LINESTRING( 7.38219 9.12644, 7.38208 9.12647, 7.38182 9.12659, 7.38125 9.12685)"
1063398606,,"LINESTRING( 7.30722 9.12344, 7.30358 9.12356)"
1063398910,,"LINESTRING( 7.37219 9.10399, 7.37367 9.10403)"
1063398916,,"LINESTRING( 7.37219 9.10399, 7.3722 9.1042, 7.37224 9.10454, 7.37229 9.1047)"
1168117554,,"LINESTRING( 7.42016 8.99733, 7.42001 8.99745, 7.41952 8.9978, 7.41942 8.998, 7.4194 8.99812, 7.41943 8.99823, 7.41972 8.9987)"
1165896243,,"LINESTRING( 7.48785 9.07112, 7.48795 9.07117, 7.48859 9.07165)"
1165291061,,"LINESTRING( 7.419 9.00635, 7.41871 9.00654, 7.4184 9.00668, 7.41803 9.00664, 7.41761 9.00647, 7.41737 9.00651, 7.41718 9.00655, 7.41695 9.00664, 7.41672 9.00668, 7.41652 9.00667, 7.41622 9.00658, 7.41608 9.00654)"
1165291060,,"LINESTRING( 7.419 9.00635, 7.41778 9.00777)"
1152899000,,"LINESTRING( 7.58048 9.11276, 7.58022 9.11274, 7.57986 9.11269, 7.57953 9.11267, 7.57927 9.11275, 7.57896 9.11286, 7.57878 9.11293, 7.5784 9.11308, 7.5782 9.11312)"
1152820139,,"LINESTRING( 7.58789 8.91414, 7.58811 8.91416, 7.58831 8.91426, 7.58843 8.91429, 7.58869 8.91425, 7.58893 8.91416, 7.58908 8.91423)"
1152713208,,"LINESTRING( 7.58789 8.91414, 7.58705 8.91417)"
1152713209,,"LINESTRING( 7.58789 8.91414, 7.58794 8.91471)"
1152724284,,"LINESTRING( 7.59083 8.90214, 7.5916 8.90218)"
807058978,,"LINESTRING( 7.40822 9.10995, 7.40936 9.11117)"
807076100,,"LINESTRING( 7.40822 9.10995, 7.40781 9.11028, 7.40746 9.11047, 7.4072 9.11059)"
1167980914,,"LINESTRING( 7.44031 8.98334, 7.43977 8.98364, 7.43976 8.98371, 7.43987 8.98398, 7.44035 8.98489)"
1167980966,,"LINESTRING( 7.44031 8.98334, 7.44054 8.98401, 7.44172 8.98559)"
1167981088,,"LINESTRING( 7.44686 8.9842, 7.44622 8.98459, 7.44566 8.98501)"
1167981089,,"LINESTRING( 7.44686 8.9842, 7.44692 8.98434, 7.44697 8.98451)"
1167981103,,"LINESTRING( 7.43786 8.97686, 7.43744 8.97712)"
1167981102,,"LINESTRING( 7.43786 8.97686, 7.43883 8.97785)"
1152799607,,"LINESTRING( 7.40916 8.9748, 7.40901 8.97487, 7.40826 8.97559)"
1211844576,,"LINESTRING( 7.40916 8.9748, 7.40909 8.97491, 7.40822 8.9758)"
807161638,,"LINESTRING( 7.49503 9.04154, 7.49516 9.04166, 7.49546 9.04197)"
807267621,,"LINESTRING( 7.49503 9.04154, 7.49483 9.04173, 7.49453 9.04194, 7.49439 9.04197)"
807066136,,"LINESTRING( 7.50452 9.03698, 7.5048 9.03737)"
807016466,,"LINESTRING( 7.47351 9.03349, 7.47394 9.03373)"
807251829,,"LINESTRING( 7.4617 9.06769, 7.46133 9.06846)"
807025190,,"LINESTRING( 7.47536 9.06514, 7.47478 9.06521)"
807172840,,"LINESTRING( 7.47536 9.06514, 7.47562 9.06514, 7.47602 9.06518, 7.47663 9.06518)"
1063410929,,"LINESTRING( 7.36054 9.14731, 7.36027 9.1478)"
1063410908,,"LINESTRING( 7.36049 9.14915, 7.36019 9.14968, 7.3601 9.1498)"
1063410976,,"LINESTRING( 7.36049 9.14915, 7.36114 9.14959)"
807037312,,"LINESTRING( 7.48835 9.09073, 7.48856 9.09093, 7.48882 9.09122, 7.48899 9.09152, 7.48913 9.09182)"
807227652,,"LINESTRING( 7.48211 9.06953, 7.48238 9.0697, 7.48255 9.06982)"
1184975495,,"LINESTRING( 7.45679 9.01195, 7.4553 9.01352)"
1184900891,,"LINESTRING( 7.42497 8.99111, 7.42509 8.99164)"
1184904882,,"LINESTRING( 7.42497 8.99111, 7.42458 8.99128, 7.4244 8.99132)"
1211557051,,"LINESTRING( 7.54328 9.04868, 7.54329 9.04889)"
1154519438,,"LINESTRING( 7.37967 8.94497, 7.37958 8.94503)"
807286784,,"LINESTRING( 7.45977 9.03779, 7.45941 9.03829, 7.45877 9.03916)"
1225786109,,"LINESTRING( 7.50177 9.06194, 7.50309 9.06281)"
807253331,,"LINESTRING( 7.50177 9.06194, 7.50152 9.06235, 7.50119 9.06254, 7.50085 9.06263, 7.50044 9.06265, 7.49985 9.06249)"
1165168611,,"LINESTRING( 7.14064 8.98196, 7.14068 8.98204, 7.1412 8.983, 7.14143 8.98343, 7.14193 8.98439, 7.14216 8.9848, 7.14276 8.98593)"
1063399025,,"LINESTRING( 7.36544 9.12428, 7.36653 9.12591)"
1063550304,,"LINESTRING( 7.32881 9.14652, 7.32906 9.14657)"
1063550306,,"LINESTRING( 7.32881 9.14652, 7.32875 9.14701)"
1063027677,,"LINESTRING( 7.27603 9.13311, 7.27575 9.1335, 7.27527 9.13389, 7.27501 9.13396, 7.27474 9.13395, 7.27444 9.13385, 7.27409 9.13364, 7.27355 9.1332)"
1154811431,,"LINESTRING( 7.56921 9.02461, 7.57025 9.02516)"
1063550293,,"LINESTRING( 7.32569 9.1429, 7.32575 9.14324, 7.32464 9.14362)"
1152801635,,"LINESTRING( 7.21774 8.89358, 7.21828 8.89387)"
1063410938,,"LINESTRING( 7.35668 9.14624, 7.35666 9.14714, 7.35668 9.14735, 7.35671 9.14784)"
1063410969,,"LINESTRING( 7.35668 9.14624, 7.35841 9.14636, 7.35851 9.14644, 7.35873 9.14692)"
1063410907,,"LINESTRING( 7.36167 9.147, 7.36101 9.14822)"
1063410928,,"LINESTRING( 7.36167 9.147, 7.36236 9.14756)"
1063410934,,"LINESTRING( 7.36014 9.14802, 7.35934 9.14933)"
1168117553,,"LINESTRING( 7.42016 8.99733, 7.42067 8.99803)"
1063389964,,"LINESTRING( 7.27032 9.1064, 7.27026 9.10646)"
1184787898,,"LINESTRING( 7.44494 9.0178, 7.44526 9.01805, 7.44576 9.01846)"
1184670004,,"LINESTRING( 7.43975 8.95231, 7.43978 8.95287, 7.4398 8.953)"
812269739,,"LINESTRING( 7.4617 9.06769, 7.46208 9.06779)"
1118358129,,"LINESTRING( 7.30685 9.15035, 7.30708 9.15101)"
1154484193,,"LINESTRING( 7.26901 9.126, 7.26918 9.12624, 7.2693 9.12635, 7.26935 9.12644, 7.26939 9.12653)"
1063028190,,"LINESTRING( 7.26277 9.13077, 7.26247 9.13105)"
1211950638,,"LINESTRING( 7.36544 9.12428, 7.36476 9.12468)"
1152889913,,"LINESTRING( 7.39684 9.11123, 7.39673 9.11125)"
1152889910,,"LINESTRING( 7.39684 9.11123, 7.39693 9.11122, 7.39728 9.11122, 7.39761 9.11124)"
807258661,,"LINESTRING( 7.42244 9.10348, 7.42195 9.10349)"
807270812,,"LINESTRING( 7.42244 9.10348, 7.42312 9.1035, 7.42321 9.10353, 7.42329 9.10357, 7.42354 9.10394)"
1063387048,,"LINESTRING( 7.35682 9.11068, 7.35691 9.11091)"
1063389706,,"LINESTRING( 7.27044 9.10453, 7.27062 9.10455)"
1063389754,,"LINESTRING( 7.27044 9.10453, 7.27042 9.10476)"
807281789,,"LINESTRING( 7.52215 9.0182, 7.52331 9.01837)"
807240725,,"LINESTRING( 7.52215 9.0182, 7.52179 9.01898, 7.5216 9.01947, 7.52151 9.01993)"
807319838,,"LINESTRING( 7.49633 9.05995, 7.49615 9.06023)"
1167624548,,"LINESTRING( 7.49633 9.05995, 7.49794 9.06099)"
812632124,,"LINESTRING( 7.48739 9.02567, 7.48731 9.02577)"
812632126,,"LINESTRING( 7.48739 9.02567, 7.48751 9.02576)"
1152804462,,"LINESTRING( 7.38232 8.96825, 7.38241 8.96876)"
1152804736,,"LINESTRING( 7.50562 8.98248, 7.50566 8.983)"
1152804479,,"LINESTRING( 7.38221 8.96779, 7.3823 8.96815)"
1063002274,,"LINESTRING( 7.55739 8.81172, 7.5556 8.81168, 7.5553 8.81184)"
1063002458,,"LINESTRING( 7.5756 8.91717, 7.57546 8.91656, 7.57537 8.91651, 7.57524 8.9165, 7.57516 8.9165, 7.57506 8.91657, 7.57454 8.91719)"
1063002452,,"LINESTRING( 7.5756 8.91717, 7.57543 8.91727, 7.57525 8.91736, 7.57504 8.91758)"
1063002466,,"LINESTRING( 7.5756 8.91717, 7.57579 8.91775)"
1118518634,,"LINESTRING( 7.3884 9.04314, 7.38818 9.04319)"
1118518637,,"LINESTRING( 7.3884 9.04314, 7.38846 9.04341)"
1184782840,,"LINESTRING( 7.43326 8.98867, 7.43338 8.98872, 7.4335 8.98886, 7.43357 8.98893, 7.43375 8.98932)"
807063481,,"LINESTRING( 7.46624 9.07392, 7.46597 9.07414)"
1152910735,,"LINESTRING( 7.57507 8.96465, 7.57533 8.96472, 7.57546 8.96478, 7.57553 8.96482)"
1152910732,,"LINESTRING( 7.57335 8.96446, 7.57343 8.96442, 7.57368 8.9644, 7.57378 8.96448, 7.57403 8.96469)"
1211694754,,"LINESTRING( 7.37839 8.97025, 7.37834 8.97018, 7.37814 8.97022, 7.37796 8.97031, 7.37777 8.97034)"
807256738,,"LINESTRING( 7.49105 9.07176, 7.49139 9.07203)"
807069120,,"LINESTRING( 7.32118 9.14722, 7.32152 9.1478)"
1154819300,,"LINESTRING( 7.50085 9.13741, 7.50082 9.13761, 7.50075 9.13782, 7.5008 9.138)"
807167817,,"LINESTRING( 7.46624 9.07392, 7.46631 9.07401)"
807223702,,"LINESTRING( 7.24618 8.86858, 7.24714 8.86921)"
1154522254,,"LINESTRING( 7.39879 9.06717, 7.39864 9.06747, 7.39844 9.06785, 7.39834 9.068, 7.39813 9.06814)"
1152635783,,"LINESTRING( 7.57389 8.90224, 7.5735 8.90238)"
1168098107,,"LINESTRING( 7.36487 9.00122, 7.36424 9.00268)"
1118345260,,"LINESTRING( 7.36867 9.12982, 7.36869 9.12984, 7.36877 9.12986, 7.36881 9.12985)"
807298684,,"LINESTRING( 7.48511 9.07047, 7.48533 9.07141)"
1152798017,,"LINESTRING( 7.45422 8.97212, 7.4543 8.97235)"
1152943075,,"LINESTRING( 7.3769 9.01867, 7.37665 9.01879, 7.3761 9.01881, 7.37601 9.01884, 7.37599 9.01893, 7.37598 9.02152)"
1063002510,,"LINESTRING( 7.56966 8.89573, 7.56885 8.89655, 7.56874 8.89661)"
807206381,,"LINESTRING( 7.51534 9.04766, 7.51553 9.04781)"
807205419,,"LINESTRING( 7.49971 9.07755, 7.49995 9.07779, 7.50012 9.07816, 7.5002 9.07841, 7.5003 9.0803)"
807310469,,"LINESTRING( 7.49934 9.03031, 7.49757 9.03123)"
807043586,,"LINESTRING( 7.50261 9.08826, 7.50241 9.08834, 7.50215 9.08848, 7.50202 9.08859, 7.50192 9.08872, 7.50136 9.08959)"
1118370053,,"LINESTRING( 7.51154 9.07397, 7.51147 9.07399, 7.51142 9.07404, 7.5114 9.07411, 7.51142 9.07418, 7.51144 9.07419)"
1211640218,,"LINESTRING( 7.46397 9.04514, 7.46411 9.04509, 7.46451 9.04521)"
807246612,,"LINESTRING( 7.50261 9.08826, 7.50271 9.08825, 7.50282 9.08825, 7.50297 9.08826, 7.50311 9.08831, 7.50322 9.08835, 7.50334 9.08842, 7.50342 9.08847, 7.50347 9.08852, 7.50354 9.08858, 7.5036 9.08865, 7.50385 9.08904)"
1154476485,,"LINESTRING( 7.24096 9.1189, 7.24154 9.11975)"
812634531,,"LINESTRING( 7.51139 9.04425, 7.5115 9.04437)"
1063549667,,"LINESTRING( 7.30819 9.14076, 7.30873 9.14076, 7.30876 9.14089, 7.30875 9.14288, 7.30884 9.14294, 7.30945 9.14295)"
1154734751,,"LINESTRING( 7.52634 9.14237, 7.52646 9.14247, 7.52656 9.14252, 7.52664 9.14246, 7.52677 9.14244, 7.52687 9.14245, 7.52699 9.1425, 7.52706 9.14255)"
1154729980,,"LINESTRING( 7.25699 8.93152, 7.25685 8.93158, 7.2565 8.93164)"
1063618751,,"LINESTRING( 7.57768 9.04216, 7.57795 9.04336)"
1063618646,,"LINESTRING( 7.57834 9.0455, 7.57838 9.04628, 7.57848 9.0468, 7.57854 9.04721, 7.57857 9.04739)"
1063619014,,"LINESTRING( 7.581 9.01409, 7.58074 9.0141)"
1063619019,,"LINESTRING( 7.57238 9.02279, 7.57245 9.02305, 7.57241 9.02339, 7.5724 9.02363, 7.57245 9.02383, 7.57251 9.02398, 7.57267 9.02432)"
1063341613,,"LINESTRING( 7.36027 8.98581, 7.36026 8.98641)"
1154721333,,"LINESTRING( 7.30508 8.95084, 7.30506 8.95101, 7.30505 8.9511, 7.30499 8.95138, 7.30496 8.95157, 7.30492 8.95182, 7.30489 8.95203, 7.30486 8.95219, 7.30485 8.95246, 7.30483 8.95275, 7.30482 8.95288, 7.30483 8.95318, 7.30487 8.95333, 7.30493 8.95347, 7.30498 8.95361, 7.30502 8.9538, 7.30505 8.95398, 7.30506 8.95422, 7.30504 8.95434, 7.305 8.95446, 7.30499 8.95455, 7.30499 8.95475, 7.305 8.95488, 7.30504 8.95511, 7.30507 8.95524, 7.3051 8.95541, 7.30512 8.95558, 7.30515 8.95574, 7.30518 8.9559)"
1184796254,,"LINESTRING( 7.27193 8.97328, 7.27193 8.97332, 7.27164 8.97375, 7.27166 8.974)"
1184796246,,"LINESTRING( 7.27193 8.97328, 7.27161 8.97322, 7.27126 8.97333, 7.27079 8.97354, 7.27053 8.97374, 7.27045 8.97388, 7.27032 8.97397)"
807022299,,"LINESTRING( 7.47288 9.08488, 7.47214 9.08537)"
1184668134,,"LINESTRING( 7.4423 8.95498, 7.44221 8.95516, 7.44213 8.95553, 7.44209 8.9557)"
807190471,,"LINESTRING( 7.487 9.0836, 7.487 9.08375)"
812259580,,"LINESTRING( 7.487 9.0836, 7.48588 9.08403)"
1063055078,,"LINESTRING( 7.55599 8.99721, 7.55528 8.99816)"
1063000707,,"LINESTRING( 7.25699 8.93152, 7.2572 8.93162, 7.25741 8.93173, 7.25754 8.93191)"
1184914455,,"LINESTRING( 7.55078 8.95621, 7.55063 8.95625, 7.55049 8.95626, 7.55026 8.95623, 7.55017 8.95623, 7.55009 8.95626, 7.54994 8.9563, 7.54973 8.95635, 7.54953 8.95639)"
1063056451,,"LINESTRING( 7.55078 8.95621, 7.55093 8.9568)"
1063289910,,"LINESTRING( 7.57238 9.02279, 7.57247 9.02269, 7.57444 9.0237, 7.57462 9.02366, 7.57501 9.02283, 7.57505 9.02264, 7.57516 9.02245, 7.57528 9.02241, 7.57722 9.02302, 7.57771 9.023)"
1063387055,,"LINESTRING( 7.35746 9.10976, 7.35658 9.11018)"
1063387065,,"LINESTRING( 7.35746 9.10976, 7.35774 9.11028)"
1167428015,,"LINESTRING( 7.47657 9.08529, 7.47488 9.08618)"
1167428016,,"LINESTRING( 7.47657 9.08529, 7.47701 9.08583)"
1063411386,,"LINESTRING( 7.37969 9.13317, 7.37967 9.13332, 7.3796 9.13349, 7.3796 9.13363, 7.37964 9.13376, 7.38009 9.13445, 7.38049 9.13502)"
1211557106,,"LINESTRING( 7.53864 9.04666, 7.53862 9.047)"
1063389635,,"LINESTRING( 7.27042 9.10476, 7.27059 9.10478)"
1063389717,,"LINESTRING( 7.27015 9.10547, 7.27036 9.10548)"
1152807334,,"LINESTRING( 7.34561 8.97389, 7.34627 8.97432)"
1154833446,,"LINESTRING( 7.54392 8.94097, 7.54375 8.94195)"
1152807332,,"LINESTRING( 7.34561 8.97389, 7.34503 8.97461, 7.34468 8.97504)"
1168094958,,"LINESTRING( 7.33889 8.98184, 7.33867 8.98228)"
1152579366,,"LINESTRING( 7.43328 9.01576, 7.43281 9.01623)"
1064024818,,"LINESTRING( 7.36183 9.13957, 7.36049 9.13991)"
1064024831,,"LINESTRING( 7.35537 9.14624, 7.35668 9.14624)"
1165799180,,"LINESTRING( 7.38516 9.03264, 7.38502 9.03291, 7.38404 9.03476, 7.38365 9.03514, 7.38322 9.03533, 7.38274 9.03559, 7.38269 9.03566)"
1165860387,,"LINESTRING( 7.42224 9.06234, 7.42278 9.06391, 7.42289 9.06416)"
1179133256,,"LINESTRING( 7.15497 8.99645, 7.15522 8.99646)"
1179140829,,"LINESTRING( 7.15497 8.99645, 7.15483 8.99644, 7.15471 8.99646, 7.15458 8.99654)"
1184781255,,"LINESTRING( 7.21026 8.98575, 7.21025 8.9859, 7.21025 8.98611)"
1184781256,,"LINESTRING( 7.21026 8.98575, 7.20984 8.98578, 7.20948 8.98589)"
1063530816,,"LINESTRING( 7.32641 8.94107, 7.32627 8.94124, 7.32623 8.94128)"
1063333789,,"LINESTRING( 7.41903 8.98564, 7.4186 8.98603)"
1063333282,,"LINESTRING( 7.36825 8.95711, 7.36824 8.95767)"
1063333969,,"LINESTRING( 7.41841 8.98955, 7.41893 8.99097, 7.4195 8.99215)"
1063404586,,"LINESTRING( 7.45307 9.11277, 7.4522 9.11307, 7.45201 9.11324)"
1063404702,,"LINESTRING( 7.36053 9.12472, 7.35998 9.12506)"
1064881196,,"LINESTRING( 7.45307 9.11277, 7.45424 9.11493)"
1154778310,,"LINESTRING( 7.37847 9.1473, 7.37841 9.14756)"
1063355842,,"LINESTRING( 7.37222 9.05308, 7.37123 9.05292, 7.37111 9.05317, 7.37117 9.05397)"
1063355841,,"LINESTRING( 7.37222 9.05308, 7.37195 9.05403)"
1063333234,,"LINESTRING( 7.36825 8.95711, 7.36905 8.95741, 7.3695 8.95742, 7.3703 8.9573)"
1063333230,,"LINESTRING( 7.36825 8.95711, 7.36804 8.95714)"
1184800035,,"LINESTRING( 7.20962 8.99015, 7.20909 8.99027, 7.20888 8.9904)"
1184800353,,"LINESTRING( 7.20962 8.99015, 7.20963 8.99027, 7.20915 8.99067)"
1188327121,,"LINESTRING( 7.22362 8.92447, 7.22357 8.9251, 7.22347 8.92543, 7.22332 8.9256, 7.22304 8.92572)"
1211690237,,"LINESTRING( 7.38947 8.97742, 7.38953 8.97748)"
1211690239,,"LINESTRING( 7.38947 8.97742, 7.38939 8.9774, 7.38931 8.97742, 7.38925 8.97748, 7.38923 8.97756, 7.38925 8.97764)"
1152945447,,"LINESTRING( 7.4056 8.96299, 7.40545 8.96306, 7.40522 8.96313, 7.40515 8.96314)"
1154503799,,"LINESTRING( 7.2724 9.12617, 7.27286 9.12669)"
1154514978,,"LINESTRING( 7.45625 8.96438, 7.45658 8.96481)"
1184894395,,"LINESTRING( 7.54433 8.91894, 7.54349 8.91956, 7.5426 8.9203, 7.54201 8.92091)"
1184780427,,"LINESTRING( 7.454 9.02031, 7.45509 9.02117)"
1152706466,,"LINESTRING( 7.5524 8.9291, 7.55255 8.92919, 7.55287 8.92946, 7.55311 8.92981)"
1152930978,,"LINESTRING( 7.40798 9.04367, 7.40817 9.04437)"
1154493948,,"LINESTRING( 7.26121 9.13009, 7.2623 9.13114, 7.26238 9.13113)"
1154516906,,"LINESTRING( 7.36808 8.95344, 7.36809 8.95369)"
807056694,,"LINESTRING( 7.50986 9.04838, 7.51159 9.04883)"
1152720013,,"LINESTRING( 7.5338 8.93262, 7.53381 8.933, 7.53392 8.93346, 7.53403 8.93364)"
1152797655,,"LINESTRING( 7.26113 8.9007, 7.26089 8.90075, 7.26069 8.90081, 7.26047 8.9009, 7.26034 8.90094, 7.26019 8.90091)"
