POI_ID,CUISINE_TYPE,NAME,LAT,LON
1096543885,African Food,Meal Time Restaurant,9.08451,7.4873
1136371139,African Food,D-Happy Man Restaurant,9.07036,7.48546
1136371149,African Food,9 45 Restaurant,9.09871,7.40977
1048168393,International Food,Home Cooking Restaurant,9.07544,7.46642
1048168380,African Food,Zanzibar,9.04507,7.52651
1048168398,International Food,Quorum Restaurant,9.08105,7.49808
1048168377,International Food,Mama Cass Restaurant,9.04549,7.52537
1203115814,Bistro,James Brooke Bistro,9.06002,7.46569
1203115689,African Food,Wellness Spot,9.07364,7.49024
1048168296,International Food,Zinok Restaurant,9.05214,7.46194
1048167770,African Food,Cafe Bon,9.07263,7.46845
1048167771,African Food,Eat. Com,9.07259,7.46887
1048168295,International Food,Sitar Restaurant,9.07445,7.4991
1048168125,International Food,O'Neal Restaurant,9.06618,7.42873
1017599106,International Food,Summer Land,9.03831,7.48223
1017599504,International Food,Big Mama's Kitchen,9.06294,7.47655
1017591602,Chicken,Southern Fried Chicken,9.04249,7.50253
1203121716,International Food,La Buvette Restaurant,9.03452,7.48946
1203121889,International Food,Drumstix,9.02427,7.4879
1203121942,International Food,Chum Chum Restaurant,9.02407,7.48648
1203121736,International Food,Jevinik Restaurant,9.06905,7.48131
1203121706,International Food,Calabar Kitchen,9.03171,7.4967
1203121693,International Food,Sel Sucre Restaurant,9.05185,7.46569
1203121763,International Food,The Great Wall Restaurant,9.09205,7.49906
1203121729,International Food,Dona Kebab Restaurant,9.07822,7.41419
1203121778,International Food,Siam City Thai Restaurant,9.08516,7.48264
1141804239,African Food,Food Giants,8.99033,7.36576
1141803961,African Food,Down Town Eateries and Bar,9.09956,7.41104
1141803996,African Food,Twin Palm Eatery,9.01829,7.49195
1141804229,African Food,Calabar Kitchen Restaurant,8.98977,7.36013
1141804344,International Food,Gopro Restaurant,9.07301,7.4675
1203126285,International Food,Jevinik Restaurant,9.02463,7.48798
1203126139,International Food,Divine Kitchen,9.02238,7.48566
1203126148,International Food,Eunice Restaurant,9.04279,7.49485
1203126195,International Food,Dolphin Restaurant,9.07321,7.47624
1203126201,International Food,Chase Cherry's Restaurant,9.065,7.47926
1203126656,Pizza,Southern Fried Chicken,9.07435,7.46588
1096545921,African Food,Berkeley Fast Food,9.07454,7.4975
1096546142,International Food,Bukka Restaurant,9.07494,7.49488
1136369804,African Food,Bistro Restaurant Left,9.0726,7.47593
1136370187,African Food,Food City,9.0691,7.47914
1136370133,African Food,KFC,8.9848,7.49398
1136369791,African Food,Amafrikana Restaurant,9.06601,7.39563
1136369816,African Food,Brakfast Cafe,9.07875,7.48012
1136369279,African Food,Marcopolo Chinese Restaurant,9.07685,7.4979
1136369785,African Food,Madam Edo Restaurant,9.06077,7.46894
1136369629,African Food,101 Cafe Right,9.11087,7.40426
1136369301,African Food,VIP Suya Spot-Snacks,9.0893,7.41306
1136369308,African Food,God's Will Restaurant,9.0798,7.41715
1136369280,African Food,Exclusive Shawarma,9.07755,7.4876
1136367536,African Food,House 797-Hootas Bar and Grill Restaurant,9.06968,7.48061
1048158090,African Food,Italian Restaurant,9.07331,7.47585
1048158056,African Food,Salamander Cafe,9.07582,7.46365
1048158102,African Food,Delicious Cafeteria,9.07217,7.48913
1048158362,African Food,Chopsticks & Caesar's,9.09099,7.48865
1048158184,International Food,Twin Palm Restaurant,9.01833,7.49189
1048158094,Chicken,Chicken Republic,9.07376,7.47107
1048158095,African Food,Cafe 24,9.0804,7.48575
1048158080,International Food,Jorany Restaurant,9.07845,7.47942
1141800882,African Food,Tantalizers-the Villa Hotel,9.03729,7.48134
1048166136,Chinese Food,Sinoni Restaurant,9.04618,7.49596
1141789582,African Food,Vanilla Restaurant,9.08124,7.49774
1096543775,International Food,Shawarma,9.06626,7.42887
1048165936,African Food,Oceanic Bakery,9.0698,7.48866
1048165834,International Food,Emmy Kitchen Restaurant and Bar,9.03181,7.49657
1048165425,International Food,Melting Pot Restaurant,9.07758,7.47876
1048164271,International Food,Mama Cass Restaurant,9.04482,7.5028
1048164318,African Food,Roof Top Cafe,9.08472,7.49033
1048163846,Snacks & Beverages,Mr Bigg's,9.07504,7.46473
1048163739,Southeast Asian Food,Uptown Asian Cuisine & Lounge,9.08202,7.47715
1017605841,Italian Food,Pinocchio,9.08219,7.46891
1017605851,Snacks & Beverages,Mr Bigg's,9.0746,7.46556
1017605867,International Food,Dreams Chicken & Fries,9.07312,7.47656
1141819257,African Food,Eden Cakes Nigeria,9.08834,7.40941
1017590667,Italian Food,Vulcano,9.06857,7.47141
1141871504,Chicken,KFC,9.05318,7.47975
1017600726,Snacks & Beverages,Chop Chop,9.06405,7.48077
1083949705,African Food,Danemillionaire Eatery,9.00661,7.47268
1083949938,African Food,Tastee Buds Restaurant,9.02881,7.49414
1096543055,African Food,Charvid Eateries,9.11726,7.40649
1096542710,African Food,6-11 Restaurant,9.09932,7.4086
1096542865,African Food,Kings Delicacy Restaurant,9.0001,7.47246
1048163607,International Food,Grandma's Pot Restaurant,9.02312,7.48892
1141790402,African Food,Kilimanjaro Food Place,9.02988,7.58736
1141790364,African Food,Trill Eatery,8.99863,7.56825
1136371145,African Food,Bull & Bush Restaurant,9.0347,7.49621
1113315932,African Food,Karu Garden,9.00038,7.57188
1113315943,African Food,Unique Kitchen,9.00039,7.57169
1113316083,International Food,Kilimanjaro Eatery,9.02907,7.58557
1141821269,African Food,Northwest Garden,9.10498,7.48814
1141829357,African Food,L'Etoile Restaurant,9.07185,7.46505
1083948840,International Food,Le Gwari Restaurant,9.04572,7.49473
1083948767,African Food,Bukateen,9.04044,7.46448
1083948419,African Food,De Jif Restaurant,9.00096,7.47297
1083948838,African Food,Elevation Restaurant & Bar,9.0802,7.48587
1083948573,African Food,Jevenik Restaurant,9.06906,7.48133
1083948559,African Food,Foodcraft Restaurant,9.10033,7.40825
1083947931,African Food,Green Plate,9.06743,7.4647
1083947712,International Food,Papillon Restaurant,9.06401,7.48323
1083947861,African Food,G-Hop Restaurant,9.0334,7.49898
1048930431,African Food,Garden,9.03035,7.49087
1141795808,Snacks & Beverages,Dorcas Kitchen Fast-Food,9.0429,7.49649
1048165094,International Food,Kilimanjaro Restaurant,9.07681,7.49783
1048165322,African Food,Thai Chi,9.0711,7.4881
1048159929,International Food,Sakura Asian Garden Restaurant,9.08996,7.48391
1048159931,Chicken,Chicken Republic,9.06668,7.45566
1141790834,African Food,Mr Biggs,9.1412,7.36713
1141831304,African Food,Favour Arena,9.10774,7.42191
1113284195,African Food,Stop over Restaurant,9.02761,7.56532
1096549872,African Food,Lazeez Restaurant,9.03113,7.49487
1141823331,African Food,Chavnid Eateries,9.09231,7.41347
1141794226,Chicken,KFC,8.98862,7.49276
1141794099,African Food,ONeal,9.06523,7.42914
1048167400,International Food,Wakkis Restaurant,9.08154,7.47717
1048167399,International Food,Vanilla Restaurant,9.08837,7.47495
1136368601,African Food,Indian Chinese Restaurant,9.06988,7.46908
1136369862,African Food,North West Grill & Resort,9.10382,7.48828
1096544888,African Food,De Silver Eateries,9.09581,7.41501
1136370188,African Food,Yogurberry,9.06909,7.47916
1113283861,International Food,Cravings Lounge & Restaurant,9.00689,7.4727
1113281608,African Food,Phina Eatery,9.01928,7.57253
1017606455,Snacks & Beverages,Food Crafter,9.07502,7.46499
1048159293,Snacks & Beverages,Mr Bigg's,9.03442,7.48724
1048168961,Chicken,Chicken Republic,9.10273,7.40495
1048160424,African Food,Summerland Restaurant,9.03858,7.48153
1136368323,African Food,Lactina's Restaurant & Bakery,9.09288,7.50018
1083949743,African Food,Star Kitchen Restaurant,9.03562,7.49959
1136370551,African Food,Kilimanjaro Restaurant,9.10237,7.40537
1136367894,African Food,Amil Kitchen Left,9.10174,7.42142
1048159288,International Food,Chez Victor Restaurant,9.10238,7.48671
1203121912,International Food,Food Crafters Restaurant,9.0754,7.46395
1136370670,International Food,Barbados Cafe Restaurant & Lounge,9.07861,7.4796
1048158256,Snacks & Beverages,Mr Bigg's,9.06201,7.41799
1136369420,African Food,Eetsumore Restaurant,9.08891,7.42357
1096543090,African Food,Friendship Afrikana Restaurant,9.09764,7.41222
1048159319,African Food,Southern Fried Chicken,9.08028,7.50012
1113284932,International Food,Uptown Asian Cuisine Lounge,9.08186,7.47707
1083948425,African Food,Zakudia Lounge,9.10534,7.41728
1096543057,African Food,Harusons Restaurant,9.11756,7.40855
1096543088,African Food,Spicy Treat Restaurant,9.0974,7.41274
1048167845,International Food,L'Etoile Restaurant,9.09544,7.48165
1113284710,African Food,Tito Restaurant,9.01433,7.56357
1083950101,Chicken,Chicken & Sides,9.10203,7.40569
1203121749,International Food,Salamanda Restaurant,9.0768,7.46125
1096548340,Chicken,Southern Fried Chicken,9.07099,7.48793
1148777190,African Food,Koprate Buka,9.10584,7.4137
1148775635,African Food,Yahuza Suya Spot,9.10653,7.41356
1147064126,International Food,Citimini Restaurant,9.04067,7.50702
1048168959,Snacks & Beverages,Mr Bigg's,9.10303,7.40467
1017594725,Pizza,AJ's Pizza,9.08334,7.46956
1017594883,Snacks & Beverages,MC Dowals,9.09072,7.49799
1141822235,Chicken,Tetrazzini Chicken,9.05969,7.4669
1083947406,African Food,La Luna Restaurant,9.07729,7.50105
1017605292,Snacks & Beverages,Tantalizers,9.03628,7.48035
1048161680,Pizza,Pizza Paradise,9.08513,7.49915
1048161679,African Food,Drumstix,9.08513,7.4992
1141819817,Snacks & Beverages,Od & Ak Food,9.06564,7.42733
1017592565,International Food,Mako Restaurant,9.08501,7.46808
1017601939,International Food,Fredies,9.04553,7.49578
1017606642,African Food,Shagalinku,9.04516,7.50233
1141817692,Snacks & Beverages,Heartitude Kitchen,9.06335,7.45629
1113322253,Burgers,Mr Bigg's,9.02463,7.57291
1017596868,African Food,Kampala,9.0657,7.47311
1096547572,African Food,Mama Cass,9.07631,7.46304
1113281426,African Food,Drumstix Suya Sharwama,9.06951,7.48038
1141797534,International Food,Silverspoon Restaurant,9.07866,7.47965
1096560697,Pizza,AJ's Pizza,9.08332,7.4689
1017590394,International Food,Cherry's Plus,9.03632,7.52143
1017590597,African Food,Blue Restaurant,9.09198,7.47921
1141799319,Chinese Food,Chinese Cuisine,9.04504,7.49633
1113309865,Chicken,Blooming Chicken,9.00899,7.56463
1136368334,African Food,Gopro Restaurant,9.06172,7.4745
1113284927,Continental Food,Lunch Centre,9.02607,7.49783
1113315937,African Food,Afroc Delicacies,9.00208,7.57228
1136370642,African Food,KFC,9.07352,7.47091
1203121712,International Food,K Royal Restaurant,9.03216,7.47471
1048158183,International Food,Willies Restaurant,9.01814,7.49214
1141803953,African Food,De Venue Restaurant,9.09501,7.41606
1136371150,African Food,Nkoyo Restaurant & Bar,9.07927,7.46228
1017605636,International Food,City View Restaurant & Grill,9.06483,7.47343
1096548338,African Food,Shawarma Place,9.03133,7.49719
1113320741,African Food,Forks & Fingers Restaurant,9.0201,7.49019
1048163603,International Food,Roses Restaurant,9.02224,7.48899
1113276774,International Food,Avatar Lounge & Bar,9.0736,7.47571
1113283937,African Food,Fish Arena,9.14819,7.32492
1096543085,African Food,Grundies Place,9.09823,7.41093
1113280822,African Food,Oceanic Bakery,9.01304,7.56374
1136370577,African Food,Oceanic Bakery,9.09411,7.41549
1113281273,African Food,SUBWAY Restaurant,9.0724,7.48963
1083950099,African Food,Summit Restaurant,9.04611,7.4647
1083948813,African Food,Classic Restaurant,9.01871,7.47902
1141790797,African Food,Chum Chum,9.07769,7.46243
1136368249,African Food,Cafe Bon,9.05482,7.48925
1083950103,African Food,Uac Food Court,9.10316,7.40454
1113281272,International Food,Wonton Restaurant & Lounge,9.07236,7.48958
1113283965,African Food,Rimimas Kitchen,9.14453,7.32355
1136368247,African Food,Barcelos,9.0549,7.4892
1203121740,International Food,805 Restaurant and Lounge,9.07291,7.46798
1136371009,African Food,Che Bar & Grill,9.08085,7.46501
1113281422,African Food,King's Delight Restaurant,9.14287,7.35401
1141821122,African Food,Biggy Restaurant,9.03359,7.48826
1203118238,International Food,Prive Uptown Restaurant and Lounge,9.08192,7.4772
1203126174,International Food,Juice Island,9.07536,7.46387
1017605971,Snacks & Beverages,Tantalizers,9.08252,7.4679
1136370118,African Food,Park 24 Restaurant,9.10814,7.42243
1113315952,African Food,Mama's Kitchen,9.00276,7.5724
1083947376,Burgers,Burger Lounge,9.08698,7.49758
1017594851,Snacks & Beverages,Tantalizers,9.0609,7.4691
1113283964,International Food,Chester Fries,9.1442,7.32351
1048166170,African Food,Dunes Restaurant,9.08424,7.48519
1083947378,African Food,Indomine Kitchen,9.08694,7.49752
1136370664,African Food,Pizzarama Takeaway,9.08396,7.47019
1203118259,International Food,Dreams Restaurant,9.07283,7.46821
1136368339,African Food,Pizza Paradise,9.07251,7.47482
1136369281,African Food,Exclusive Cafe,9.07753,7.48758
1083948900,Chicken,Southern Fried Chicken,9.04299,7.50168
1113321370,International Food,The Flashing Pan Restaurant,9.0312,7.48153
1048166168,African Food,Dunes Continental,9.08424,7.4852
1203126162,International Food,Pinocchio Restaurant,9.08253,7.46791
1147085975,International Food,Bennyrose Restaurant,9.07323,7.47063
1113315942,African Food,Mama Ima Kitchen,8.99841,7.57109
1048167397,African Food,Drumstix,9.08212,7.46702
1048165424,African Food,Cubana Restaurant,9.07731,7.47851
1017606529,Snacks & Beverages,Savannah Chum-Chum,9.05287,7.4675
1136370575,African Food,Anti Ajobi Restaurant,9.09492,7.416
1017604022,International Food,Albasha Restaurant,9.07498,7.49972
1048167326,Snacks & Beverages,Mr Bigg's,9.06692,7.44422
1048167332,African Food,Emmy Kitchen Restaurant & Bar,9.0741,7.44945
1141804232,Burgers,Mr Biggs,8.98391,7.37212
1203121768,International Food,Big Mama's Kitchen,9.06286,7.47538
1096543054,African Food,County Restaurant,9.1175,7.40769
1048159742,African Food,Kafeteria,9.0891,7.4938
1096546119,African Food,Food Planet Global Link,9.01142,7.47287
1048168970,African Food,Southern Fried Chicken,9.07021,7.48813
1083949556,African Food,Feast N Fiesta Restaurant,9.04266,7.50283
1096548218,African Food,Gwarinpa Kitchen,9.0986,7.40996
1141809353,African Food,Exotic Kitchen,9.00783,7.45821
1141809352,African Food,Adult Dose Kitchen,9.008,7.45835
1048160883,International Food,Golden Dishes Restaurant,9.02933,7.49338
1137271449,African Food,Crystal Place Restaurant & Bar,9.06598,7.39553
1137271930,African Food,Newton Chops Chinese Restaurant,9.06768,7.40342
1017597920,Snacks & Beverages,Kings Inn,9.07245,7.49191
1017597614,Snacks & Beverages,Mr Bigg's,9.02311,7.488
1113314717,African Food,Peppersoup Restaurant,8.98567,7.36264
1048162435,African Food,Ceaser's Fast Food,9.08028,7.48273
1141797178,African Food,MC Douglas Food and Garden,9.0282,7.58198
1141797017,African Food,Oceanic Bakery,9.07134,7.48546
1141797071,African Food,Cherry Plus Pastery and Bakery,9.06511,7.47916
1141796992,African Food,Avatar,9.07365,7.47572
1141887199,African Food,O'Neals,9.07814,7.47909
1141887247,African Food,Shekinah Cakes N Crafts,9.13748,7.35004
1141887186,Japanese Food,Yahuza Suya Spot,9.06357,7.48883
1141788298,African Food,Marvera Kitchen Krafts,9.1359,7.35956
1141803100,Chinese Food,Chinese Express,9.08333,7.46919
1017591174,Chinese Food,The Great Wall,9.09201,7.49998
1141795706,African Food,Ugo West Bar,9.01502,7.56548
1141817794,Snacks & Beverages,De Appetizer Fast-Food,8.98662,7.36866
1141817805,African Food,African Kitchen Restaurant,8.88913,7.22753
1136369037,African Food,The Wellness Place,9.07917,7.48667
1136369026,African Food,Mama's Cafe,9.08084,7.39977
1141788487,Snacks & Beverages,C F R-Ceser Fastfood and Restaurant,9.08042,7.48267
1142403104,African Food,Blessing Food,9.02159,7.46998
1096548602,African Food,Rice Etcetera Restaurant,9.06971,7.48244
1096548790,International Food,Ketchup Cafe,9.07964,7.46316
1017592044,Snacks & Beverages,Tantalizers,9.01799,7.49017
1141801988,African Food,African Food Restaurant,8.93431,7.5505
1141794232,African Food,Mr Bigg's Kubwa,9.15047,7.32343
1048161359,African Food,McDowals,9.09113,7.49689
1048158539,International Food,Biobak Kitchen Restaurant,9.03261,7.49744
1017599754,African Food,O'Neals Restaurant,9.07849,7.48005
1141809274,African Food,Double T Restaurant,8.88287,7.23034
1141804237,African Food,Munchino Restaurant,8.99031,7.36359
1203126173,International Food,Emmy Restaurant,9.07412,7.44939
1048163609,African Food,Mama Cass,9.02353,7.4888
1096543604,Ice Cream,Hatlab Ice Cream,9.0722,7.48941
1136370273,African Food,Mr Biggs,9.01175,7.27388
1136370186,African Food,Kalamarie Restaurant,9.06905,7.47922
1113285049,International Food,Sawadee Oriental Cuisine,9.0803,7.47818
1113322636,African Food,Diznos Restaurant,9.02374,7.4873
1203121701,International Food,Stta's Place,9.02288,7.48911
1203121775,International Food,Num Nums Restaurant,9.07662,7.49994
1083949376,African Food,Prelude Resort & Restaurant,9.04286,7.497
1048166721,African Food,Tetrazzini,9.07123,7.48578
1048166670,International Food,Assorted Park Restaurant Utako,9.06571,7.43656
1048164627,International Food,Sam's Valley Restaurant,9.04752,7.51104
1048164645,International Food,Rose's Restaurant,9.03981,7.50202
1096549342,Snacks & Beverages,Dona Kabab Restaurant,9.07816,7.41426
1048157881,Snacks & Beverages,Mr Bigg's,9.05163,7.52604
1083949185,African Food,Tripple F Foods,9.11704,7.40493
1017595467,International Food,Dreams,9.03968,7.49236
1017595992,African Food,Mama Cass,9.07541,7.46445
1141828770,African Food,Bubbles Royal Restaurant,8.94326,7.54903
1141827305,Snacks & Beverages,Madam Kizo,9.06991,7.44363
1141827094,International Food,Zanzibar Restaurant,9.04502,7.52666
1048164644,Chinese Food,Ibiza Bar,9.03994,7.50211
1096549571,African Food,Savannah Chum Chum,9.01689,7.47766
1096547066,African Food,Sugarland Restaurant,9.03814,7.50172
1141794845,African Food,Spicy Treat and Beverages,9.11009,7.40424
1141885181,African Food,Villa Park Restaurant,8.99362,7.42514
1141882629,African Food,100 Percent Restaurant and Bar,8.95668,7.55088
1141822825,African Food,Tantalizers,9.02776,7.58336
1142409071,Snacks & Beverages,Mena Garden,9.06356,7.41473
1142409269,African Food,Safara Foods & Confectionaries,9.06227,7.49483
1048159103,International Food,Assorted Restaurant,9.07632,7.47266
1048158662,African Food,Yahuza Suya Spot,9.07302,7.47666
1141789947,African Food,Atms Kitchen,9.09152,7.41156
1017594454,International Food,Sel Sucre,9.05166,7.46621
1048168724,Snacks & Beverages,Mr Bigg's,9.06474,7.47972
1141831222,African Food,Emperor Chop Stick Cuisine,9.0803,7.46642
1017597434,Snacks & Beverages,MC Dowals,9.06403,7.48059
1141805029,African Food,African Kitchen and Restaurant,9.03179,7.47306
1141875300,African Food,Be Kind Nigeria Restaurant and Bar,9.09144,7.31647
1141832974,African Food,Vinilla Factory,9.0793,7.5082
1048157311,International Food,Les Creoles Restaurant,9.03503,7.49816
1115185055,African Food,Chicken Republic,9.02782,7.57987
1115185057,Snacks & Beverages,Tantalizers,9.02814,7.58164
