,race,age,gender,height
277,white,minor,female,4.535770782760696
278,white,minor,female,4.832068044882776
279,white,minor,female,4.857560555204663
280,white,minor,female,8.119762050272447
281,white,minor,female,5.287772722113609
282,white,minor,female,4.568819850801179
283,white,minor,female,6.139995910377368
284,white,minor,female,7.0431906906667265
285,white,minor,female,3.1891256655020745
286,white,minor,female,5.866504485042043
287,white,minor,female,5.251249737886173
288,white,minor,female,4.4662654938361435
289,white,minor,female,4.69915917443696
290,white,minor,female,4.432301002028001
291,white,minor,female,6.997162574992191
292,white,minor,female,4.673307078147159
293,white,minor,female,6.885351639890184
294,white,minor,female,4.785588440303551
295,white,minor,female,4.866454877698957
296,white,minor,female,4.9892460990367455
297,white,minor,female,5.001964110300647
298,white,minor,female,5.012500749780287
299,white,minor,female,5.3208495912269695
300,white,adult,male,6.5498749280378314
301,white,adult,male,4.628700445228557
302,white,adult,male,3.66910630738352
303,white,adult,male,5.211447426922986
304,white,adult,male,4.729444789710088
305,white,adult,male,5.082598344659066
306,white,adult,male,5.249189404626388
307,white,adult,male,5.006533569248752
308,white,adult,male,5.839087705877505
309,white,adult,male,6.749287481587573
310,white,adult,male,5.682792769820485
311,white,adult,male,6.096110119595029
312,white,adult,male,6.778126207397393
313,white,adult,male,3.573906369570692
314,white,adult,male,5.717138814512167
315,white,adult,male,3.9744702773493943
316,white,adult,male,4.63168375512138
317,white,adult,male,5.920333655179825
318,white,adult,male,5.622360158436157
319,white,adult,male,5.609820978412847
320,white,adult,male,8.164145212996825
321,white,adult,male,5.057335504580984
322,white,adult,male,6.592757020808717
323,white,adult,male,7.272546772230721
324,white,adult,male,5.637250571232773
325,white,adult,male,6.144224647799199
326,white,adult,male,6.025397255382547
327,white,adult,male,6.502812965927837
328,white,adult,male,8.506971696977274
329,white,adult,male,6.506023555871761
330,white,adult,male,5.964983519081692
331,white,adult,male,2.889051901346613
332,white,adult,male,5.9481784835338525
333,white,adult,male,5.8355667593861265
334,white,adult,male,5.099495991555454
335,white,adult,male,6.269582559518992
336,white,adult,male,4.727775714749284
337,white,adult,male,5.015443732661085
338,white,adult,male,6.163306643539093
339,white,adult,male,4.520484722009035
340,white,adult,male,4.959256386724351
341,white,adult,male,4.050727230063291
342,white,adult,male,7.791626090812959
343,white,adult,male,5.323660381205011
344,white,adult,male,6.8672039995979
345,white,adult,male,5.015836573178288
346,white,adult,male,8.19501645762151
347,white,adult,male,6.508581022578593
348,white,adult,male,4.895558815943518
349,white,adult,male,6.359583200236609
350,white,adult,male,7.136920605080547
351,white,adult,male,5.608108256730904
352,white,adult,male,6.056630783904141
353,white,adult,male,6.265494928541541
354,white,adult,male,6.918257955193871
355,white,adult,male,7.381426279616393
356,white,adult,male,5.151799342646987
357,white,adult,male,6.23099862969273
358,white,adult,male,6.76740016457153
359,white,adult,male,4.907820400852583
360,white,adult,male,7.25906805638725
361,white,adult,male,6.684747406865382
362,white,adult,male,6.84047047019854
363,white,adult,male,4.385798039185904
364,white,adult,male,5.245025500077379
365,white,adult,male,4.837563673531125
366,white,adult,male,6.845384488491599
367,white,adult,male,5.0011658743827505
368,white,adult,male,5.745538845549665
369,white,adult,male,6.448539821262671
370,white,adult,male,7.030557210519781
371,white,adult,male,4.434820214726551
372,white,adult,male,5.2762634481198445
373,white,adult,male,7.423333276036925
374,white,adult,male,5.839089970265659
375,white,adult,male,5.854177099465596
376,white,adult,male,7.1649556917581805
377,white,adult,male,6.6876837802180855
378,white,adult,male,7.357070920880618
379,white,adult,male,6.416724709824069
380,white,adult,male,7.569403059267376
381,white,adult,male,5.389242600605277
382,white,adult,male,6.051088686913125
383,white,adult,male,6.558318126660373
384,white,adult,male,6.490822468783138
385,white,adult,male,4.863012398193597
386,white,adult,male,6.169511750082262
387,white,adult,male,5.990514886144342
388,white,adult,male,6.60104970982346
389,white,adult,male,6.802833891560436
390,white,adult,male,5.176005600073202
391,white,adult,male,3.3772977253066268
392,white,adult,male,7.262672183823842
393,white,adult,male,7.125426498438234
394,white,adult,male,5.9969182771715595
395,white,adult,male,6.469349697648804
396,white,adult,male,7.0354324950646125
397,white,adult,male,4.930093146665283
398,white,adult,male,4.602724002608959
399,white,adult,male,5.79155863042134
400,white,adult,male,3.851901282286877
401,white,adult,male,6.274009307039781
402,white,adult,male,5.629752338950428
403,white,adult,male,4.27585980450551
404,white,adult,male,7.6124603707263665
405,white,adult,male,4.860493994375191
406,white,adult,male,6.343738927389213
407,white,adult,male,6.290258702097777
408,white,adult,male,5.95942134595712
409,white,adult,male,4.748061207561644
410,white,adult,male,5.8903284071560815
411,white,adult,male,5.973868397956049
412,white,adult,male,4.633713334473854
413,white,adult,male,6.418681629400575
414,white,adult,male,4.718994703101189
415,white,adult,male,4.279654157531441
416,white,adult,male,8.064191501137861
417,white,adult,male,5.6019315469000075
418,white,adult,male,7.374134245998393
419,white,adult,male,4.417982195635672
420,white,adult,male,6.9436697559411
421,white,adult,male,6.2287133978777325
422,white,adult,male,4.867484778546669
423,white,adult,male,4.772020007851843
424,white,adult,male,5.7508638849454545
425,white,adult,male,5.09954313540697
426,white,adult,male,6.575968939175737
427,white,adult,male,6.4842099658702015
428,white,adult,male,6.033347339540923
429,white,adult,male,6.690874234460358
430,white,adult,male,6.833942411696512
431,white,adult,male,5.2844427316808655
432,white,adult,male,6.93611898618987
433,white,adult,male,6.663257136899626
434,white,adult,male,6.418876061989892
435,white,adult,male,6.126362148747274
436,white,adult,male,5.745666439559658
437,white,adult,male,4.224258373482423
438,white,adult,male,5.6132903458437795
439,white,adult,male,8.042839045861218
440,white,adult,male,5.073617796421133
441,white,adult,male,6.796908774070497
442,white,adult,male,5.682533577722319
443,white,adult,male,6.554275171395715
444,white,adult,male,6.1802980618635015
445,white,adult,male,6.3531209252468095
446,white,adult,male,5.9603291804393566
447,white,adult,male,4.978278267406404
448,white,adult,male,7.705240250975219
449,white,adult,male,6.259682668512087
450,white,adult,male,6.422424573063803
451,white,adult,male,5.107176404476798
452,white,adult,male,5.169859075384083
453,white,adult,male,4.363495052090815
454,white,adult,male,4.260849586202803
455,white,adult,male,5.598144544121632
456,white,adult,male,5.034269998154935
457,white,adult,male,7.738929512604049
458,white,adult,male,7.9173571120778075
459,white,adult,male,6.639953072750711
460,white,adult,male,5.735768444549833
461,white,adult,male,5.434323092470798
462,white,adult,male,4.945919468544238
463,white,adult,male,6.94546577596946
464,white,adult,male,6.19950215574893
465,white,adult,male,3.290907419066122
466,white,adult,male,7.011375117943909
467,white,adult,male,6.643187176995963
468,white,adult,male,6.57021732055061
469,white,adult,male,7.420637484324702
470,white,adult,male,7.190546188714999
471,white,adult,male,6.144824947381647
472,white,adult,male,4.055606080536751
473,white,adult,male,6.529870808641028
474,white,adult,male,7.127890557514428
475,white,adult,male,7.458655210341861
476,white,adult,male,4.781476112825537
477,white,adult,male,6.149906024765087
478,white,adult,male,6.537788441099932
479,white,adult,male,5.750593526704453
480,white,adult,male,4.839475666663798
481,white,adult,male,6.9891403457676295
482,white,adult,male,5.700126790539288
483,white,adult,male,6.095473071130268
484,white,adult,male,6.159344626397286
485,white,adult,male,7.5801052147760375
486,white,adult,male,5.788142307580717
487,white,adult,male,5.240397874318169
488,white,adult,male,6.063038757293401
489,white,adult,male,6.908202904576932
490,white,adult,male,6.175594319866813
491,white,adult,male,5.779591623284745
492,white,adult,male,6.392164162944538
493,white,adult,male,6.147126630023018
494,white,adult,male,4.407011510607895
495,white,adult,male,4.83397490110432
496,white,adult,male,4.720188062674151
497,white,adult,male,6.330418887079969
498,white,adult,male,6.028369631868105
499,white,adult,male,6.7187146378548785
500,white,adult,male,4.857786261461867
501,white,adult,male,6.479611655006185
502,white,adult,male,6.262945974149197
503,white,adult,male,6.14899432652542
504,white,adult,male,6.055961235183436
505,white,adult,male,4.893314094514116
506,white,adult,male,5.4379798861409565
507,white,adult,male,7.836472862695737
508,white,adult,male,5.37147314057317
509,white,adult,male,6.336938945326711
510,white,adult,male,6.435963749288862
511,white,adult,male,5.869553285200561
512,white,adult,male,5.4235263302867285
513,white,adult,male,4.041987167767492
514,white,adult,male,5.414433273352537
515,white,adult,male,5.693062397517049
516,white,adult,male,5.498450188013387
517,white,adult,male,6.979784965855799
518,white,adult,male,5.38788887074284
519,white,adult,male,4.7932051333650865
520,white,adult,male,6.286380248125638
521,white,adult,male,5.922765108711113
522,white,adult,male,6.213602322901787
523,white,adult,male,7.524838166811146
524,white,adult,male,4.574415448029567
525,white,adult,male,5.0117123516921716
526,white,adult,male,4.7077413257526395
527,white,adult,male,5.844448697538632
528,white,adult,male,4.128151232138232
529,white,adult,male,6.143880944379676
530,white,adult,male,6.550944265504023
531,white,adult,male,5.003854960726922
532,white,adult,male,5.829475696473498
533,white,adult,male,5.322972937107678
534,white,adult,male,4.870451257681804
535,white,adult,male,4.948180112892581
536,white,adult,male,3.4952497864060863
537,white,adult,male,4.982078814756715
538,white,adult,male,7.571829792472959
539,white,adult,male,6.170719106069844
540,white,adult,male,6.6059306403233675
541,white,adult,male,5.940146539869521
542,white,adult,male,5.6068344232412235
543,white,adult,male,6.361660919056004
544,white,adult,male,5.509953088186493
545,white,adult,male,5.364909695568154
546,white,adult,male,5.537232429543103
547,white,adult,male,7.6088278486063246
548,white,adult,male,5.791394226013675
549,white,adult,male,7.441334272828589
550,white,adult,male,4.809871302647393
551,white,adult,male,7.029815957418857
552,white,adult,male,6.29897461510967
553,white,adult,male,6.173754857974861
554,white,adult,male,6.363210862203719
555,white,adult,male,5.747033929297995
556,white,adult,male,5.456220638754089
557,white,adult,male,4.582489760940492
558,white,adult,male,7.193372406716247
559,white,adult,male,5.275850271225522
560,white,adult,male,5.308797856727386
561,white,adult,male,4.99724467497285
562,white,adult,male,6.976360670136065
563,white,adult,male,7.370812293127628
564,white,adult,male,5.327376007169334
565,white,adult,male,5.822295919004227
566,white,adult,male,4.324445115062754
567,white,adult,male,5.8741543299356795
568,white,adult,male,6.137054768740497
569,white,adult,male,6.290373882192452
570,white,adult,male,5.7015345683555765
571,white,adult,male,5.805945432722468
572,white,adult,male,7.875085613183316
573,white,adult,male,4.0456826266914145
574,white,adult,male,6.308134333005223
575,white,adult,male,5.947983352410753
576,white,adult,male,5.015696969639333
577,white,adult,male,6.289738640907503
578,white,adult,male,5.37405141644321
579,white,adult,male,4.847819338645246
580,white,adult,male,6.058903083631564
581,white,adult,male,5.690519323781061
582,white,adult,male,5.634010889516058
583,white,adult,male,4.202525976354234
584,white,adult,male,7.6466136203567485
585,white,adult,male,6.351168356307779
586,white,adult,male,6.2008051725552855
587,white,adult,male,5.213582008975509
588,white,adult,male,5.972199754222003
589,white,adult,male,4.5132595093507
590,white,adult,male,5.541262510105954
591,white,adult,male,5.428821724874656
592,white,adult,male,6.270299360159614
593,white,adult,male,6.6446171771081595
594,white,adult,male,6.152647068346031
595,white,adult,male,5.468464813977241
596,white,adult,male,4.6122980301754755
597,white,adult,male,5.81142686231187
598,white,adult,male,6.338336663950013
599,white,adult,male,6.5834001914878995
600,white,adult,female,4.453789503082276
601,white,adult,female,5.024875509926274
602,white,adult,female,4.584943772000781
603,white,adult,female,5.708397331680871
604,white,adult,female,5.482268035291231
605,white,adult,female,5.7990703326363064
606,white,adult,female,4.604381995257461
607,white,adult,female,5.717387041659884
608,white,adult,female,7.412950239309445
609,white,adult,female,5.635909731672261
610,white,adult,female,6.583686160259142
611,white,adult,female,6.114933629650627
612,white,adult,female,5.916771550982109
613,white,adult,female,5.633455640137992
614,white,adult,female,5.7630096433274325
615,white,adult,female,3.7429054312792456
616,white,adult,female,5.630367616933153
617,white,adult,female,6.97805952922131
618,white,adult,female,7.389718235353991
619,white,adult,female,4.253807463441697
620,white,adult,female,3.609763806065879
621,white,adult,female,4.543808374349971
622,white,adult,female,6.540245615662424
623,white,adult,female,6.10254999867701
624,white,adult,female,5.382110553725145
625,white,adult,female,4.759022555392017
626,white,adult,female,2.389201765492078
627,white,adult,female,4.833917061783784
628,white,adult,female,6.468129332781504
629,white,adult,female,7.394128530451497
630,white,adult,female,4.9474574795510415
631,white,adult,female,4.634317135400948
632,white,adult,female,7.787323139445796
633,white,adult,female,6.3209124565527866
634,white,adult,female,5.478112100073636
635,white,adult,female,3.686054122231921
636,white,adult,female,7.620397856265088
637,white,adult,female,6.483879719219075
638,white,adult,female,6.29419971806434
639,white,adult,female,5.217607954027747
640,white,adult,female,4.662409952215142
641,white,adult,female,4.5284425436892315
642,white,adult,female,6.577532829844228
643,white,adult,female,6.306811607761011
644,white,adult,female,5.718198356208715
645,white,adult,female,5.6672169350137125
646,white,adult,female,5.030881600050009
647,white,adult,female,6.7661855587940645
648,white,adult,female,6.3558328837169125
649,white,adult,female,6.546797342956493
650,white,adult,female,5.280194892194332
651,white,adult,female,6.285999176051883
652,white,adult,female,6.659399498152476
653,white,adult,female,5.621304049449682
654,white,adult,female,5.034627609847963
655,white,adult,female,5.8340765935379615
656,white,adult,female,5.603447891321625
657,white,adult,female,5.83249809979684
658,white,adult,female,5.592876273597346
659,white,adult,female,7.350054697044642
660,white,adult,female,6.737609896679033
661,white,adult,female,5.210640803211277
662,white,adult,female,5.068442721438063
663,white,adult,female,5.114834325777181
664,white,adult,female,5.810486105964206
665,white,adult,female,4.232522950222471
666,white,adult,female,5.995348980107309
667,white,adult,female,7.810007604131417
668,white,adult,female,6.193885754333018
669,white,adult,female,5.565172358956012
670,white,adult,female,6.014709086411143
671,white,adult,female,4.356702368200667
672,white,adult,female,5.783642538160014
673,white,adult,female,6.431999869336351
674,white,adult,female,6.437684990486159
675,white,adult,female,5.566194726230808
676,white,adult,female,5.744519309478109
677,white,adult,female,6.166184277659406
678,white,adult,female,4.380689631073441
679,white,adult,female,6.1904192843662775
680,white,adult,female,4.994038516263021
681,white,adult,female,6.00985177933348
682,white,adult,female,6.222147259292354
683,white,adult,female,5.274052199307681
684,white,adult,female,5.357959029908878
685,white,adult,female,6.910282568679205
686,white,adult,female,6.696565389625411
687,white,adult,female,6.942950487038511
688,white,adult,female,7.765631485276647
689,white,adult,female,5.342487718117811
690,white,adult,female,7.324270362145686
691,white,adult,female,5.740615181243007
692,white,adult,female,6.022894177301058
693,white,adult,female,3.6837862507270445
694,white,adult,female,6.775166763476918
695,white,adult,female,6.575871856429101
696,white,adult,female,6.197747392589509
697,white,adult,female,5.9219616234169035
698,white,adult,female,5.100506616976999
699,white,adult,female,3.243605553179412
700,white,adult,female,6.1036839285122335
701,white,adult,female,7.396870390357073
702,white,adult,female,5.505737432811271
703,white,adult,female,5.712354859892935
704,white,adult,female,5.1900620655980285
705,white,adult,female,7.082616204282565
706,white,adult,female,6.436465126586101
707,white,adult,female,3.9475119432189345
708,white,adult,female,5.507444466440806
709,white,adult,female,5.573875017734006
710,white,adult,female,5.923927340821976
711,white,adult,female,4.700610939883807
712,white,adult,female,4.901418436098645
713,white,adult,female,5.523792389068812
714,white,adult,female,6.631931221155264
715,white,adult,female,5.719877885073447
716,white,adult,female,7.059781384584474
717,white,adult,female,5.388592612934226
718,white,adult,female,6.091643170640075
719,white,adult,female,5.2480834031399555
720,white,adult,female,6.966038326045752
721,white,adult,female,3.978837311481092
722,white,adult,female,6.081987666923565
723,white,adult,female,6.475385289306325
724,white,adult,female,5.495012975356869
725,white,adult,female,5.695775365744535
726,white,adult,female,7.05720589678974
727,white,adult,female,6.239021424336211
728,white,adult,female,7.303114871138333
729,white,adult,female,6.518404656718818
730,white,adult,female,5.2547732996351195
731,white,adult,female,8.056108487977651
732,white,adult,female,5.155105325487135
733,white,adult,female,5.529501271808021
734,white,adult,female,5.173617379107273
735,white,adult,female,5.8310045667536095
736,white,adult,female,6.380427739841328
737,white,adult,female,6.956704683685047
738,white,adult,female,4.101397654642554
739,white,adult,female,5.664843955699215
740,white,adult,female,5.902393643002708
741,white,adult,female,4.890037246800741
742,white,adult,female,6.034767829832478
743,white,adult,female,5.230841817006879
744,white,adult,female,5.682728807821161
745,white,adult,female,5.2264264919912735
746,white,adult,female,6.144078676485042
747,white,adult,female,6.455565780605024
748,white,adult,female,8.56304900035628
749,white,adult,female,4.68545268518527
750,white,adult,female,4.811074806360593
751,white,adult,female,5.118675313820301
752,white,adult,female,5.0029225134931075
753,white,adult,female,4.905058967028049
754,white,adult,female,5.9191587286319285
755,white,adult,female,5.652840492517355
756,white,adult,female,5.660438507789622
757,white,adult,female,3.478779190779831
758,white,adult,female,5.151379340793629
759,white,adult,female,6.035904392581832
760,white,adult,female,6.576649705216226
761,white,adult,female,6.309305092542277
762,white,adult,female,5.737460089346239
763,white,adult,female,3.8707214923906954
764,white,adult,female,4.584002230269663
765,white,adult,female,5.534604443763044
766,white,adult,female,6.021860922621096
767,white,adult,female,6.015045350518898
768,white,adult,female,5.736541119322135
769,white,adult,female,5.159342190411978
770,white,adult,female,6.108626211929864
771,white,adult,female,5.807078550052815
772,white,adult,female,5.980015227950678
773,white,adult,female,5.86670605185472
774,white,adult,female,5.812178792367421
775,white,adult,female,6.519803257506538
776,white,adult,female,6.254221012979225
777,white,adult,female,5.980112802293888
778,white,adult,female,5.798305683964951
779,white,adult,female,5.327917023562805
780,white,adult,female,5.227442967909154
781,white,adult,female,6.033514235126877
782,white,adult,female,4.499884823347577
783,white,adult,female,7.584631685225982
784,white,adult,female,4.750430745678189
785,white,adult,female,5.394860355632466
786,white,adult,female,4.0909371340098994
787,white,adult,female,3.8139754636508028
788,white,adult,female,5.76464349818733
789,white,adult,female,6.111056551701855
790,white,adult,female,7.460131582512118
791,white,adult,female,7.170703328731859
792,white,adult,female,5.110524390681138
793,white,adult,female,5.271351126136959
794,white,adult,female,4.52865065274718
795,white,adult,female,5.11033974420645
796,white,adult,female,6.154358758484325
797,white,adult,female,5.570124395969812
798,white,adult,female,7.381921369045491
799,white,adult,female,4.945847711033145
800,other,minor,male,6.018826420418277
801,other,minor,male,6.31782838458548
802,other,minor,male,5.770260555939528
803,other,minor,male,5.278302685973113
804,other,minor,male,5.064390595213946
805,other,minor,male,5.891272385934611
806,other,minor,male,5.276713520782097
807,other,minor,male,5.193889930705092
808,other,minor,male,4.325513316668253
809,other,minor,male,4.142287014725634
810,other,minor,male,5.348776691448733
811,other,minor,male,4.373739247712786
812,other,minor,male,4.947091139361843
813,other,minor,male,4.860668992517288
814,other,minor,male,5.6649599619645
