POI_ID,CUISINE_TYPE,LAT,LON
1193012679,Deutsch,49.04662,8.3122
1193011328,Türkisch,48.97245,8.40878
1039243447,Italienisch,49.04718,8.39608
1039243132,International,49.00696,8.39127
1039212960,Imbiss,48.99937,8.47581
1039228270,Deutsch,49.01911,8.42795
1039210499,Türkisch,48.99864,8.39387
1193029285,Italienisch,49.00544,8.48413
800750586,Arabisch,49.00937,8.41054
57562808,Pizza,49.00929,8.39605
1193013391,Italienisch,49.02353,8.366
57561541,Steakhouse,48.94616,8.48027
800760087,Deutsch,49.01015,8.39777
51774689,Mexikanisch,49.03029,8.34035
800766088,Türkisch,49.00225,8.40455
1193024473,Deutsch,49.0087,8.42208
1193024706,Deutsch,49.04406,8.37407
800761070,Deutsch,49.00907,8.40538
1192925427,Deutsch,48.99735,8.41078
1193019262,Italienisch,49.00884,8.38963
1203176350,Italienisch,49.00964,8.4034
1193011585,Italienisch,49.00522,8.38179
1193012063,Italienisch,49.01178,8.39933
1193012096,Französisch,49.02731,8.40748
800766372,Italienisch,49.00816,8.40952
1164958476,Deutsch,48.98938,8.40538
1039243154,Spanisch,49.00077,8.47275
1164903342,Pizza,49.01001,8.39462
1039243167,Deutsch,49.00032,8.47287
1039212941,Deutsch,48.9981,8.4669
1193011479,Türkisch,49.00556,8.38155
1039240178,Griechisch,49.03191,8.38744
1039212953,Griechisch,48.99916,8.40689
57561540,Burger,49.01006,8.39442
1039243434,Pizza,49.02992,8.34076
50604141,Deutsch,48.99439,8.49369
1192311628,Deutsch,49.01042,8.39823
50603929,Französisch,49.05175,8.37769
1039243131,Italienisch,48.96894,8.40014
1039243152,Deutsch,49.00562,8.3722
1193028807,Italienisch,49.00475,8.41641
1039212963,Eis,48.99312,8.35392
1039210491,Spanisch,48.99924,8.47126
1192311615,Türkisch,49.01,8.40963
800764829,Chinesisch,49.00272,8.40562
57563181,Burger,48.99449,8.4016
1039212923,Arabisch,49.00656,8.40594
1192311739,Türkisch,49.00944,8.40744
1039240970,Deutsch,49.00828,8.3728
1193021793,Italienisch,48.98935,8.45729
1164819836,Deutsch,49.01043,8.38473
50613047,Italienisch,49.00875,8.3999
1039243420,Italienisch,48.99247,8.44178
1193145827,International,49.00301,8.40192
1137762785,Deutsch,49.03653,8.34963
1193028891,Französisch,49.00795,8.38108
1143809686,International,49.01001,8.39461
1193032992,Türkisch,49.0101,8.39328
1193033299,Deutsch,49.03562,8.33027
1164958750,Deutsch,49.00966,8.38636
1193037811,Italienisch,48.95293,8.51
1193944814,Eis,49.00896,8.42366
1193809863,Arabisch,49.00875,8.4179
1161449916,Fisch,49.00564,8.40332
1193021278,Italienisch,49.01249,8.35706
1193016363,Italienisch,49.00631,8.38176
800761878,Griechisch,49.00403,8.4064
1039243153,Deutsch,48.97777,8.39603
57568607,Deutsch,48.9759,8.37378
57561537,Fisch,49.00957,8.40461
51774690,Afrikanisch,49.01097,8.39731
50604284,Italienisch,49.01459,8.36024
1039210468,Österreichisch,49.00954,8.40508
1178082138,International,48.99419,8.39841
1039246688,Griechisch,49.00437,8.38495
800758758,Chinesisch,49.00557,8.41055
50603616,Italienisch,49.00862,8.37521
1193011709,Türkisch,49.01016,8.39213
51773931,Italienisch,49.03231,8.38826
1039243408,Deutsch,49.00718,8.49544
1193011129,Italienisch,48.98877,8.37706
1192311698,Sandwich,49.01015,8.39778
1039210459,Deutsch,49.00763,8.39337
1039243141,Pizza,49.00752,8.38921
1039210485,Türkisch,49.00884,8.3919
1193011166,Indisch,49.00729,8.38489
1039210469,Eis,49.0095,8.40511
1039212930,Griechisch,49.00279,8.32112
1193012433,Deutsch,49.00752,8.4189
1039243183,Italienisch,49.04786,8.39273
1039212929,Italienisch,48.99839,8.4043
57568242,Deutsch,49.00308,8.40193
1135083805,Burger,49.00884,8.39736
1193011980,Italienisch,49.00106,8.39417
1193011225,Italienisch,48.9696,8.40394
1148921127,Deutsch,49.01874,8.40195
1039243174,Italienisch,48.94431,8.47928
1192310659,Deutsch,49.00938,8.40909
57563898,Burger,49.02829,8.35829
1193021848,Italienisch,48.96808,8.41163
51774684,Chinesisch,49.04393,8.39349
50603678,Deutsch,49.00022,8.39585
1039257740,Griechisch,49.03137,8.37228
1164903088,Deutsch,49.00765,8.40763
1202795663,Sushi,49.00343,8.42289
1164810575,Amerikanisch,48.99523,8.45038
1039246678,Deutsch,49.00823,8.36787
800759356,Italienisch,49.0093,8.39893
1039257739,Deutsch,49.03906,8.33529
1202645551,Thailändisch,49.02037,8.47763
1039243144,Pizza,48.99472,8.3939
1148921787,Deutsch,49.01042,8.39823
1039243430,Griechisch,49.00012,8.47965
1039243422,International,49.00795,8.31776
1193011190,Italienisch,48.99155,8.38905
50604137,International,49.00012,8.40321
1039243404,Griechisch,49.02561,8.36094
1039243397,Indisch,49.00031,8.47995
1039210475,Südostasiatisch,49.00945,8.40652
1193011353,Italienisch,48.99633,8.40844
1039210474,Pizza,49.01076,8.35591
1039210458,Eis,49.0094,8.4077
1039243410,Deutsch,48.99519,8.35236
57562999,Burger,49.01447,8.35174
1193011563,Italienisch,49.01249,8.35706
1039212954,Italienisch,49.04509,8.38122
1193011778,Italienisch,49.00915,8.41236
1148908266,Spanisch,49.0088,8.40407
1039243164,Griechisch,49.00107,8.41312
1193011683,Italienisch,49.0113,8.36076
1193011991,Italienisch,49.01082,8.42356
1193012136,Italienisch,49.00578,8.40339
1011013122,Deutsch,48.95415,8.50851
1193033703,Deutsch,49.00549,8.38321
1193852517,Deutsch,48.95655,8.4701
1193012213,Türkisch,49.01396,8.43092
1193011433,Italienisch,49.00439,8.38397
1148908854,Deutsch,49.0031,8.35591
800766758,Thailändisch,49.00819,8.38957
1031175682,Burger,48.99772,8.34713
1149443590,International,49.00566,8.41024
800764690,Osteuropäisch,49.00419,8.39783
1164819837,Burger,49.01001,8.39462
1193145874,Italienisch,49.00897,8.39592
1139003309,Italienisch,49.04236,8.36632
1193018664,Italienisch,49.03799,8.43783
1193018635,Italienisch,49.00089,8.40572
1031795144,Indisch,49.01677,8.36119
1161795126,International,49.00153,8.36663
1148922679,Italienisch,49.00896,8.36783
57561544,Afrikanisch,48.99935,8.39391
800765870,Italienisch,49.0089,8.39565
1148921786,Italienisch,49.00111,8.39083
1039240966,Türkisch,48.99439,8.3959
1137449870,Thailändisch,49.01064,8.40138
50613043,International,49.01094,8.37169
1193020174,Pizza,48.99312,8.46178
1193021838,Italienisch,49.0012,8.47031
1135003463,Thailändisch,49.01629,8.35038
1137721111,Italienisch,48.99739,8.46442
1039165984,Italienisch,49.02613,8.45288
1039165971,Türkisch,49.0024,8.40328
1039165689,Thailändisch,49.00831,8.4212
1202288692,Deutsch,49.00163,8.38309
1193011622,Italienisch,49.00748,8.39312
1193011741,Pizza,49.01146,8.36527
1193011721,Pizza,49.02262,8.3738
50603940,Italienisch,48.9917,8.39261
1193456194,Deutsch,48.98111,8.40632
1039210489,Eis,49.00992,8.39726
1039210490,Französisch,49.00198,8.39418
800759723,Deutsch,49.00826,8.40292
800761204,Japanisch,49.01042,8.39823
1039880841,International,49.00946,8.42244
1039880856,Kontinental,49.00835,8.42006
1039880702,Deutsch,49.0133,8.40265
1039880700,Deutsch,48.99664,8.48514
1039880703,Deutsch,49.0073,8.41403
1039880699,International,49.00888,8.39835
1132549227,Italienisch,48.99829,8.46386
1178604480,Griechisch,49.03762,8.43741
800758730,Deutsch,49.00124,8.39744
800758882,Türkisch,49.00939,8.40881
800759072,Sushi,49.00721,8.40265
800764452,Italienisch,49.00454,8.40325
57563040,International,49.00269,8.39381
1039237014,Pizza,48.99867,8.47113
1039243427,Italienisch,49.00515,8.32811
1039243423,Deutsch,48.99405,8.36314
1039243160,Griechisch,48.95245,8.51771
1192311529,Sandwich,48.9945,8.40032
1193011247,Italienisch,48.99876,8.41066
1192311340,Burger,49.01022,8.39789
1039243155,Deutsch,49.01031,8.42337
1193012346,Italienisch,49.01072,8.39355
51773563,Deutsch,49.03143,8.3392
1193033995,Italienisch,49.01313,8.35574
51774687,Türkisch,49.01012,8.39296
51774598,Deutsch,49.02902,8.4568
50603831,Deutsch,49.00787,8.40373
1148922680,Deutsch,49.00184,8.39355
1166095381,Türkisch,49.0075,8.49617
1039243182,Deutsch,49.00661,8.38169
1039243163,Italienisch,48.98551,8.40417
1039243443,Indisch,48.9857,8.39281
1011014060,Deutsch,49.01253,8.42645
1039243159,Deutsch,49.0093,8.37489
1039243130,Deutsch,48.96915,8.42344
1192311213,Burger,49.01022,8.39789
1039243172,Türkisch,49.0115,8.36296
1193012410,Italienisch,49.01127,8.39652
1039243405,Griechisch,48.99612,8.39158
1039243140,Deutsch,48.9743,8.45353
1039243432,Deutsch,49.03326,8.33705
1039243158,Indisch,49.01326,8.3746
1011013896,Deutsch,48.9723,8.40328
1202329248,Deutsch,49.00235,8.38232
1193852522,Italienisch,48.99867,8.45488
1193852522,Italienisch,48.99867,8.45488
1178082131,Italienisch,49.03347,8.33777
1193012303,Italienisch,49.00016,8.40822
1193015024,Pizza,49.01127,8.35718
800763380,Italienisch,49.00828,8.39659
800753381,Italienisch,49.0099,8.38978
57540925,Italienisch,49.00165,8.39247
57540958,Huhn,49.01086,8.37495
1039228303,Deutsch,49.03301,8.39147
1193104529,Italienisch,49.02499,8.35672
1193011204,Italienisch,48.9857,8.39281
51773558,Deutsch,48.99507,8.40195
1192312049,Deutsch,48.9936,8.36257
1039212938,Arabisch,49.00546,8.34104
1039212939,Deutsch,49.00648,8.32796
1039212952,Pizza,48.99914,8.40604
50603754,Deutsch,49.00845,8.43009
1039243137,Deutsch,49.04437,8.3831
1039243398,Imbiss,49.01609,8.36228
1039243401,Deutsch,49.00095,8.35161
1039243135,Deutsch,49.02377,8.39828
1039243147,Deutsch,48.95579,8.47928
1039243139,Deutsch,49.00879,8.37608
800763712,Indisch,48.9985,8.40382
1193025364,Italienisch,49.00568,8.40673
800763967,Chinesisch,49.01097,8.39574
