POI_ID,POI_TYPE,LAT,LON
1178850841,Medizinischer Service,49.00292,8.33605
1070075895,Nahverkehrsbahnhof,49.01685,8.35277
50611746,Sportzentrum,49.05082,8.38555
1165601470,Sportzentrum,48.95273,8.47857
1058702274,Medizinischer Service,49.01147,8.35723
1137617935,Autoreparatur,48.9937,8.37216
1039165689,Restaurant,49.00831,8.4212
800765870,Restaurant,49.0089,8.39565
1178851948,Medizinischer Service,49.0112,8.36135
1039892866,Schule,49.00729,8.40607
1017890124,Geldautomat,48.99982,8.47616
1178851694,Medizinischer Service,49.01491,8.37513
1148753242,Autoreparatur,48.99396,8.44909
1193011225,Restaurant,48.9696,8.40394
1039243166,Nachtleben,49.00795,8.38958
801780844,Apotheke,49.03094,8.33972
1058556701,Medizinischer Service,49.01208,8.35919
1206641022,Elektrofachmarkt,49.00869,8.41822
1005162389,Schule,48.98839,8.37868
1176630037,Parkplatz,49.01103,8.39791
1005221194,Schule,48.99135,8.4574
801780830,Apotheke,49.0476,8.37989
1137439476,Geldautomat,49.00701,8.40376
1164825533,Postamt,48.95404,8.51062
1137721111,Restaurant,48.99739,8.46442
1174487442,fahrradleihstation,49.00331,8.386
1039243405,Restaurant,48.99612,8.39158
1193011204,Restaurant,48.9857,8.39281
1017621226,Gerichtsgebäude,49.00673,8.39582
50614504,Tankstelle,49.0018,8.48207
1017890524,Bank,49.01738,8.44337
1193011571,Restaurant,49.01118,8.39965
1178852906,Medizinischer Service,49.04938,8.39313
1178879796,Medizinischer Service,48.99916,8.47324
1070132239,Nahverkehrsbahnhof,48.99223,8.40165
50603831,Restaurant,49.00787,8.40373
800756235,Buchhandlung,49.00909,8.41027
1193012410,Restaurant,49.01127,8.39652
1058326211,Restaurant,49.00951,8.40491
57569325,Postamt,48.99515,8.40388
57565728,Tankstelle,49.03799,8.39415
1137449870,Restaurant,49.01064,8.40138
800749380,Restaurant,49.00925,8.39504
50605752,Hotel,49.01297,8.39321
57561520,Nachtleben,49.00914,8.39104
1115829589,Geldautomat,49.02038,8.44106
1011026956,Industriegebiet,49.05829,8.38331
1131716909,Erholungsgebiet,49.01699,8.36043
1206619146,Schule,49.00875,8.4179
800753225,Restaurant,49.01002,8.3955
1178879812,Medizinischer Service,49.00629,8.49672
1058556683,Medizinischer Service,49.0068,8.37626
1178852560,Medizinischer Service,48.99914,8.39393
1039782032,Supermarkt,49.00941,8.4277
898519414,Schule,49.03258,8.43946
1039814533,Baumarkt,49.01795,8.35525
1132245303,Möbel- und Einrichtungshaus,49.02032,8.46067
1131724550,Erholungsgebiet,49.0038,8.31983
800766282,Buchhandlung,49.00853,8.39791
1039880448,Polizeistation,48.98447,8.36281
1135445667,Autohändler,48.99652,8.44542
1103746351,Buchhandlung,49.01001,8.39462
1108694987,Fachgeschäft,49.01129,8.3567
1131731034,Erholungsgebiet,49.00791,8.4009
1174481992,fahrradleihstation,48.97126,8.40478
1058556706,Medizinischer Service,49.00997,8.39666
1135083805,Restaurant,49.00884,8.39736
1131735461,Erholungsgebiet,48.99763,8.39334
1126224727,Rathaus / Stadtverwaltung,48.95781,8.46671
1108705502,Fachgeschäft,48.99589,8.40533
898516215,Schule,48.97556,8.41302
1178879815,Medizinischer Service,49.00752,8.5056
1070091403,Nahverkehrsbahnhof,49.0045,8.4413
800765565,Kaffeehaus,49.0096,8.40337
801780835,Apotheke,49.01014,8.42455
1039782033,Supermarkt,49.04614,8.3815
1039266237,Fachgeschäft,48.99989,8.39401
1113015365,Autoreparatur,49.01547,8.35091
1039816636,Andachtsort,48.98413,8.39794
1039210454,Nachtleben,49.01341,8.35908
1070085027,Nahverkehrsbahnhof,49.0504,8.38428
1039243172,Restaurant,49.0115,8.36296
50611170,Theater,49.00418,8.40595
1206619079,Medizinischer Service,49.00878,8.41775
1005222847,Schule,49.05191,8.37932
1110559608,Bank,49.002,8.39444
1039880698,Kaffeehaus,49.01035,8.40167
1132034917,Sportfachgeschäft,49.0305,8.3593
1058544172,Medizinischer Service,49.00982,8.39874
1039243142,Restaurant,49.00764,8.38751
1110490897,Geldautomat,48.98476,8.40236
1193128390,Andere Unterkünfte,49.03421,8.45173
1024643544,Bank,49.0209,8.38655
1131728646,Erholungsgebiet,48.96808,8.41164
57541650,Autovermietung,48.99443,8.40133
1166697511,Andachtsort,48.98429,8.36389
1178852719,Medizinischer Service,49.00145,8.40747
1165846659,Andachtsort,49.02323,8.36605
1070132235,Nahverkehrsbahnhof,48.99366,8.39653
1148921787,Restaurant,49.01042,8.39823
1070084708,Nahverkehrsbahnhof,49.01552,8.37517
800764690,Restaurant,49.00419,8.39783
1204816875,Andachtsort,49.00889,8.42068
1031218924,Schule,49.04827,8.39948
1017890521,Geldautomat,48.99156,8.38906
1040338485,Medizinischer Service,48.99877,8.46491
1017621171,Bibliothek,49.04437,8.3831
50603754,Restaurant,49.00845,8.43009
1131736026,Erholungsgebiet,49.02526,8.4343
1164975459,Restaurant,48.9713,8.40384
1108686990,Fachgeschäft,49.00966,8.40312
1039782026,Supermarkt,48.9855,8.36247
1193033703,Restaurant,49.00549,8.38321
996412110,Schule,49.02677,8.38814
1108536727,Fachgeschäft,48.96949,8.41428
57568718,Parkplatz,49.02388,8.42524
57569341,Postamt,49.00516,8.50145
1110491105,Bank,48.99508,8.38889
1048203443,Elektrofachmarkt,49.00482,8.44626
1058556671,Medizinischer Service,49.00306,8.40428
1058701759,Medizinischer Service,48.98423,8.36206
1178851683,Medizinischer Service,49.02076,8.3854
800763961,Andachtsort,49.00857,8.40397
1161792129,Parkgarage,49.00069,8.40419
1178852440,Medizinischer Service,49.00982,8.39929
1204534117,Sportzentrum,49.00517,8.36732
1039823167,Andachtsort,49.00593,8.32628
50612493,Krankenhaus,49.01521,8.37482
1131724551,Erholungsgebiet,49.00424,8.32101
1131737497,Erholungsgebiet,49.02884,8.45942
1017890129,Geldautomat,48.98181,8.41344
50606120,Hotel,48.95415,8.50851
1193011778,Restaurant,49.00915,8.41236
1123007101,Autohändler,48.99667,8.44454
1111956122,Verbrauchermarkt,49.01144,8.36219
1193012213,Restaurant,49.01396,8.43092
1164919040,Apotheke,49.00974,8.40116
1058541555,Medizinischer Service,48.99845,8.47771
1024177316,Autoreparatur,48.98896,8.37339
1108687000,Fachgeschäft,49.01001,8.39462
898512228,Friedhof,48.95666,8.47115
1104101724,Bekleidungsgeschäft,49.00564,8.4032
1178851649,Medizinischer Service,49.00744,8.38977
1039243169,Restaurant,49.03066,8.50524
1138901157,Möbel- und Einrichtungshaus,49.02098,8.45665
1039814529,Universität / Hochschule,49.00208,8.38319
1039243410,Restaurant,48.99519,8.35236
1194143015,Autoreparatur,49.01347,8.32294
1178851473,Medizinischer Service,48.96565,8.39941
1039212952,Restaurant,48.99914,8.40604
1108705478,Fachgeschäft,49.00738,8.41021
1039259849,Fachgeschäft,49.00936,8.40952
800056135,Apotheke,49.00564,8.40312
1108686601,Fachgeschäft,49.00699,8.39236
1108686588,Fachgeschäft,49.00228,8.39583
800765818,Apotheke,49.00867,8.39525
1100919588,Möbel- und Einrichtungshaus,49.00393,8.44439
1165531519,Bank,48.99877,8.4649
57569327,Postamt,49.01001,8.39459
57564850,Autohändler,48.99698,8.43957
1165144608,Bank,49.00403,8.4202
1017027840,Parkplatz,48.99202,8.4019
1039892567,Schule,48.97556,8.41302
1039266210,Fachgeschäft,49.01634,8.44116
800766372,Restaurant,49.00816,8.40952
1137459219,Bank,49.01011,8.42408
50605091,Hotel,49.01094,8.37169
1193013391,Restaurant,49.02353,8.366
1039262371,Fachgeschäft,49.02999,8.45789
50605236,Hotel,48.99629,8.40329
1031198251,Schule,49.01642,8.42394
50610381,Parkgarage,49.00757,8.39568
1039243427,Restaurant,49.00515,8.32811
1039260437,Fachgeschäft,49.00905,8.41501
1039104950,Bekleidungsgeschäft,49.00976,8.39999
1058541534,Medizinischer Service,48.98394,8.3961
1017890479,Bank,49.03084,8.3415
1005221417,Schule,49.04414,8.37202
51774473,Rathaus / Stadtverwaltung,49.00739,8.49573
1108712242,Fachgeschäft,49.04885,8.37777
1193011957,Hotel,49.00568,8.40673
1058556668,Medizinischer Service,49.00055,8.39476
50609430,Parkplatz,49.00481,8.44287
1039266219,Fachgeschäft,48.96943,8.40042
1108688158,Fachgeschäft,48.95752,8.46723
1039814524,Universität / Hochschule,49.01458,8.39001
1130971055,Autoreparatur,48.99667,8.44454
800752794,Bank,49.00909,8.40411
800056138,Buchhandlung,49.00564,8.40332
1039266211,Fachgeschäft,48.9843,8.39174
50606244,Hotel,49.00128,8.47289
1206619230,Medizinischer Service,49.00878,8.41775
1039243401,Restaurant,49.00095,8.35161
801780854,Apotheke,48.99293,8.46043
1070133358,Nahverkehrsbahnhof,48.96535,8.40432
1039306523,Schule,49.05273,8.38098
1178851546,Medizinischer Service,48.9851,8.39772
51774597,Hotel,49.02902,8.4568
1115829183,Geldautomat,49.01123,8.3603
1193037862,Wohngebiet / Gebäude,48.99727,8.46552
1031201691,Schule,49.02911,8.36123
57562808,Restaurant,49.00929,8.39605
1017433705,Hotel,49.02904,8.34902
1193021848,Restaurant,48.96808,8.41163
1010067972,Gewerbebetrieb,49.00661,8.35139
1108687025,Fachgeschäft,49.00953,8.42328
57552921,Universität / Hochschule,49.02187,8.36589
50609428,Parkplatz,48.98969,8.40463
1108687008,Fachgeschäft,49.00829,8.3977
1192341349,Busbahnhof,48.97232,8.46191
1010630640,Baumarkt,48.99735,8.4043
1017621219,Bibliothek,49.00822,8.39935
57563048,Hotel,49.01253,8.42645
1108686984,Fachgeschäft,49.01035,8.39821
1070464359,Fachgeschäft,49.00981,8.39893
1108686613,Fachgeschäft,49.00281,8.41043
1132034810,Sportfachgeschäft,49.0005,8.35064
1039892570,Schule,48.98852,8.36544
1178851019,Medizinischer Service,48.98267,8.38983
1011027092,Industriegebiet,49.01806,8.47629
1193037883,Restaurant,48.99295,8.46125
1039243130,Restaurant,48.96915,8.42344
1039823170,Andachtsort,48.99843,8.40828
50610368,Parkgarage,49.00784,8.41084
800755673,Schule,49.01086,8.41046
50611283,Sportanlagen,49.02028,8.41143
1058544180,Medizinischer Service,49.01459,8.37841
801780860,Apotheke,48.99366,8.38996
1131716903,Erholungsgebiet,49.01616,8.36674
1137720874,Fachgeschäft,49.0039,8.39808
1070133359,Nahverkehrsbahnhof,48.96485,8.40505
1119234313,Autohändler,48.99683,8.43761
1161921732,P+R,49.02677,8.34159
1005230041,Schule,49.00709,8.40733
1005224459,Schule,49.01473,8.38521
1131728642,Erholungsgebiet,48.96714,8.41297
1039782034,Supermarkt,49.04171,8.44378
1017890532,Bank,49.01069,8.40049
1164919041,Apotheke,49.03656,8.39305
57569328,Postamt,49.00935,8.41097
1017890502,Geldautomat,49.00655,8.43061
1193037811,Restaurant,48.95293,8.51
1192312866,Nachtleben,49.01042,8.39823
50603844,Restaurant,49.00398,8.40797
1058544173,Medizinischer Service,49.00248,8.3988
50615119,Autohändler,48.99206,8.37237
1132504372,Fachgeschäft,49.00564,8.4032
800752194,Restaurant,49.00942,8.40732
1193028735,Restaurant,48.9996,8.47168
1070067174,Nahverkehrsbahnhof,49.0113,8.36923
1203874668,Sportzentrum,49.01714,8.41523
1031175682,Restaurant,48.99772,8.34713
50605104,Hotel,49.00705,8.39111
1174481976,fahrradleihstation,49.00114,8.38454
1039130283,Bekleidungsgeschäft,49.00985,8.39801
1178675930,Autoreparatur,49.01325,8.42833
1112420100,Autoreparatur,49.00833,8.41715
1104118467,Bekleidungsgeschäft,49.0042,8.3946
1017634411,Bibliothek,49.0073,8.49541
57562999,Restaurant,49.01447,8.35174
998045415,Autohändler,49.02121,8.35169
1131716773,Erholungsgebiet,49.05508,8.37137
898517162,Bank,49.01082,8.35999
1039814540,Universität / Hochschule,49.00659,8.39464
1104303629,Bekleidungsgeschäft,49.00564,8.4032
996904392,Möbel- und Einrichtungshaus,49.02995,8.47198
1108712211,Fachgeschäft,49.01002,8.49531
1131731033,Erholungsgebiet,49.01033,8.38872
801895532,Parkplatz,49.01412,8.4323
1039878916,Apotheke,49.01151,8.36397
57556144,Kino,49.01039,8.39655
1148861305,Autovermietung,48.99446,8.40148
1070084710,Nahverkehrsbahnhof,49.01925,8.37549
1017634417,Bibliothek,49.0139,8.35501
57569339,Postamt,49.05133,8.396
1048143932,Bahnhof,49.00121,8.36315
1039243408,Restaurant,49.00718,8.49544
1178879758,Medizinischer Service,48.95314,8.50972
1161792288,Fachgeschäft,49.00668,8.49665
1131737518,Erholungsgebiet,48.99715,8.46955
57540958,Restaurant,49.01086,8.37495
800758882,Restaurant,49.00939,8.40881
1108687002,Fachgeschäft,49.01061,8.42195
1178879806,Medizinischer Service,49.0415,8.43878
1039893098,Schule,49.01524,8.37437
1193012818,Andere Unterkünfte,49.04759,8.37987
800761204,Restaurant,49.01042,8.39823
1039266229,Fachgeschäft,49.0051,8.39448
1039878917,Apotheke,48.99896,8.39387
1031198226,Schule,49.02895,8.45106
1202661485,Parkplatz,49.00635,8.49633
1039263472,Fachgeschäft,49.00143,8.41052
1005223619,Schule,49.01245,8.4402
1175712354,Andachtsort,48.99888,8.46677
57565844,Sportzentrum,49.02583,8.44669
1005232091,Schule,48.99454,8.38881
1039266243,Fachgeschäft,48.99277,8.39251
1178868720,Medizinischer Service,48.97003,8.40465
1112142142,Fachgeschäft,49.01561,8.35416
1108686607,Fachgeschäft,49.00667,8.42066
1048143912,Bahnhof,49.01437,8.35209
1139160686,Geldautomat,49.02471,8.35729
50605161,Hotel,49.00799,8.39152
1192311615,Restaurant,49.01,8.40963
1098053804,Fachgeschäft,49.01001,8.39976
801780857,Apotheke,48.99925,8.47075
1164824931,Postamt,48.99599,8.3939
1144538115,Parkgarage,49.00897,8.40994
1206619048,Medizinischer Service,49.00878,8.41775
1164824939,Postamt,49.00168,8.41312
1110490571,Geldautomat,49.03556,8.44535
1070084707,Nahverkehrsbahnhof,49.01552,8.37504
1131728649,Erholungsgebiet,48.97324,8.41527
57568607,Restaurant,48.9759,8.37378
1178852316,Medizinischer Service,49.00141,8.40457
1100919562,Möbel- und Einrichtungshaus,49.00564,8.4032
1131716772,Erholungsgebiet,49.04729,8.36909
1194474414,Historisches Bauwerk,48.99475,8.40041
1039243170,Nachtleben,49.00222,8.40805
1148753276,Autoreparatur,49.01109,8.35745
1039243174,Restaurant,48.94431,8.47928
1039266220,Fachgeschäft,49.03082,8.45828
1011027084,Industriegebiet,48.98208,8.37504
1039892648,Schule,48.99248,8.36221
1058556686,Medizinischer Service,49.00533,8.39716
1039257286,Restaurant,49.0277,8.46
1039259863,Fachgeschäft,49.01102,8.31613
1048241989,Nahverkehrsbahnhof,49.00615,8.4933
1108694946,Fachgeschäft,49.02795,8.34988
1108687021,Fachgeschäft,49.00412,8.50267
1193037814,Andere Unterkünfte,48.95422,8.50901
1164824942,Postamt,49.0058,8.3498
57556288,Parkplatz,48.94496,8.49363
1023826376,Geldautomat,48.99703,8.4044
1104303632,Bekleidungsgeschäft,48.9959,8.44897
1148414183,Bekleidungsgeschäft,49.01001,8.39462
1039892566,Schule,49.01315,8.39492
57563179,Restaurant,48.99069,8.37186
1204323143,Parkplatz,48.99138,8.3996
1131723600,Erholungsgebiet,49.00528,8.36756
1178850682,Medizinischer Service,48.99682,8.3487
1039782028,Bekleidungsgeschäft,49.00564,8.4032
1023817568,LKW Händler,48.99695,8.34609
1039893531,Schule,48.99786,8.37914
1070075898,Nahverkehrsbahnhof,49.02019,8.35095
1192341350,Busbahnhof,48.96592,8.47733
1039782016,Supermarkt,48.99393,8.45897
801780819,Apotheke,48.98128,8.40555
1039892649,Schule,49.00561,8.41444
1010106221,Bank,48.99863,8.47659
1141613044,Autovermietung,49.05297,8.39563
1108687017,Fachgeschäft,49.01149,8.36277
1163236651,Supermarkt,49.01932,8.46213
1070085028,Nahverkehrsbahnhof,49.05317,8.38918
50610275,Parkgarage,49.00835,8.40554
1132504736,Bekleidungsgeschäft,49.00564,8.4032
1161857395,Apotheke,49.00189,8.41544
1039266232,Fachgeschäft,49.01028,8.4257
1131716769,Erholungsgebiet,49.0418,8.36732
1141520355,Gewerbebetrieb,49.0103,8.42341
1024168210,Geldautomat,49.03097,8.38627
1165961624,Baumarkt,49.01728,8.34632
1048242706,Bahnhof,49.02599,8.4533
1039243444,Nachtleben,49.03547,8.33478
1039782030,Supermarkt,49.01708,8.36245
1202373734,Parkgarage,48.99237,8.40234
898512937,Friedhof,49.01415,8.43101
1005230405,Schule,48.99868,8.45884
1161792131,Parkgarage,49.0062,8.4005
50612542,Museum,49.01119,8.39966
1132033692,Sportfachgeschäft,48.97329,8.40375
1193037899,Restaurant,49.01634,8.44088
1039892867,Schule,48.99298,8.38684
1070133355,Nahverkehrsbahnhof,48.98079,8.40364
801780591,Apotheke,49.00484,8.44622
1039130168,Bekleidungsgeschäft,49.00564,8.4032
1096899559,Autoreparatur,49.00806,8.44297
1131725552,Erholungsgebiet,48.99118,8.33443
1148940844,Polizeistation,49.01384,8.35502
1131716924,Erholungsgebiet,49.03839,8.33234
1178852142,Medizinischer Service,49.00916,8.37057
1178851430,Medizinischer Service,48.98097,8.40518
1108686632,Fachgeschäft,48.99864,8.39383
1031198238,Schule,48.99905,8.41001
1103752741,Supermarkt,48.99724,8.35888
1039243155,Restaurant,49.01031,8.42337
1039880849,Kaffeehaus,49.00709,8.40733
50609420,Parkplatz,49.00518,8.32311
50605127,Hotel,49.00546,8.42331
1126266735,Geldautomat,49.0307,8.36761
1108687020,Fachgeschäft,49.00866,8.3916
1132504362,Fachgeschäft,49.00564,8.4032
1005162994,Schule,48.99742,8.38853
1104303588,Bekleidungsgeschäft,49.00687,8.39481
1178851614,Medizinischer Service,48.96516,8.39665
50605156,Hotel,48.99475,8.40041
1161921751,P+R,48.99124,8.33444
1039814981,Theater,48.98633,8.36111
1178851528,Medizinischer Service,48.97019,8.40404
1112142132,Fachgeschäft,49.01874,8.35673
1024643682,Bank,49.00515,8.39473
1017154916,Geldautomat,49.00801,8.39428
1148490485,Gewerbebetrieb,49.00943,8.42435
1010054605,Kaffeehaus,48.99449,8.4016
1179906177,Supermarkt,49.00293,8.41575
1039818393,Andachtsort,49.04464,8.38182
800067274,Autoreparatur,49.00806,8.44297
57568148,Krankenhaus,48.99862,8.38932
1108398605,Sportfachgeschäft,49.00739,8.39607
1023843402,Geldautomat,48.99923,8.47159
801780834,Apotheke,49.01087,8.42361
1010054597,Fachgeschäft,48.99449,8.4016
1178852165,Medizinischer Service,49.01491,8.37513
1193012045,Andere Unterkünfte,49.0107,8.39683
1201309010,Parkplatz,49.03705,8.30651
1161474963,Apotheke,49.00759,8.49524
1131727369,Erholungsgebiet,48.99173,8.3937
51773560,Restaurant,49.00764,8.35642
50609413,Parkplatz,49.03441,8.44392
1040338489,Medizinischer Service,49.00984,8.39905
1115829161,Geldautomat,48.99887,8.47321
1192316511,P+R,49.00176,8.46291
1178851567,Medizinischer Service,48.9988,8.40368
1039243443,Restaurant,48.9857,8.39281
1058701748,Medizinischer Service,49.01473,8.36131
1202695386,Gewerbebetrieb,49.01315,8.42793
1204323132,Sehenswürdigkeit,48.9739,8.37263
50604901,Historisches Bauwerk,49.01165,8.3995
1024126478,Supermarkt,49.00505,8.50023
1058556665,Medizinischer Service,49.01042,8.38305
800766538,Bank,49.00972,8.40168
1039211649,Kaffeehaus,49.00982,8.39874
1039240970,Restaurant,49.00828,8.3728
929488844,Autoreparatur,49.0199,8.36767
1017890530,Geldautomat,49.00952,8.40471
50612705,Museum,49.00153,8.40906
1039266249,Fachgeschäft,48.95776,8.46598
1112142129,Fachgeschäft,48.99458,8.3997
1115851474,Autoreparatur,49.03247,8.35896
1161449916,Restaurant,49.00564,8.40332
1139159586,Geldautomat,49.00182,8.48206
1039212930,Restaurant,49.00279,8.32112
1070089220,Nahverkehrsbahnhof,49.0432,8.461
1166357601,Bahnhof,48.99486,8.38955
1058544184,Medizinischer Service,49.03076,8.36632
1192291858,Andachtsort,49.00752,8.43912
1017154881,Geldautomat,49.01185,8.35861
800766758,Restaurant,49.00819,8.38957
800756151,Restaurant,49.00986,8.39861
1192341348,Busbahnhof,48.97124,8.46785
1115828149,Geldautomat,49.05394,8.393
1039130165,Bekleidungsgeschäft,49.00564,8.4032
50609439,Parkgarage,48.9988,8.3842
1070066402,Nahverkehrsbahnhof,49.01002,8.39427
1039130164,Bekleidungsgeschäft,49.00564,8.4032
1039257275,Restaurant,49.00181,8.32381
800056144,Supermarkt,49.00561,8.41055
1110490871,Bank,48.97111,8.40506
1178887218,Medizinischer Service,49.01289,8.44105
1108712200,Fachgeschäft,49.03379,8.37469
1039266234,Fachgeschäft,49.00548,8.33138
1023826374,Bank,48.99635,8.40483
1070085734,Nahverkehrsbahnhof,49.0137,8.42948
1137617936,Autohändler,48.9937,8.37216
1001492306,Supermarkt,49.0001,8.3386
1070085733,Nahverkehrsbahnhof,49.01364,8.42958
1039273117,Fachgeschäft,48.95544,8.47007
1039321009,Kaffeehaus,48.99449,8.4016
1166381202,Kaffeehaus,49.00417,8.40761
1165601161,Sportzentrum,48.95284,8.47785
50606144,Hotel,49.00927,8.33366
1132034539,Sportfachgeschäft,48.99923,8.40499
57570370,Hotel,48.98181,8.41343
800763293,Bank,48.9951,8.40365
1039782031,Supermarkt,49.05017,8.37817
1039266246,Fachgeschäft,49.00919,8.4381
800766169,Schule,49.00723,8.40789
1113022416,Autoreparatur,49.00782,8.38286
1058556709,Medizinischer Service,48.96956,8.40394
1126226665,Parkplatz,48.94432,8.47763
898512336,Friedhof,49.00739,8.33954
1126267043,Bank,49.02919,8.38645
1166607058,Geldautomat,49.00403,8.42021
1132504367,Elektrofachmarkt,49.00564,8.4032
1108686618,Fachgeschäft,49.0024,8.40328
50604284,Restaurant,49.01459,8.36024
801780858,Apotheke,48.99916,8.47324
1164825536,Postamt,49.03556,8.44536
800056130,Einkaufszentrum,49.00564,8.40332
1164824948,Postamt,49.04828,8.37676
1039130288,Bekleidungsgeschäft,49.00998,8.39545
1039893097,Schule,48.99734,8.40769
1108686994,Fachgeschäft,49.00828,8.39659
1005159760,Schule,49.03659,8.44604
1039266255,Fachgeschäft,48.99546,8.4545
1010054598,Fachgeschäft,48.99217,8.40211
1039212939,Restaurant,49.00648,8.32796
800757087,Bank,49.00995,8.39625
1039130162,Bekleidungsgeschäft,49.00564,8.4032
1165846745,Andachtsort,48.99253,8.33771
1163976881,Autoreparatur,48.99698,8.43957
800056133,Restaurant,49.00564,8.40332
1108686628,Fachgeschäft,48.99916,8.46704
1039814530,Supermarkt,49.01011,8.39239
1203230508,Autohändler,48.99698,8.43957
1039879088,Apotheke,49.03719,8.35333
1108686615,Fachgeschäft,49.0069,8.40583
1178851718,Medizinischer Service,49.00991,8.38556
1039272855,Fachgeschäft,49.0527,8.38211
1109989086,Taxistand,48.99865,8.3887
1031198211,Schule,48.99643,8.3388
1112142138,Fachgeschäft,49.0115,8.36296
1031198229,Schule,49.01719,8.38407
898514470,Schule,49.03347,8.37044
1116117430,Geldautomat,49.00145,8.40747
801747913,Friedhof,49.00213,8.48558
800763712,Restaurant,48.9985,8.40382
801780590,Apotheke,49.03624,8.44568
1164873751,Bekleidungsgeschäft,49.00974,8.40102
1039893133,Schule,48.96836,8.4023
801779391,Andachtsort,48.98807,8.38113
844320896,Restaurant,49.03398,8.39424
1039243144,Restaurant,48.99472,8.3939
1104117072,Bekleidungsgeschäft,49.00795,8.39446
1165961640,Möbel- und Einrichtungshaus,49.01152,8.38757
1039243140,Restaurant,48.9743,8.45353
1202448098,Geldautomat,48.99508,8.38888
1108687007,Fachgeschäft,49.01072,8.39884
1201408472,Medizinischer Service,48.99361,8.39385
1011013896,Restaurant,48.9723,8.40328
50610461,Parkgarage,49.01032,8.40238
1131716799,Friedhof,49.05194,8.38282
1132504369,Bekleidungsgeschäft,49.00564,8.4032
800763864,Apotheke,49.00769,8.41092
1058556672,Medizinischer Service,49.00533,8.39896
1132504727,Bekleidungsgeschäft,49.00564,8.4032
1039266221,Fachgeschäft,49.0021,8.40324
50606082,Hotel,48.99507,8.40195
1070132237,Nahverkehrsbahnhof,49.00197,8.36287
1048476366,Gewerbebetrieb,49.00467,8.37963
1070084712,Nahverkehrsbahnhof,49.0302,8.37618
1011540996,Bekleidungsgeschäft,49.00983,8.39853
1178852639,Medizinischer Service,49.00965,8.40311
1148921127,Restaurant,49.01874,8.40195
1204820472,Medizinischer Service,48.99801,8.45849
1204534767,Sehenswürdigkeit,49.00128,8.38308
1110490529,Bank,49.00497,8.41028
57561537,Restaurant,49.00957,8.40461
