POI_ID,NAME,LAT,LON
1058701763,Zahnarztpraxis Dr. Eglau,48.99894,8.47674
1058555845,Pirwitz & Enders Oralchirurgie,48.99965,8.46647
1070091400,Stadtbahn Untermühlstraße,49.00225,8.45423
1108536729,Mobile Spielaktion,49.00488,8.47078
1166380932,Ev. Aue,48.98846,8.46104
1039275016,Bäckerei-Konditorei Walter Brauss,48.99599,8.46249
1123007101,Autohaus Rastetter GmbH,48.99667,8.44454
1112454566,Autohaus Schmider GmbH,48.99149,8.45626
1031675010,Azur Cp-Park Turmbergblick,49.00806,8.48276
898523341,Postbank,48.99883,8.46447
898514850,Postbank-Finanzcenter,48.99883,8.46447
1130971056,Autohaus Rastetter GmbH,48.99667,8.44454
1130971055,Autohaus Rastetter GmbH,48.99667,8.44454
50609422,Turmbergbad,49.00402,8.47926
1161471271,bft,48.99571,8.46266
1058555830,Zahnarztpraxis Dr. Lakes,48.99599,8.46249
1204323132,Schloß Scheibenhardt,48.9739,8.37263
1011027084,Gewerbegebiet Mittelfeld,48.98208,8.37504
57563179,McDonald's (McDrive),48.99069,8.37186
1148921125,Carpe Diem,49.0094,8.37546
1039815629,Paul-Gerhard-Kirche,48.9912,8.392
50603940,Adria,48.9917,8.39261
50610631,P+R Europahalle,48.99673,8.37938
50603823,Kühler Krug,49.00496,8.36842
1193016363,Cielo Rose,49.00631,8.38176
1039243182,Wirtshaus zum Braustüble,49.00661,8.38169
1103752735,ALDI SÜD,48.99395,8.38517
1039237014,La Dolce Vita,48.99867,8.47113
1039212960,Cafe Susi,48.99937,8.47581
1161792130,Volksbank Durlach,49.00154,8.47083
1070091395,Stadtbahn Karlsruhe-Durlach,49.00272,8.46249
1039306525,Evangel. Kindergarten Melanchthon,48.99399,8.45691
1118660338,Cubanita,48.99968,8.47563
1005223797,Löwenkinderg. Durlacher Elternini.,49.00076,8.47009
1039243430,Delphi,49.00012,8.47965
1039210491,Sol I Luna,48.99924,8.47126
1204537881,Badischer Fußballverband Ev.,48.99742,8.48718
1204537881,Bad. Fußballverband e.V. Gut,48.99742,8.48718
1011482224,Letsche Bacchus,48.99989,8.47261
1108687034,Friseursalon Diso,48.99258,8.46091
1193037883,Romulus Et Remus,48.99295,8.46125
1070091453,Stadtbahn Hubstraße,49.00573,8.47205
1112454567,Autohaus Schmider GmbH,48.99149,8.45626
1010106221,Deutsche Bank,48.99863,8.47659
1108687023,Friseur Helena,48.98844,8.45067
1178879775,Dr. med. Ute Reitermann,48.98826,8.48054
57563049,Der Blaue Reiter,48.99828,8.46601
50605859,Hotel Maison Suisse,48.99578,8.45967
50605859,Maison Suisse,48.99578,8.45967
1110490893,Sparkasse Karlsruhe Ettlingen,48.99928,8.46876
1110490894,Sparkasse Karlsruhe Ettlingen,48.99928,8.46876
1005154587,Friedrich-Realschule,48.99931,8.46893
1178887215,Hartmut Mannherz,48.99825,8.45796
1204820412,Armbruster Back-Shop,48.99732,8.45877
1058556674,Dres. Hartenstein,49.0001,8.47155
1131737498,Schlossgarten Durlach,48.99648,8.47453
1131737517,Kleingartenanlage Beunsee,49.00524,8.48268
1039893320,Schloss-Schule,48.9977,8.47373
1039782013,ALDI SÜD,49.00509,8.4782
1200928900,Turmberg,48.99751,8.48571
57568235,ibis budget Karlsruhe,48.99565,8.45013
1024643333,Volksbank Karlsruhe eG Filiale Durlach,49.00156,8.47071
1005230405,Schulkinderg. für Körperbeh. Kinder,48.99868,8.45884
50606244,Zum Ochsen,49.00128,8.47289
1192316511,P+R Bahnhof Durlach,49.00176,8.46291
1148865264,Call a Bike-Bahnhof,49.00174,8.46287
1131737518,Alter Friedhof,48.99715,8.46955
1164919796,Thomas Cook Reisebüro,48.99701,8.46976
1108686586,Modern Hair Art,48.98519,8.45818
50611244,Theater in der Orgelfabrik,48.99812,8.4712
898512496,Polizeirevier Karlsruhe-Durlach,48.99848,8.47146
50614503,Agip,48.99614,8.45291
1024168223,BBBank,48.99615,8.45297
1039782036,ALDI SÜD,48.99678,8.45178
1017915075,Volksbank Karlsruhe,48.99751,8.47325
1058556695,Dr. med. dent. Oliver Pongratz,48.99751,8.47325
801780849,Bergbahn-Apotheke,48.99968,8.47936
1132034191,Velorep,48.99928,8.46211
1132232880,Matratzen CONCORD,49.00121,8.48097
1031172495,Autohaus Rastetter GmbH,48.99667,8.44454
1141453844,Autohaus Brenk GmbH,48.9967,8.45604
1144537772,cleanpark Karlsruhe-Ost,48.99672,8.45618
1175957145,JET,48.99678,8.45657
1108536935,Hinkelmann Spielwaren,48.99919,8.47424
50612592,Karpatendeutsches Heimatmuseum,48.99911,8.47382
50612645,Pfinzgaumuseum Durlach,48.99911,8.47382
57561536,Queens Pub,48.99932,8.47505
1164903627,Moccasin Coffee Durlach,48.99927,8.47484
1104115625,Hochzeitsträume,48.99739,8.47734
1039892869,Gewerbeschule Durlach,49.00383,8.48502
1070464387,Tchibo,48.99916,8.47254
1039266250,Fasanenbrot Vollkornbäckerei,48.99921,8.47236
1174481852,Fächerrad,48.99902,8.47328
1039782012,Treff 3000 Durlach,48.99441,8.4652
1039266212,Bäckerei-Konditorei Nußbaumer,48.99441,8.4652
1161857568,Terrassen-Apotheke,48.99754,8.45866
1142400717,REWE,48.99748,8.45864
1108686612,Friseursalon am Schlossplatz,48.99915,8.47341
1108686628,Purehair,48.99916,8.46704
1039782025,Scheck-in Center,48.99804,8.47312
1104115631,Boutique la Casa,48.99853,8.47314
1161792133,Amalienbadgarage,48.99931,8.4654
1058544165,Dr. med. dent. Axel Meyenberg,48.99904,8.46515
1005221194,Kath. Kiga. St. Johannes-Baptista,48.99135,8.4574
1039818396,St. Johannes Baptista,48.99152,8.45634
1039266213,Houtmann Backstube,48.98905,8.45764
1202451590,Sparkasse Karlsruhe,48.99877,8.4649
1040338485,Argus-Augenklinik,48.99877,8.46491
1137321236,Sparkasse Karlsruhe Ettlingen,48.99883,8.46496
1023826323,Spar-und Kreditbank,48.99284,8.44662
1131737499,Kleingartenanlage Killisfeld,48.99481,8.44134
1108686633,Engelshaar Frisör,49.00013,8.47064
1108688181,Salon Hair Style,49.00016,8.47819
1200790632,Turmbergbahn Bergstation,48.99724,8.4852
1108686634,Hair Speed,48.99937,8.46825
1108686608,hairkiller,48.99945,8.46742
1164825538,Hermes PaketShop,48.99945,8.46741
801780858,Löwen-Apotheke Durlach,48.99916,8.47324
1178879796,Dr. med. Heidrun Kissinger,48.99916,8.47324
1174481843,Fächerrad,48.99591,8.46329
1017915029,Volksbank Karlsruhe Filiale Durlach-Aue,48.993,8.4614
1024643334,Volksbank Karlsruhe eG Filiale Durlach-Aue,48.99297,8.46136
50605511,Große Linde,48.99698,8.45824
57569340,Postbank-Finanzcenter,48.99883,8.46447
1132034216,bicibene,48.99963,8.46679
1200819771,ALDI SÜD,49.03656,8.39305
898520336,Heisenberg Gymnasium,49.02676,8.39038
1005169247,Südschule Neureut,49.04545,8.3722
1193852522,Zum Eisenbahnlandwirt,48.99867,8.45488
1193852522,Fattoria da Federico,48.99867,8.45488
1131730095,Bahn-Landwirtschaft Karlsruhe-Durlach,48.99854,8.45503
1011482223,Alte Schmiede,48.99958,8.47304
1058556684,Zahnarztpraxis Karathanos,49.00008,8.47372
1058544183,Dr. med. dent. Karl Siegele,48.99252,8.4596
1039880700,Anders auf dem Turmberg,48.99664,8.48514
1017634455,Amtsgericht Karlsruhe-Durlach,48.99748,8.47537
1039893095,Pestalozzischule,48.99981,8.46063
1023843434,Volksbank Karlsruhe Filiale Durlach,49.00158,8.47055
50604282,Zum Ochsen,49.00128,8.47289
1174481844,Fächerrad,49.00171,8.46289
1178879772,Elisabeth Riegsinger,48.99449,8.46265
57558766,Turmberg-Stadion,49.0018,8.47992
51774478,Schloss Durlach,48.99911,8.47382
1193037864,Piccola Pizzaservice,48.9986,8.46301
1115829161,Sparda-Bank Baden-Württemberg eG,48.99887,8.47321
1039243397,Maharani Palace,49.00031,8.47995
1132549227,Pavarotti,48.99829,8.46386
1193020174,Avatar,48.99312,8.46178
50614504,Shell,49.0018,8.48207
1039243154,Pablos,49.00077,8.47275
1164810575,American Diner Durlach,48.99523,8.45038
1039243420,La Terrazza,48.99247,8.44178
1039243167,Alte Durlacher Brauerei,49.00032,8.47287
1200791115,Turmbergbahn Bergstation,48.99724,8.4852
1193037904,Pizzeria da Pino,48.99945,8.46741
1137721111,Borsalino,48.99739,8.46442
1178879787,Dr. med. Matthias Elser,48.99788,8.45867
1193028735,La Delizia,48.9996,8.47168
1011013578,Große Linde,48.99698,8.45824
1039243136,La Collina,48.99979,8.47914
57564850,AHZ Automobil Handels Zentrum GmbH,48.99698,8.43957
1017622258,Amerikanische Bibliothek Stadtbibl.,49.03301,8.39147
1031198245,Evangelischer Luther-Kindergarten,48.99928,8.45796
1165846582,Sankt Peter und Paul,48.99818,8.46817
1005223749,Kath. Kinderg. Christ-König-Haus,48.9981,8.46786
801780854,Auerhahn-Apotheke,48.99293,8.46043
1010160944,Deutsche Bank,48.99863,8.47659
1039880312,dm,49.00136,8.47485
1193037862,Gärtnerstraße 47,48.99727,8.46552
1031198255,Evangel. Kindergarten,48.98906,8.45709
1193037888,Thomashof,48.96744,8.50542
1165776897,Ev. Freikirchliche Gemeinde,49.03296,8.39355
1193147332,City Apartment,49.04399,8.39443
1203199003,Hornbach,49.01937,8.46185
998752441,S&G Automobil AG,49.01892,8.46345
1112143292,Blumen Schroth,49.05621,8.38338
1193128390,Andrea,49.03421,8.45173
1201467302,BeOn GmbH & Co. KG,49.02477,8.46175
1132245303,Grimm Küchen Karlsruhe,49.02032,8.46067
1131737504,Hengstplatz,48.99996,8.47611
1039212941,Festhalle Durlach,48.9981,8.4669
1005230334,AWO-Kindertagesstätte Villa,48.99681,8.47009
1193021793,Il Capriccio,48.98935,8.45729
898518214,Gymnasium Neureut,49.0462,8.3774
1138901157,ROLLER,49.02098,8.45665
1201467301,BeOn GmbH & Co. KG,49.02477,8.46175
1011027095,Gewerbegebiet Im kleinen Bruch,49.06586,8.37231
1131716773,Kleingartenanlage Am Junkertschritt,49.05508,8.37137
1203090379,Alter Flugplatz,49.02445,8.38246
50609426,Weißdornweg,49.03824,8.38864
1178620326,ARAL,49.03799,8.39415
1131716774,FC Neureut 08,49.06281,8.37515
1024643544,Volksbank Karlsruhe eG Filiale Nordstadt,49.0209,8.38655
1115829168,Volksbank Karlsruhe eG Filiale Nordstadt,49.0209,8.38655
1005224188,Freier Aktiver Kindergarten,49.02783,8.38615
1005158272,Freie Aktive Schule Karlsruhe,49.02783,8.38615
1131735460,Cougars Ballpark,49.02783,8.38615
1178851836,Stefan Mathias Fuchs,49.02784,8.38615
1031198221,Kinderhaus-Kunterbunt Moltkestr,49.01966,8.38692
996412110,Maryland Schule,49.02677,8.38814
1164919041,dm,49.03656,8.39305
1005221512,Sonderschulkinderg. f. Behinderte,49.02595,8.38777
1126267043,Sparkasse Karlsruhe Ettlingen,49.02919,8.38645
1163236434,PENNY,49.03137,8.3942
1039814526,Aviva,49.0326,8.39399
1132207591,Fahrrad Terminal,49.02668,8.39039
1103751173,ALDI SÜD,49.03723,8.39246
50603376,Shell,49.03333,8.39499
1005222842,Ev. Kindergarten Neureut,49.03213,8.38635
1178851683,Dr. med. Ursula Sulzmann,49.02076,8.3854
1024168210,Volksbank Karlsruhe,49.03097,8.38627
1070085028,Stadtbahn Kirchfeld,49.05317,8.38918
1131716799,Nordfriedhof,49.05194,8.38282
1017890467,Volksbank Karlsruhe,49.0494,8.39565
1024643543,Volksbank Karlsruhe eG Filiale Kirchfeld,49.0494,8.39565
1070085016,Stadtbahn Welschneureuter Straße,49.04453,8.37437
1161921758,P+R Welschneureuter Straße,49.04443,8.37428
1178852975,Georg Behnes,49.04907,8.39461
1131716769,Tennisclub Neureut,49.0418,8.36732
801782274,Apotheke am Bärenweg,49.04659,8.37927
57569336,"Post, Bärenweg",49.04685,8.37893
1070085019,Stadtbahn Bärenweg,49.04729,8.37855
1112147809,Blumenhaus Riedler,49.04732,8.37127
1039816066,Waldenserkirche Neureut,49.04702,8.37095
1001493865,PENNY,49.04455,8.39479
1070085029,Stadtbahn Kirchfeld,49.053,8.38936
1193012899,Sonnenhof,49.05071,8.38091
1178852954,Dr. med. Armin Redling,49.04508,8.38122
1039818393,St. Judas Thaddäus,49.04464,8.38182
1039272855,Metzgerei Meinzer,49.0527,8.38211
1017621171,Stadtteilbibliothek Neureut,49.04437,8.3831
50611620,Badnerland-Halle,49.04437,8.3831
1039880444,Polizeiposten Neureut,49.04471,8.38179
1017890484,BBBank,49.04496,8.38141
1108686626,Salon Haarscharf,49.04496,8.38141
1017890483,BBBank,49.04496,8.38141
1161082238,P+R Stadtbahn Bärenweg,49.04688,8.37852
1097189055,Wessels + Müller AG,49.01838,8.4651
1017028954,Karlsruher Augen-Laser-Zentrum,49.04507,8.39078
1108697101,Salon Frank,49.05286,8.38245
1113046067,MAN Truck & Bus Service Karlsruhe,49.02149,8.45857
1203054360,Tankpool,49.00853,8.44886
1070418530,McPaper,49.00503,8.4464
1048203443,SATURN,49.00482,8.44626
1031820042,AVIA shop,49.0334,8.43239
1201486332,Waldseilpark Karlsruhe,48.9957,8.49125
1010066594,Pfizer Pharma GmbH,49.02317,8.45554
57565728,ARAL,49.03799,8.39415
801751060,Neureut Hauptfriedhof,49.05687,8.389
1039228303,Fünf,49.03301,8.39147
1126267044,Sparkasse Karlsruhe Ettlingen,49.02919,8.38645
1131716827,Kleingartenanlage Binsenschlauch,49.03229,8.36404
51773931,San Felice,49.03231,8.38826
1058701749,Dr. Heiko Schmitt,49.02076,8.3854
1039240178,Hellas Salute,49.03191,8.38744
844320896,McDonald's (McDrive),49.03398,8.39424
1039243447,La Fattoria,49.04718,8.39608
50611746,Adolf-Ehrmann-Bad,49.05082,8.38555
1193024706,Bunte Kuh,49.04406,8.37407
1039243137,Badnerland,49.04437,8.3831
1110486283,Sparkasse Karlsruhe Ettlingen,49.04482,8.38162
1110486282,Sparkasse Karlsruhe Ettlingen,49.04482,8.38162
1039212954,La Signora,49.04509,8.38122
1058556743,Dr. med. dent. Yusuf Mavi,49.04611,8.39351
1204324992,Dr. Elke Grote Frauenärztin,49.03624,8.44568
1202649238,TOTAL,48.98585,8.44693
1202649239,AS24,48.98585,8.44693
50609412,Am Schulberg,49.0479,8.36837
1137320881,Sparkasse Karlsruhe Ettlingen,49.04482,8.38161
1126266976,Sparkasse Karlsruhe Ettlingen,49.04967,8.37916
1126266975,Sparkasse Karlsruhe Ettlingen,49.04967,8.37916
1070085018,Stadtbahn Bärenweg,49.04672,8.37824
1031218924,Waldschule Neureut,49.04827,8.39948
1017890517,Volksbank Karlsruhe,49.04921,8.3803
1039879085,dm,49.04614,8.3815
1039782033,Netto Marken-Discount,49.04614,8.3815
1175973399,Ev. Kirchengemeinde Neureut-Kirchfeld,49.0493,8.39663
1039306523,Nordschule Neureut,49.05273,8.38098
1178852906,Christine Saur-Zöller,49.04938,8.39313
1005223835,Ev. Kindergarten Neureut,49.04949,8.39597
1131716830,FV Fortuna Kirchfeld,49.05601,8.40027
1174482025,Fächerrad,49.04722,8.37843
1005221417,Ev. Kindergarten Neureut,49.04414,8.37202
1193012835,Deutscher Kaiser,49.05358,8.38378
1040338488,Augenklinik Höh,49.04423,8.38976
1039814525,REWE,49.05394,8.393
1115828149,"BBBank eG, SB-Stelle",49.05394,8.393
1126267031,Sparkasse Karlsruhe Ettlingen,49.0542,8.39299
1039782039,E Aktiv Markt Rees,49.0454,8.38265
1108712241,Salon Brigitte,49.04889,8.37594
1166860352,K&U Bäckerei,49.04539,8.38265
801780830,Holbein-Apotheke,49.0476,8.37989
1193012818,City Apartment,49.04759,8.37987
1161080346,P+R Stadtbahn Adolf-Ehrmann-Bad,49.05063,8.38513
50603372,TOTAL,49.02545,8.44917
1070089220,Stadtbahn Reitschulschlag,49.0432,8.461
1070089216,Stadtbahn Jenaer Straße,49.03581,8.45617
1203029823,Kleingartenanlage Geroldsäcker,49.03981,8.45487
1005161569,Parzival-Schule,49.03563,8.45886
1113031272,EFA Autoteilewelt GmbH,49.01996,8.46757
1096758103,EFA Autoteilewelt GmbH,49.01996,8.46757
1161921580,P+R Bahnhof Hagsfeld,49.0278,8.4537
1039892871,Grundschule Hagsfeld,49.02946,8.45847
1070085731,Stadtbahn Hagsfeld Süd,49.02482,8.45008
1005232593,HORNBACH,49.01937,8.46185
1132269947,Matratzen CONCORD,49.01891,8.46345
1070085027,Stadtbahn Adolf-Ehrmann-Bad,49.0504,8.38428
1108712242,Friseursalon Crocoll,49.04885,8.37777
1040338636,Netto Marken-Discount,49.04894,8.37801
1039893093,Realschule Neureut,49.0462,8.3774
1024126494,"LIDL, Am Sandfeld",49.04447,8.39154
1039816637,St. Heinrich und Kunigunde,49.04773,8.39724
1005230915,Kath. Kinderg. St. Heinrich/Kunig.,49.04773,8.39724
1039782031,Netto Marken-Discount,49.05017,8.37817
57564969,Autohaus Linder Inh. Konrad GmbH,49.05769,8.38458
1161921578,P+R Bärenweg,49.04718,8.37916
1112147795,Blumenhaus Ulrich,49.04996,8.38405
1131716772,FC Germania Neureut 07,49.04729,8.36909
50605066,ACHAT Hotel,49.04393,8.39349
1039814523,Maurer,49.04416,8.37284
1005222847,Ev. Kindergarten Neureut,49.05191,8.37932
844448309,Autohaus Finger GmbH,49.05295,8.39564
1141613044,EUROMOBIL Autohaus Finger GmbH,49.05297,8.39563
1005227062,Ev. Kinderg. Neureut Paul Gerhardt,49.05436,8.38672
1164824948,Hermes PaketShop,49.04828,8.37676
1164824955,Hermes PaketShop,49.05135,8.39599
1017621238,Metzgerei Groß,49.05154,8.39594
1131716800,Joseph-Gross-Platz,49.04874,8.39471
898512822,Neureut Friedhof Süd,49.0458,8.37261
1058551420,Dr. Ingeborg Hoffmann,49.03584,8.45415
51774597,Auerhahn,49.02902,8.4568
1178879802,Wladimir Margolf,49.02864,8.4563
1039815631,Laurentiuskirche,49.02833,8.46038
1110491168,Sparkasse Karlsruhe Ettlingen,49.02933,8.45714
1110491169,Sparkasse Karlsruhe Ettlingen,49.02933,8.45714
1131737497,Karl-Pfizer-Anlage,49.02884,8.45942
1070085730,Stadtbahn Hagsfeld Süd,49.02408,8.44908
1005231184,AWO Kindertages. "der Kleine Prinz",49.03482,8.45375
1017890544,Volksbank Karlsruhe,49.01838,8.4651
1132232879,Dänisches Bettenlager,49.01838,8.4651
1137762726,Köllezoo Karlsruhe,49.01838,8.4651
1017889740,Volksbank Karlsruhe,49.03096,8.45892
1039880701,Hertz,49.0215,8.46233
1039823166,St. Nikolaus von der Flüe,49.02901,8.45284
1131737516,Kleingartenanlage Hofäcker,49.02627,8.44929
1137720908,mömax Karlsruhe,49.02052,8.45814
1039308091,Evangel. Kindergarten,49.03165,8.45913
800709866,ARAL,49.02125,8.45834
1011104677,real,49.00482,8.44626
1192927651,Waldstadt Zentrum,49.03514,8.44507
898518959,Otto Hahn Gymnasium,49.03154,8.44408
1132207592,Radwerk,49.03575,8.43579
50609433,Durlacher Allee,49.00482,8.44626
898519414,Freie Waldorfschule,49.03258,8.43946
935594454,Auto Talke GdbR,49.02582,8.4745
1161086680,P+R Stadtbahn Grötzingen Bahnhof,49.00572,8.49443
1202661485,Niddaplatz,49.00635,8.49633
998045415,S&G Automobil AG,49.02121,8.35169
1017888229,Volksbank Karlsruhe,48.99769,8.3717
996602887,Hertz,48.997,8.37233
1203096156,Metro,48.99768,8.37169
1100508323,ZEEMAN,48.9959,8.44897
801780589,Hardt-Apotheke,49.04938,8.38006
1100506312,Metro,48.99768,8.37169
1017634450,Stadtteilbibliothek Waldstadt,49.03516,8.44402
1017634411,Stadtteilbibliothek Grötzingen,49.0073,8.49541
1017634417,Stadtteilbibliothek Mühlburg,49.0139,8.35501
1202397440,Pension Meier,48.9936,8.45166
1017890482,Volksbank Karlsruhe,49.04509,8.38122
1024643542,Volksbank Karlsruhe eG Filiale Neureut,49.04921,8.3803
1161857398,Kirchfeld-Apotheke,49.05202,8.39579
1070085017,Stadtbahn Welschneureuter Straße,49.04463,8.37409
1039243183,Mama Leone,49.04786,8.39273
1139003309,Stella Maris,49.04236,8.36632
1126267032,Sparkasse Karlsruhe Ettlingen,49.0542,8.39299
1164871087,KiK,49.04539,8.38265
1126226664,Nuraghe,49.05511,8.38102
1193012874,Trattoria Veneziana im Waldhorn,49.05511,8.38102
1163236651,PENNY,49.01932,8.46213
1070085026,Stadtbahn Adolf-Ehrmann-Bad,49.05048,8.38488
57566092,T-Tankstelle,49.05637,8.3835
1011026956,Gewerbegebiet Gottesauer Feld,49.05829,8.38331
51774684,Jin,49.04393,8.39349
1005164376,Werner Schuler,49.04856,8.38041
57553305,Autohaus Finger GmbH,49.05295,8.39564
50603929,Nagel's Kranz,49.05175,8.37769
1178852936,Dr. med. Eckhard sieben,49.0482,8.37672
57569339,"Post, Donauschwabenstraße",49.05133,8.396
51774598,Auerhahn,49.02902,8.4568
1039262371,Metzgerei R. Vogt,49.02999,8.45789
1131737514,Vereinigte Turnerschaft Hagsfeld 1895,49.0277,8.46
1039257286,Hagsfelder Stuben,49.0277,8.46
1178879797,Dr. med. Franz Wintermann,49.03089,8.45804
1039266220,Bäckerei-Konditorei Nußbaumer,49.03082,8.45828
1203029828,Baggersee Grötzingen,49.0238,8.49971
996904392,MAM Limited,49.02995,8.47198
1161474963,Rathaus-Apotheke Grötzingen,49.00759,8.49524
1108706861,Salon Adrian Fischer,49.00501,8.49833
1070085732,Stadtbahn KA-Hagsfeld Bahnhof,49.02717,8.45354
1048242706,Bahnhof Karlsruhe-Hagsfeld,49.02599,8.4533
801780837,Bären-Apotheke,49.02944,8.45718
1039782035,E Aktiv Markt Schier,49.02764,8.45501
1011027090,Gewerbegebiet Storrenacker,49.02266,8.46381
898512379,Friedhof Hagsfeld,49.02781,8.46074
1113023713,Service und Verkauf Karlsruhe,49.02149,8.45857
1161506869,Supermarkt Tankstelle am real,49.00479,8.44619
1204820605,DECATHLON,49.00391,8.44892
