LINK_ID,SDO,WKT
53179734,,"LINESTRING( 8.34138 49.01871, 8.34116 49.01881, 8.34095 49.01887, 8.34027 49.01888, 8.33906 49.0189, 8.33821 49.01891, 8.33768 49.01892, 8.33742 49.01894, 8.33707 49.01898)"
53194059,,"LINESTRING( 8.45367 49.03851, 8.45287 49.03883)"
996917282,,"LINESTRING( 8.46731 48.99125, 8.46738 48.99161, 8.46739 48.99179, 8.46706 48.992)"
997221091,,"LINESTRING( 8.37878 48.99109, 8.37907 48.99144)"
1191122228,,"LINESTRING( 8.38661 49.00366, 8.38664 49.00383)"
908033005,,"LINESTRING( 8.4136 49.01299, 8.41203 49.01304)"
908033007,,"LINESTRING( 8.4136 49.01299, 8.41384 49.01299, 8.41389 49.01302, 8.41392 49.01345)"
930857584,,"LINESTRING( 8.41509 49.01008, 8.41487 49.01009)"
53179339,,"LINESTRING( 8.33904 49.02825, 8.33928 49.02838)"
53178215,,"LINESTRING( 8.39995 49.05116, 8.39932 49.05165, 8.39922 49.0517)"
53182503,,"LINESTRING( 8.39586 48.98545, 8.39562 48.98644)"
807858661,,"LINESTRING( 8.38462 49.01477, 8.38483 49.01477)"
53191726,,"LINESTRING( 8.34803 49.01551, 8.34773 49.01573)"
909504987,,"LINESTRING( 8.41045 49.01043, 8.41085 49.0107)"
821647236,,"LINESTRING( 8.46236 48.97215, 8.46218 48.97222, 8.46195 48.97233, 8.46183 48.9724)"
53291245,,"LINESTRING( 8.38804 49.02643, 8.38807 49.0265)"
1082348668,,"LINESTRING( 8.35153 49.00648, 8.35243 49.00721)"
996909108,,"LINESTRING( 8.46455 48.97867, 8.46443 48.97892, 8.46435 48.97916, 8.46432 48.9794, 8.46431 48.97964, 8.46436 48.97997, 8.46432 48.98015, 8.46424 48.98033, 8.46368 48.98115, 8.46349 48.98149, 8.46346 48.98158, 8.46348 48.98167, 8.46356 48.9818)"
574418440,,"LINESTRING( 8.49782 49.00438, 8.49768 49.00441)"
1190869792,,"LINESTRING( 8.37448 48.98964, 8.37413 48.98978)"
1221869090,,"LINESTRING( 8.34591 49.02814, 8.34606 49.02823)"
53188634,,"LINESTRING( 8.43605 49.01563, 8.43622 49.0157)"
53178368,,"LINESTRING( 8.37768 49.04782, 8.37692 49.04835)"
540930649,,"LINESTRING( 8.46786 49.00246, 8.4678 49.00255)"
1132271624,,"LINESTRING( 8.3515 49.00524, 8.35115 49.00548, 8.352 49.00618)"
1192595137,,"LINESTRING( 8.4087 49.01175, 8.40854 49.01186)"
1193083492,,"LINESTRING( 8.4454 48.97161, 8.44533 48.97168, 8.44502 48.97198, 8.44483 48.97213)"
1225189331,,"LINESTRING( 8.35612 48.99773, 8.35625 48.99801)"
53178905,,"LINESTRING( 8.34311 49.03482, 8.34424 49.03564)"
914942502,,"LINESTRING( 8.39422 49.0054, 8.39424 49.00544, 8.39422 49.0055, 8.39418 49.00553, 8.39411 49.00556)"
996678534,,"LINESTRING( 8.45597 48.99227, 8.45621 48.99235, 8.45662 48.99294)"
1222003621,,"LINESTRING( 8.41633 48.99794, 8.42003 48.99922)"
930894932,,"LINESTRING( 8.4151 49.00705, 8.41499 49.00721, 8.41487 49.00767)"
53184830,,"LINESTRING( 8.49952 49.00945, 8.4998 49.00943, 8.50019 49.00947, 8.5005 49.00952)"
53182627,,"LINESTRING( 8.38996 48.98252, 8.39037 48.98255)"
1082384845,,"LINESTRING( 8.34369 48.99948, 8.34372 48.99959, 8.34383 48.99988, 8.34395 49.00014, 8.34398 49.00021)"
988660166,,"LINESTRING( 8.51739 49.01651, 8.51839 49.01665, 8.51888 49.01678)"
1227513794,,"LINESTRING( 8.3954 48.97714, 8.39667 48.97762)"
53188601,,"LINESTRING( 8.3667 49.01603, 8.36814 49.01592, 8.36823 49.01618)"
53191167,,"LINESTRING( 8.41227 48.99241, 8.41234 48.99258, 8.4123 48.99263, 8.41219 48.99266)"
53183609,,"LINESTRING( 8.50271 48.95286, 8.50236 48.95327)"
821646621,,"LINESTRING( 8.47318 48.97361, 8.47309 48.97373, 8.47304 48.97383, 8.47301 48.97393)"
999219294,,"LINESTRING( 8.50833 49.00515, 8.5084 49.00507, 8.50844 49.00505, 8.50851 49.00505, 8.50863 49.00507, 8.5088 49.00512, 8.50905 49.00514, 8.50959 49.00519, 8.51038 49.00524, 8.51097 49.00526)"
53179832,,"LINESTRING( 8.37947 49.01667, 8.37745 49.01676)"
53190266,,"LINESTRING( 8.3745 48.98981, 8.37379 48.9901)"
724130339,,"LINESTRING( 8.49793 48.94452, 8.49701 48.94483)"
53185451,,"LINESTRING( 8.50804 48.98032, 8.50799 48.9804, 8.50656 48.98146)"
1193799617,,"LINESTRING( 8.40391 48.98489, 8.40387 48.98555)"
1192523331,,"LINESTRING( 8.44624 49.00483, 8.44633 49.00497)"
53189353,,"LINESTRING( 8.38609 49.0077, 8.38508 49.00774)"
589257400,,"LINESTRING( 8.41178 48.98151, 8.41342 48.98179)"
53184958,,"LINESTRING( 8.29448 48.99852, 8.29495 48.99913)"
53191219,,"LINESTRING( 8.47813 48.95119, 8.4779 48.9514)"
1228913693,,"LINESTRING( 8.45227 49.00467, 8.45228 49.00469)"
802473181,,"LINESTRING( 8.39651 49.05346, 8.39642 49.05406)"
907384620,,"LINESTRING( 8.40412 49.01104, 8.40423 49.01166, 8.4043 49.01241)"
1167160062,,"LINESTRING( 8.43317 49.00605, 8.43236 49.00621, 8.43159 49.00635)"
53182805,,"LINESTRING( 8.40701 48.97803, 8.40655 48.97832)"
1192595134,,"LINESTRING( 8.46163 48.98107, 8.46173 48.98117, 8.46147 48.98123, 8.46125 48.98124)"
1192114630,,"LINESTRING( 8.42722 49.09026, 8.4262 49.09031)"
808141952,,"LINESTRING( 8.46285 48.99583, 8.46281 48.99588, 8.46273 48.99603)"
53187456,,"LINESTRING( 8.47471 48.95708, 8.47514 48.95743)"
53187090,,"LINESTRING( 8.45181 49.03486, 8.45154 49.03491)"
1160275909,,"LINESTRING( 8.38663 48.99089, 8.38645 48.99101, 8.38638 48.99105, 8.38626 48.99112, 8.38591 48.99123, 8.38569 48.99127, 8.3856 48.99129, 8.38554 48.9913, 8.3854 48.99131, 8.38529 48.9913, 8.38523 48.99129, 8.38519 48.99128, 8.38514 48.99126, 8.38509 48.99126)"
993066237,,"LINESTRING( 8.47159 48.95723, 8.47229 48.95764, 8.47265 48.95743)"
53179831,,"LINESTRING( 8.37947 49.01667, 8.37962 49.01837)"
53191989,,"LINESTRING( 8.36546 48.98335, 8.36553 48.98343, 8.36562 48.98353, 8.36567 48.98361, 8.36569 48.98369, 8.36568 48.98441)"
59390395,,"LINESTRING( 8.41318 49.01168, 8.41322 49.01212)"
1162195445,,"LINESTRING( 8.50445 49.00658, 8.50446 49.00678)"
1085318540,,"LINESTRING( 8.35229 49.01371, 8.3519 49.01383)"
53178961,,"LINESTRING( 8.38972 49.03445, 8.39056 49.03499)"
1132266262,,"LINESTRING( 8.33449 48.99285, 8.33437 48.99284, 8.33425 48.99284, 8.33413 48.99288, 8.33381 48.993, 8.33375 48.99305, 8.33377 48.99311)"
1190751929,,"LINESTRING( 8.35384 49.01616, 8.35373 49.01631)"
53188317,,"LINESTRING( 8.42966 49.00839, 8.42762 49.00877)"
53178157,,"LINESTRING( 8.40039 49.05362, 8.40054 49.05369)"
53180915,,"LINESTRING( 8.33219 49.00249, 8.33213 49.00263)"
