,SERIALNO,STRTTIME,ENDTIME,TRVLCMIN,HHSIZE,HHVEHCNT,HHFAMINC,WRKCOUNT,R_AGE,EDUC,R_SEX,LAT,LON,predicted_Class
39,2021HU0343140,1100,1200,60,15,2.0,6,2.0,2,1,2,9.0568,7.46549,1
40,2021HU0343140,1100,1200,60,15,2.0,6,2.0,2,1,2,9.05681,7.46549,1
41,2021HU0343140,1100,1200,60,15,2.0,6,2.0,2,1,2,9.0568,7.46549,1
42,2021HU0343140,1100,1200,60,15,2.0,6,2.0,2,1,2,9.05681,7.46549,1
43,2021HU0343140,1100,1200,60,15,2.0,6,2.0,2,1,2,9.0568,7.46549,1
44,2021HU0343140,1100,1200,60,15,2.0,6,2.0,2,1,2,9.05681,7.46549,1
45,2021HU0343140,1100,1200,60,15,2.0,6,2.0,2,1,2,9.0568,7.46549,1
46,2021HU0343140,1100,1200,60,15,2.0,6,2.0,2,1,2,9.05681,7.46549,1
47,2021HU0343140,1100,1200,60,15,2.0,6,2.0,2,1,2,9.0568,7.46549,1
48,2021HU0343140,1100,1200,60,15,2.0,6,2.0,2,1,2,9.05681,7.46549,1
49,2021HU0343140,1100,1200,60,15,2.0,6,2.0,2,1,2,9.0568,7.46549,1
50,2021HU0343140,1100,1200,60,15,2.0,6,2.0,2,1,2,9.05681,7.46549,1
51,2021HU0343140,1100,1200,60,15,2.0,6,2.0,2,1,2,9.0568,7.46549,1
52,2018HU1163183,1100,1200,60,5,3.0,6,3.0,4,3,1,9.00304,7.56025,2
53,2018HU1163183,1100,1200,60,5,3.0,6,3.0,4,3,1,9.00305,7.56025,2
54,2018HU1163183,1100,1200,60,5,3.0,6,3.0,4,3,1,9.00304,7.56025,2
55,2018HU1163183,1100,1200,60,5,3.0,6,3.0,4,3,1,9.00305,7.56025,2
56,2018HU1163183,1100,1200,60,5,3.0,6,3.0,4,3,1,9.00304,7.56025,2
57,2018HU1266042,1100,1200,60,1,3.0,8,3.0,2,1,2,8.9741,7.49017,2
58,2018HU0510879,1100,1200,60,3,3.0,9,2.0,2,1,2,9.07497,7.43258,6
59,2018HU0510879,1100,1200,60,3,3.0,9,2.0,2,1,2,9.07498,7.43258,6
60,2018HU0510879,1100,1200,60,3,3.0,9,2.0,2,1,2,9.07497,7.43258,6
61,2019HU0226332,1100,1200,60,2,3.0,6,2.0,2,1,1,9.04521,7.40591,1
62,2019HU0226332,1100,1200,60,2,3.0,6,2.0,2,1,1,9.04522,7.40591,1
63,2017000515932,1100,1200,60,2,2.0,6,3.0,2,1,1,9.07114,7.48524,2
64,2017000515932,1100,1200,60,2,2.0,6,3.0,2,1,1,9.07115,7.48524,2
65,2020HU0378270,1100,1200,60,2,3.0,10,3.0,4,2,2,9.03061,7.502,2
66,2020HU0378270,1100,1200,60,2,3.0,10,3.0,4,2,2,9.030619999999999,7.502,2
67,2020HU1124512,1100,1200,60,2,1.0,4,1.0,2,1,2,8.96854,7.46456,6
68,2020HU1124512,1100,1200,60,2,1.0,4,1.0,2,1,2,8.96855,7.46456,6
69,2017001328840,1100,1200,60,1,3.0,6,2.0,4,2,1,9.08081,7.43103,2
70,2017000831008,1100,1200,60,3,3.0,7,3.0,3,2,1,9.07398,7.40382,2
71,2017000831008,1100,1200,60,3,3.0,7,3.0,3,2,1,9.07399,7.40382,2
72,2017000831008,1100,1200,60,3,3.0,7,3.0,3,2,1,9.07398,7.40382,2
73,2019HU0600756,1100,1200,60,1,3.0,6,3.0,4,2,1,9.0372,7.48506,2
74,2021HU0400507,1100,1200,60,4,3.0,7,3.0,4,2,2,9.00009,7.42591,1
75,2021HU0400507,1100,1200,60,4,3.0,7,3.0,4,2,2,9.0001,7.42591,1
76,2021HU0400507,1100,1200,60,4,3.0,7,3.0,4,2,2,9.00009,7.42591,1
77,2021HU0400507,1100,1200,60,4,3.0,7,3.0,4,2,2,9.0001,7.42591,1
78,2018HU0815113,1100,1200,60,1,3.0,9,3.0,2,1,2,8.96609,7.38186,2
79,2020HU0635187,1100,1200,60,16,2.0,10,3.0,2,1,2,9.07576,7.43018,1
80,2020HU0635187,1100,1200,60,16,2.0,10,3.0,2,1,2,9.07577,7.43018,1
81,2020HU0635187,1100,1200,60,16,2.0,10,3.0,2,1,2,9.07576,7.43018,1
82,2020HU0635187,1100,1200,60,16,2.0,10,3.0,2,1,2,9.07577,7.43018,1
83,2020HU0635187,1100,1200,60,16,2.0,10,3.0,2,1,2,9.07576,7.43018,1
84,2020HU0635187,1100,1200,60,16,2.0,10,3.0,2,1,2,9.07577,7.43018,1
85,2020HU0635187,1100,1200,60,16,2.0,10,3.0,2,1,2,9.07576,7.43018,1
86,2020HU0635187,1100,1200,60,16,2.0,10,3.0,2,1,2,9.07577,7.43018,1
87,2020HU0635187,1100,1200,60,16,2.0,10,3.0,2,1,2,9.07576,7.43018,1
88,2020HU0635187,1100,1200,60,16,2.0,10,3.0,2,1,2,9.07577,7.43018,1
89,2020HU0635187,1100,1200,60,16,2.0,10,3.0,2,1,2,9.07576,7.43018,1
90,2020HU0635187,1100,1200,60,16,2.0,10,3.0,2,1,2,9.07577,7.43018,1
91,2020HU0635187,1100,1200,60,16,2.0,10,3.0,2,1,2,9.07576,7.43018,1
92,2020HU0635187,1100,1200,60,16,2.0,10,3.0,2,1,2,9.07577,7.43018,1
93,2020HU0635187,1100,1200,60,16,2.0,10,3.0,2,1,2,9.07576,7.43018,1
94,2020HU0635187,1100,1200,60,16,2.0,10,3.0,2,1,2,9.07577,7.43018,1
95,2020HU0766721,1100,1200,60,2,0.0,10,3.0,4,1,1,9.06568,7.46812,2
96,2020HU0766721,1100,1200,60,2,0.0,10,3.0,4,1,1,9.06569,7.46812,2
97,2020HU1129731,1100,1200,60,10,3.0,6,3.0,2,1,1,8.97346,7.18634,1
98,2020HU1129731,1100,1200,60,10,3.0,6,3.0,2,1,1,8.973469999999999,7.18634,1
99,2020HU1129731,1100,1200,60,10,3.0,6,3.0,2,1,1,8.97346,7.18634,1
100,2020HU1129731,1100,1200,60,10,3.0,6,3.0,2,1,1,8.973469999999999,7.18634,1
101,2020HU1129731,1100,1200,60,10,3.0,6,3.0,2,1,1,8.97346,7.18634,1
102,2020HU1129731,1100,1200,60,10,3.0,6,3.0,2,1,1,8.973469999999999,7.18634,1
103,2020HU1129731,1100,1200,60,10,3.0,6,3.0,2,1,1,8.97346,7.18634,1
104,2020HU1129731,1100,1200,60,10,3.0,6,3.0,2,1,1,8.973469999999999,7.18634,1
105,2020HU1129731,1100,1200,60,10,3.0,6,3.0,2,1,1,8.97346,7.18634,1
106,2020HU1129731,1100,1200,60,10,3.0,6,3.0,2,1,1,8.973469999999999,7.18634,1
107,2017000342692,1100,1200,60,6,2.0,7,2.0,2,1,2,8.9491,7.26208,6
108,2017000342692,1100,1200,60,6,2.0,7,2.0,2,1,2,8.94911,7.26208,6
109,2017000342692,1100,1200,60,6,2.0,7,2.0,2,1,2,8.9491,7.26208,6
110,2017000342692,1100,1200,60,6,2.0,7,2.0,2,1,2,8.94911,7.26208,6
111,2017000342692,1100,1200,60,6,2.0,7,2.0,2,1,2,8.9491,7.26208,6
112,2017000342692,1100,1200,60,6,2.0,7,2.0,2,1,2,8.94911,7.26208,6
113,2018HU1101415,1100,1200,60,3,3.0,10,3.0,1,1,1,8.99864,7.46502,1
114,2018HU1101415,1100,1200,60,3,3.0,10,3.0,1,1,1,8.99865,7.46502,1
115,2018HU1101415,1100,1200,60,3,3.0,10,3.0,1,1,1,8.99864,7.46502,1
116,2017000630206,1100,1200,60,4,2.0,4,1.0,1,1,1,9.08364,7.48682,1
117,2017000630206,1100,1200,60,4,2.0,4,1.0,1,1,1,9.08365,7.48682,1
118,2017000630206,1100,1200,60,4,2.0,4,1.0,1,1,1,9.08364,7.48682,1
119,2017000630206,1100,1200,60,4,2.0,4,1.0,1,1,1,9.08365,7.48682,1
120,2018HU0039989,1100,1200,60,3,3.0,6,1.0,2,1,1,9.00304,7.45594,1
121,2018HU0039989,1100,1200,60,3,3.0,6,1.0,2,1,1,9.00305,7.45594,1
122,2018HU0039989,1100,1200,60,3,3.0,6,1.0,2,1,1,9.00304,7.45594,1
123,2019HU0091653,1100,1200,60,2,3.0,7,2.0,1,1,2,9.08714,7.47733,1
124,2019HU0091653,1100,1200,60,2,3.0,7,2.0,1,1,2,9.08715,7.47733,1
125,2018HU1231092,1100,1200,60,1,3.0,6,3.0,4,3,2,9.07112,7.40147,2
126,2020HU0974414,1100,1200,60,2,3.0,8,3.0,2,2,1,9.03217,7.58312,2
127,2020HU0974414,1100,1200,60,2,3.0,8,3.0,2,2,1,9.03218,7.58312,2
128,2020HU1018270,1100,1200,60,1,1.0,6,3.0,2,1,2,9.03546,7.58156,2
129,2020HU0350211,1100,1200,60,1,3.0,5,1.0,4,2,1,9.07066,7.44372,2
130,2020HU0852554,1100,1200,60,2,1.0,10,3.0,4,2,2,9.03265,7.44424,2
131,2020HU0852554,1100,1200,60,2,1.0,10,3.0,4,2,2,9.03266,7.44424,2
132,2019HU0129184,1100,1200,60,1,3.0,7,3.0,4,2,1,9.05889,7.37536,2
133,2017001007420,1100,1200,60,1,3.0,7,3.0,4,2,2,9.09205,7.49402,2
134,2019HU0582656,1100,1200,60,1,2.0,6,1.0,4,2,1,9.04895,7.47441,2
135,2021HU0351335,1100,1200,60,1,2.0,5,1.0,4,2,1,9.06452,7.37098,2
136,2019HU0915694,1100,1200,60,8,3.0,5,2.0,4,2,2,9.07853,7.39198,1
137,2019HU0915694,1100,1200,60,8,3.0,5,2.0,4,2,2,9.07854,7.39198,1
138,2019HU0915694,1100,1200,60,8,3.0,5,2.0,4,2,2,9.07853,7.39198,1
139,2019HU0915694,1100,1200,60,8,3.0,5,2.0,4,2,2,9.07854,7.39198,1
140,2019HU0915694,1100,1200,60,8,3.0,5,2.0,4,2,2,9.07853,7.39198,1
141,2019HU0915694,1100,1200,60,8,3.0,5,2.0,4,2,2,9.07854,7.39198,1
142,2019HU0915694,1100,1200,60,8,3.0,5,2.0,4,2,2,9.07853,7.39198,1
143,2019HU0915694,1100,1200,60,8,3.0,5,2.0,4,2,2,9.07854,7.39198,1
144,2018HU0577308,1100,1200,60,2,3.0,8,3.0,2,1,1,9.0743,7.49162,2
145,2018HU0577308,1100,1200,60,2,3.0,8,3.0,2,1,1,9.074309999999999,7.49162,2
146,2017001209932,1100,1200,60,3,2.0,7,3.0,2,1,1,9.03211,7.46999,2
147,2017001209932,1100,1200,60,3,2.0,7,3.0,2,1,1,9.032119999999999,7.46999,2
148,2017001209932,1100,1200,60,3,2.0,7,3.0,2,1,1,9.03211,7.46999,2
149,2020HU0375399,1100,1200,60,1,2.0,8,3.0,4,3,1,9.03496,7.52302,2
150,2018HU0411237,1100,1200,60,1,3.0,7,3.0,1,1,2,9.12944,7.37041,2
151,2020HU0626323,1100,1200,60,1,0.0,2,0.0,4,1,1,9.05204,7.46103,5
152,2021HU0538432,1100,1200,60,4,2.0,5,1.0,2,1,2,9.0493,7.48239,6
153,2021HU0538432,1100,1200,60,4,2.0,5,1.0,2,1,2,9.04931,7.48239,6
154,2021HU0538432,1100,1200,60,4,2.0,5,1.0,2,1,2,9.0493,7.48239,6
155,2021HU0538432,1100,1200,60,4,2.0,5,1.0,2,1,2,9.04931,7.48239,6
156,2017000802491,1100,1200,60,1,1.0,3,1.0,2,1,1,9.07234,7.48768,1
157,2020HU0664323,1100,1200,60,5,2.0,7,2.0,2,1,2,9.04291,7.51468,6
158,2020HU0664323,1100,1200,60,5,2.0,7,2.0,2,1,2,9.042919999999999,7.51468,6
159,2020HU0664323,1100,1200,60,5,2.0,7,2.0,2,1,2,9.04291,7.51468,6
160,2020HU0664323,1100,1200,60,5,2.0,7,2.0,2,1,2,9.042919999999999,7.51468,6
161,2020HU0664323,1100,1200,60,5,2.0,7,2.0,2,1,2,9.04291,7.51468,6
162,2017000663163,1100,1200,60,2,3.0,10,3.0,4,4,1,9.07001,7.48245,2
163,2017000663163,1100,1200,60,2,3.0,10,3.0,4,4,1,9.07002,7.48245,2
164,2019HU1381394,1100,1200,60,1,3.0,8,3.0,2,1,2,9.04076,7.50016,2
165,2017000949056,1100,1200,60,2,2.0,4,2.0,2,1,2,9.02774,7.49495,1
166,2017000949056,1100,1200,60,2,2.0,4,2.0,2,1,2,9.02775,7.49495,1
167,2017000475165,1100,1200,60,1,2.0,7,2.0,4,3,1,9.06771,7.43171,2
168,2017000827374,1100,1200,60,2,3.0,6,2.0,2,1,1,9.08888,7.47989,1
169,2017000827374,1100,1200,60,2,3.0,6,2.0,2,1,1,9.08889,7.47989,1
170,2021HU0631756,1100,1200,60,2,3.0,7,3.0,2,1,2,9.09009,7.48274,2
171,2021HU0631756,1100,1200,60,2,3.0,7,3.0,2,1,2,9.0901,7.48274,2
172,2021HU0855735,1100,1200,60,1,3.0,6,3.0,4,2,1,9.045,7.41164,2
173,2019HU0880303,1100,1200,60,1,1.0,10,3.0,3,1,2,9.07775,7.47358,2
174,2019HU0109358,1100,1200,60,2,3.0,8,3.0,4,2,1,9.07239,7.49055,2
175,2019HU0109358,1100,1200,60,2,3.0,8,3.0,4,2,1,9.0724,7.49055,2
176,2020HU0872658,1100,1200,60,2,3.0,8,3.0,2,1,2,9.15086,7.33751,2
177,2020HU0872658,1100,1200,60,2,3.0,8,3.0,2,1,2,9.15087,7.33751,2
178,2019HU0283320,1100,1200,60,1,3.0,6,2.0,2,1,2,9.07857,7.49469,2
179,2018HU1199596,1100,1200,60,1,1.0,6,2.0,1,1,1,9.10528,7.49132,1
180,2021HU0487482,1100,1200,60,1,3.0,10,2.0,2,1,1,9.04787,7.48515,2
181,2019HU1143460,1100,1200,60,1,3.0,6,2.0,2,1,1,9.01602,7.4803,2
182,2017000134996,1100,1200,60,1,2.0,5,1.0,4,2,2,9.07179,7.48186,5
183,2018HU0075553,1100,1200,60,1,1.0,3,2.0,4,1,2,9.08898,7.47854,2
184,2018HU1319520,1100,1200,60,1,3.0,5,1.0,1,1,1,9.07328,7.3134,1
185,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,1
186,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,1
187,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,1
188,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,1
189,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,1
190,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,1
191,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,1
192,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,1
193,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,1
194,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,1
195,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,1
196,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,1
197,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,1
198,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,1
199,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,1
200,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,1
201,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,1
202,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,1
203,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,1
204,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,1
205,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,1
206,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,1
207,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,1
208,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,1
209,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,1
210,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,1
211,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,1
212,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,1
213,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,1
214,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,1
215,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,1
216,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,1
217,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,1
218,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,1
219,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,1
220,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,1
221,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,1
222,2021HU0764711,1100,1200,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,1
223,2021HU0503139,1100,1200,60,2,3.0,8,3.0,4,4,1,9.00882,7.47166,2
224,2021HU0503139,1100,1200,60,2,3.0,8,3.0,4,4,1,9.00883,7.47166,2
225,2021HU0220535,1100,1200,60,5,3.0,3,1.0,2,1,2,9.07951,7.48491,6
226,2021HU0220535,1100,1200,60,5,3.0,3,1.0,2,1,2,9.07952,7.48491,6
227,2021HU0220535,1100,1200,60,5,3.0,3,1.0,2,1,2,9.07951,7.48491,6
228,2021HU0220535,1100,1200,60,5,3.0,3,1.0,2,1,2,9.07952,7.48491,6
229,2021HU0220535,1100,1200,60,5,3.0,3,1.0,2,1,2,9.07951,7.48491,6
230,2021HU1304185,1100,1200,60,1,2.0,7,1.0,2,1,2,9.07006,7.44913,6
231,2020HU0625742,1100,1200,60,3,3.0,9,2.0,2,1,1,9.07488,7.3962,6
232,2020HU0625742,1100,1200,60,3,3.0,9,2.0,2,1,1,9.07489,7.3962,6
233,2020HU0625742,1100,1200,60,3,3.0,9,2.0,2,1,1,9.07488,7.3962,6
234,2021HU1072960,1100,1200,60,9,3.0,4,1.0,2,1,2,9.05014,7.50859,1
235,2021HU1072960,1100,1200,60,9,3.0,4,1.0,2,1,2,9.05015,7.50859,1
236,2021HU1072960,1100,1200,60,9,3.0,4,1.0,2,1,2,9.05014,7.50859,1
237,2021HU1072960,1100,1200,60,9,3.0,4,1.0,2,1,2,9.05015,7.50859,1
238,2021HU1072960,1100,1200,60,9,3.0,4,1.0,2,1,2,9.05014,7.50859,1
239,2021HU1072960,1100,1200,60,9,3.0,4,1.0,2,1,2,9.05015,7.50859,1
240,2021HU1072960,1100,1200,60,9,3.0,4,1.0,2,1,2,9.05014,7.50859,1
241,2021HU1072960,1100,1200,60,9,3.0,4,1.0,2,1,2,9.05015,7.50859,1
242,2021HU1072960,1100,1200,60,9,3.0,4,1.0,2,1,2,9.05014,7.50859,1
243,2017000312961,1100,1200,60,1,3.0,7,3.0,2,1,1,8.96868,7.43814,2
244,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,5
245,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,5
246,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,5
247,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,5
248,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,5
249,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,5
250,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,5
251,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,5
252,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,5
253,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,5
254,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,5
255,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,5
256,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,5
257,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,5
258,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,5
259,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,5
260,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,5
261,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,5
262,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,5
263,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,5
264,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,5
265,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,5
266,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,5
267,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,5
268,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,5
269,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,5
270,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,5
271,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,5
272,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,5
273,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,5
274,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,5
275,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,5
276,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,5
277,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,5
278,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,5
279,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,5
280,2018HU1387639,1100,1200,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,5
281,2020HU1102732,1100,1200,60,4,1.0,3,3.0,1,1,1,9.02057,7.58293,1
282,2020HU1102732,1100,1200,60,4,1.0,3,3.0,1,1,1,9.020579999999999,7.58293,1
283,2020HU1102732,1100,1200,60,4,1.0,3,3.0,1,1,1,9.02057,7.58293,1
284,2020HU1102732,1100,1200,60,4,1.0,3,3.0,1,1,1,9.020579999999999,7.58293,1
285,2018HU1256815,1100,1200,60,1,1.0,6,3.0,2,1,1,9.01345,7.58968,2
286,2019HU1335744,1100,1200,60,18,2.0,10,1.0,1,1,2,9.08068,7.44793,1
