,Unnamed: 0,SERIALNO,STRTTIME,ENDTIME,TRVLCMIN,HHSIZE,HHVEHCNT,HHFAMINC,WRKCOUNT,R_AGE,EDUC,R_SEX,LAT,LON,predicted_Class
7749,7749,2017000063503,1000,1100,60,1,2.0,6,2.0,4,3,1,9.1422,7.36924,2
4622,4622,2017000065925,1000,1100,60,1,3.0,6,3.0,2,1,1,9.1422,7.36924,2
8839,8839,2017000067927,1000,1100,60,1,0.0,3,0.0,5,2,1,9.03328,7.49891,5
2964,2964,2017000068209,1000,1100,60,1,2.0,6,2.0,4,2,1,9.1422,7.36924,2
5124,5124,2017000069439,1000,1100,60,1,3.0,5,2.0,4,4,1,9.1422,7.36924,2
356,356,2017000070041,1000,1100,60,1,2.0,4,1.0,5,2,2,9.03328,7.49891,5
8008,8008,2017000073577,1000,1100,60,1,3.0,6,0.0,4,2,1,9.03328,7.49891,5
4665,4665,2017000073728,1000,1100,60,1,3.0,7,3.0,4,3,2,9.1422,7.36924,2
6914,6914,2017000075013,1000,1100,60,1,2.0,2,0.0,5,2,1,9.03328,7.49891,5
2931,2931,2017000078387,1000,1100,60,1,3.0,6,2.0,2,1,1,9.1422,7.36924,2
5974,5974,2017000079782,1000,1100,60,4,3.0,8,2.0,4,2,2,9.07851,7.47445,6
5975,5975,2017000079782,1000,1100,60,4,3.0,8,2.0,4,2,2,9.07851,7.47445,6
5973,5973,2017000079782,1000,1100,60,4,3.0,8,2.0,4,2,2,9.07851,7.47445,6
5972,5972,2017000079782,1000,1100,60,4,3.0,8,2.0,4,2,2,9.07851,7.47445,6
8219,8219,2017000082009,1000,1100,60,1,2.0,8,0.0,5,2,2,9.03328,7.49891,5
7671,7671,2017000082350,1000,1100,60,1,2.0,4,2.0,4,2,1,9.1422,7.36924,2
4597,4597,2017000082557,1000,1100,60,2,3.0,8,2.0,4,3,2,9.1422,7.36924,2
4596,4596,2017000082557,1000,1100,60,2,3.0,8,2.0,4,3,2,9.1422,7.36924,2
6674,6674,2017000084284,1000,1100,60,1,2.0,8,1.0,5,3,1,9.1422,7.36924,2
5949,5949,2017000086066,1000,1100,60,1,3.0,9,2.0,4,3,2,9.1422,7.36924,2
5576,5576,2017000087194,1000,1100,60,2,1.0,7,2.0,5,2,2,9.1422,7.36924,2
5575,5575,2017000087194,1000,1100,60,2,1.0,7,2.0,5,2,2,9.1422,7.36924,2
8094,8094,2017000087534,1000,1100,60,1,1.0,7,2.0,5,2,1,9.1422,7.36924,2
4704,4704,2017000089817,1000,1100,60,3,2.0,8,2.0,2,1,2,9.07851,7.47445,6
4703,4703,2017000089817,1000,1100,60,3,2.0,8,2.0,2,1,2,9.07851,7.47445,6
4705,4705,2017000089817,1000,1100,60,3,2.0,8,2.0,2,1,2,9.07851,7.47445,6
901,901,2017000092014,1000,1100,60,2,1.0,4,1.0,4,2,1,9.03328,7.49891,5
902,902,2017000092014,1000,1100,60,2,1.0,4,1.0,4,2,1,9.03328,7.49891,5
7253,7253,2017000093400,1000,1100,60,1,2.0,2,1.0,2,1,2,9.07851,7.47445,6
7167,7167,2017000093513,1000,1100,60,1,1.0,5,0.0,5,1,2,9.03328,7.49891,5
7078,7078,2017000095056,1000,1100,60,2,3.0,7,1.0,5,2,1,9.03328,7.49891,5
7079,7079,2017000095056,1000,1100,60,2,3.0,7,1.0,5,2,1,9.03328,7.49891,5
5554,5554,2017000095075,1000,1100,60,1,3.0,7,2.0,4,2,2,9.1422,7.36924,2
8178,8178,2017000095837,1000,1100,60,1,2.0,5,2.0,4,4,2,9.1422,7.36924,2
7427,7427,2017000097643,1000,1100,60,1,2.0,6,1.0,5,2,2,9.03328,7.49891,5
1099,1099,2017000099009,1000,1100,60,1,1.0,4,0.0,4,1,1,9.03328,7.49891,5
8945,8945,2017000100776,1000,1100,60,1,1.0,2,0.0,5,2,2,9.03328,7.49891,5
2258,2258,2017000101711,1000,1100,60,1,3.0,7,3.0,4,4,2,9.1422,7.36924,2
9226,9226,2017000105683,1000,1100,60,1,1.0,5,0.0,4,2,1,9.03328,7.49891,5
4959,4959,2017000112469,1000,1100,60,2,3.0,5,3.0,4,2,2,9.1422,7.36924,2
4960,4960,2017000112469,1000,1100,60,2,3.0,5,3.0,4,2,2,9.1422,7.36924,2
5951,5951,2017000114639,1000,1100,60,1,2.0,6,1.0,4,3,2,9.1422,7.36924,2
3325,3325,2017000115511,1000,1100,60,1,3.0,8,3.0,2,1,2,9.1422,7.36924,2
2145,2145,2017000115889,1000,1100,60,2,2.0,8,2.0,2,1,1,9.07851,7.47445,6
2146,2146,2017000115889,1000,1100,60,2,2.0,8,2.0,2,1,1,9.07851,7.47445,6
4290,4290,2017000119690,1000,1100,60,2,3.0,5,2.0,5,2,1,9.1422,7.36924,2
4289,4289,2017000119690,1000,1100,60,2,3.0,5,2.0,5,2,1,9.1422,7.36924,2
7345,7345,2017000121346,1000,1100,60,2,1.0,3,2.0,4,3,2,9.1422,7.36924,2
7344,7344,2017000121346,1000,1100,60,2,1.0,3,2.0,4,3,2,9.1422,7.36924,2
3309,3309,2017000122501,1000,1100,60,1,3.0,8,3.0,4,2,1,9.1422,7.36924,2
4741,4741,2017000122843,1000,1100,60,1,3.0,7,2.0,2,1,2,9.1422,7.36924,2
5302,5302,2017000123466,1000,1100,60,2,2.0,7,2.0,4,4,2,9.1422,7.36924,2
5303,5303,2017000123466,1000,1100,60,2,2.0,7,2.0,4,4,2,9.1422,7.36924,2
2248,2248,2017000126140,1000,1100,60,1,3.0,9,3.0,2,1,2,9.1422,7.36924,2
7563,7563,2017000126303,1000,1100,60,1,3.0,8,1.0,5,4,2,9.1422,7.36924,2
3634,3634,2017000127271,1000,1100,60,1,2.0,3,1.0,4,3,2,9.1422,7.36924,2
3594,3594,2017000130839,1000,1100,60,1,3.0,10,0.0,4,2,1,9.07851,7.47445,6
6939,6939,2017000134078,1000,1100,60,1,2.0,6,2.0,4,4,1,9.1422,7.36924,2
4962,4962,2017000134522,1000,1100,60,1,3.0,3,1.0,4,3,2,9.1422,7.36924,2
182,182,2017000134996,1000,1100,60,1,2.0,5,1.0,4,2,2,9.1422,7.36924,2
2227,2227,2017000135079,1000,1100,60,1,2.0,3,1.0,4,3,1,9.1422,7.36924,2
1881,1881,2017000135646,1000,1100,60,2,3.0,7,3.0,4,1,1,9.1422,7.36924,2
1880,1880,2017000135646,1000,1100,60,2,3.0,7,3.0,4,1,1,9.1422,7.36924,2
8742,8742,2017000136350,1000,1100,60,1,1.0,1,0.0,4,1,2,9.03328,7.49891,5
7853,7853,2017000137461,1000,1100,60,1,3.0,8,2.0,4,3,2,9.1422,7.36924,2
2549,2549,2017000137494,1000,1100,60,3,3.0,9,2.0,4,3,2,9.07851,7.47445,6
2548,2548,2017000137494,1000,1100,60,3,3.0,9,2.0,4,3,2,9.07851,7.47445,6
2547,2547,2017000137494,1000,1100,60,3,3.0,9,2.0,4,3,2,9.07851,7.47445,6
6492,6492,2017000140559,1000,1100,60,1,2.0,6,2.0,5,2,2,9.1422,7.36924,2
3910,3910,2017000140861,1000,1100,60,1,3.0,6,1.0,4,3,2,9.1422,7.36924,2
5425,5425,2017000141321,1000,1100,60,1,2.0,8,2.0,2,1,2,9.1422,7.36924,2
9859,9859,2017000141901,1000,1100,60,1,1.0,5,0.0,4,3,2,9.03328,7.49891,5
4610,4610,2017000143668,1000,1100,60,4,2.0,9,1.0,2,1,2,9.07851,7.47445,6
4612,4612,2017000143668,1000,1100,60,4,2.0,9,1.0,2,1,2,9.07851,7.47445,6
4611,4611,2017000143668,1000,1100,60,4,2.0,9,1.0,2,1,2,9.07851,7.47445,6
4609,4609,2017000143668,1000,1100,60,4,2.0,9,1.0,2,1,2,9.07851,7.47445,6
8201,8201,2017000146866,1000,1100,60,1,2.0,10,1.0,5,5,1,9.1422,7.36924,2
1908,1908,2017000149682,1000,1100,60,2,3.0,7,2.0,1,1,2,9.07851,7.47445,6
1909,1909,2017000149682,1000,1100,60,2,3.0,7,2.0,1,1,2,9.07851,7.47445,6
3146,3146,2017000150080,1000,1100,60,1,3.0,9,2.0,4,3,2,9.1422,7.36924,2
8474,8474,2017000150521,1000,1100,60,4,1.0,5,0.0,3,5,2,9.07851,7.47445,6
8476,8476,2017000150521,1000,1100,60,4,1.0,5,0.0,3,5,2,9.07851,7.47445,6
8477,8477,2017000150521,1000,1100,60,4,1.0,5,0.0,3,5,2,9.07851,7.47445,6
8475,8475,2017000150521,1000,1100,60,4,1.0,5,0.0,3,5,2,9.07851,7.47445,6
3714,3714,2017000151555,1000,1100,60,3,3.0,7,1.0,1,1,1,9.07851,7.47445,6
3715,3715,2017000151555,1000,1100,60,3,3.0,7,1.0,1,1,1,9.07851,7.47445,6
3713,3713,2017000151555,1000,1100,60,3,3.0,7,1.0,1,1,1,9.07851,7.47445,6
4833,4833,2017000152897,1000,1100,60,1,3.0,7,0.0,4,1,1,9.03328,7.49891,5
2972,2972,2017000153797,1000,1100,60,1,2.0,6,2.0,2,1,1,9.1422,7.36924,2
4002,4002,2017000157225,1000,1100,60,1,2.0,5,1.0,4,3,2,9.1422,7.36924,2
3963,3963,2017000157368,1000,1100,60,1,2.0,5,1.0,3,2,2,9.1422,7.36924,2
2170,2170,2017000157463,1000,1100,60,2,2.0,8,3.0,3,3,1,9.1422,7.36924,2
2169,2169,2017000157463,1000,1100,60,2,2.0,8,3.0,3,3,1,9.1422,7.36924,2
2402,2402,2017000157613,1000,1100,60,3,2.0,8,2.0,1,1,2,9.07851,7.47445,6
2404,2404,2017000157613,1000,1100,60,3,2.0,8,2.0,1,1,2,9.07851,7.47445,6
2403,2403,2017000157613,1000,1100,60,3,2.0,8,2.0,1,1,2,9.07851,7.47445,6
5059,5059,2017000158932,1000,1100,60,1,1.0,5,1.0,2,1,2,9.07851,7.47445,6
3897,3897,2017000159984,1000,1100,60,1,2.0,6,1.0,3,2,2,9.07851,7.47445,6
7669,7669,2017000162046,1000,1100,60,1,3.0,6,2.0,5,2,2,9.1422,7.36924,2
3124,3124,2017000162417,1000,1100,60,2,3.0,5,2.0,2,1,2,9.07851,7.47445,6
3125,3125,2017000162417,1000,1100,60,2,3.0,5,2.0,2,1,2,9.07851,7.47445,6
7646,7646,2017000165064,1000,1100,60,1,1.0,5,1.0,5,2,2,9.03328,7.49891,5
3359,3359,2017000170239,1000,1100,60,1,3.0,9,3.0,2,1,2,9.1422,7.36924,2
4161,4161,2017000170564,1000,1100,60,1,2.0,2,0.0,4,1,2,9.03328,7.49891,5
7067,7067,2017000170980,1000,1100,60,1,2.0,8,0.0,4,3,1,9.07851,7.47445,6
9563,9563,2017000174028,1000,1100,60,2,1.0,3,0.0,5,3,2,9.03328,7.49891,5
9562,9562,2017000174028,1000,1100,60,2,1.0,3,0.0,5,3,2,9.03328,7.49891,5
5205,5205,2017000174616,1000,1100,60,1,3.0,8,2.0,4,3,2,9.1422,7.36924,2
8862,8862,2017000176358,1000,1100,60,3,1.0,6,0.0,4,5,2,9.07851,7.47445,6
8863,8863,2017000176358,1000,1100,60,3,1.0,6,0.0,4,5,2,9.07851,7.47445,6
8864,8864,2017000176358,1000,1100,60,3,1.0,6,0.0,4,5,2,9.07851,7.47445,6
3947,3947,2017000176897,1000,1100,60,1,2.0,5,1.0,4,5,2,9.1422,7.36924,2
7609,7609,2017000177711,1000,1100,60,1,3.0,9,2.0,4,4,1,9.1422,7.36924,2
7001,7001,2017000181023,1000,1100,60,1,1.0,4,1.0,2,1,2,9.07851,7.47445,6
6448,6448,2017000181936,1000,1100,60,1,3.0,8,2.0,5,4,1,9.1422,7.36924,2
8170,8170,2017000185289,1000,1100,60,1,2.0,6,0.0,4,4,2,9.07851,7.47445,6
6617,6617,2017000187194,1000,1100,60,1,3.0,6,2.0,4,5,1,9.1422,7.36924,2
8104,8104,2017000187626,1000,1100,60,1,2.0,7,0.0,5,1,1,9.03328,7.49891,5
7794,7794,2017000190022,1000,1100,60,1,2.0,8,2.0,4,5,1,9.1422,7.36924,2
4506,4506,2017000190927,1000,1100,60,2,3.0,7,3.0,4,2,1,9.1422,7.36924,2
4505,4505,2017000190927,1000,1100,60,2,3.0,7,3.0,4,2,1,9.1422,7.36924,2
7148,7148,2017000192210,1000,1100,60,6,2.0,5,2.0,3,2,1,9.1422,7.36924,2
7147,7147,2017000192210,1000,1100,60,6,2.0,5,2.0,3,2,1,9.1422,7.36924,2
7146,7146,2017000192210,1000,1100,60,6,2.0,5,2.0,3,2,1,9.1422,7.36924,2
7149,7149,2017000192210,1000,1100,60,6,2.0,5,2.0,3,2,1,9.1422,7.36924,2
7151,7151,2017000192210,1000,1100,60,6,2.0,5,2.0,3,2,1,9.1422,7.36924,2
7150,7150,2017000192210,1000,1100,60,6,2.0,5,2.0,3,2,1,9.1422,7.36924,2
951,951,2017000193463,1000,1100,60,2,3.0,9,2.0,2,1,1,9.07851,7.47445,6
950,950,2017000193463,1000,1100,60,2,3.0,9,2.0,2,1,1,9.07851,7.47445,6
7947,7947,2017000193908,1000,1100,60,1,2.0,4,0.0,5,2,1,9.03328,7.49891,5
6189,6189,2017000198074,1000,1100,60,5,2.0,8,2.0,4,4,2,9.07851,7.47445,6
6188,6188,2017000198074,1000,1100,60,5,2.0,8,2.0,4,4,2,9.07851,7.47445,6
6187,6187,2017000198074,1000,1100,60,5,2.0,8,2.0,4,4,2,9.07851,7.47445,6
6186,6186,2017000198074,1000,1100,60,5,2.0,8,2.0,4,4,2,9.07851,7.47445,6
6185,6185,2017000198074,1000,1100,60,5,2.0,8,2.0,4,4,2,9.07851,7.47445,6
1974,1974,2017000199159,1000,1100,60,1,3.0,9,2.0,4,5,2,9.1422,7.36924,2
4821,4821,2017000199216,1000,1100,60,1,3.0,7,2.0,4,2,1,9.1422,7.36924,2
6954,6954,2017000200502,1000,1100,60,1,2.0,5,2.0,4,2,1,9.1422,7.36924,2
7570,7570,2017000200926,1000,1100,60,2,1.0,3,1.0,4,1,1,9.03328,7.49891,5
7569,7569,2017000200926,1000,1100,60,2,1.0,3,1.0,4,1,1,9.03328,7.49891,5
5903,5903,2017000201276,1000,1100,60,1,2.0,6,0.0,3,2,1,9.07851,7.47445,6
6223,6223,2017000203688,1000,1100,60,4,1.0,4,1.0,4,3,2,9.03328,7.49891,5
6224,6224,2017000203688,1000,1100,60,4,1.0,4,1.0,4,3,2,9.03328,7.49891,5
6225,6225,2017000203688,1000,1100,60,4,1.0,4,1.0,4,3,2,9.03328,7.49891,5
6222,6222,2017000203688,1000,1100,60,4,1.0,4,1.0,4,3,2,9.03328,7.49891,5
7713,7713,2017000204600,1000,1100,60,1,3.0,9,2.0,4,3,2,9.1422,7.36924,2
2234,2234,2017000204846,1000,1100,60,1,3.0,6,2.0,4,4,1,9.1422,7.36924,2
6572,6572,2017000206424,1000,1100,60,1,3.0,8,0.0,4,3,2,9.07851,7.47445,6
7301,7301,2017000207239,1000,1100,60,2,1.0,6,0.0,5,2,2,9.03328,7.49891,5
7302,7302,2017000207239,1000,1100,60,2,1.0,6,0.0,5,2,2,9.03328,7.49891,5
4953,4953,2017000212804,1000,1100,60,1,3.0,5,3.0,3,3,1,9.1422,7.36924,2
5163,5163,2017000213837,1000,1100,60,1,2.0,4,1.0,3,1,1,9.1422,7.36924,2
4522,4522,2017000216054,1000,1100,60,1,2.0,7,2.0,4,3,2,9.1422,7.36924,2
2172,2172,2017000218208,1000,1100,60,2,3.0,8,1.0,2,1,2,9.07851,7.47445,6
2171,2171,2017000218208,1000,1100,60,2,3.0,8,1.0,2,1,2,9.07851,7.47445,6
1409,1409,2017000218299,1000,1100,60,1,3.0,7,2.0,2,1,1,9.1422,7.36924,2
9493,9493,2017000221211,1000,1100,60,1,1.0,2,0.0,5,4,2,9.03328,7.49891,5
5023,5023,2017000221776,1000,1100,60,1,3.0,7,3.0,2,1,1,9.1422,7.36924,2
3968,3968,2017000222042,1000,1100,60,1,2.0,5,2.0,2,1,1,9.1422,7.36924,2
7425,7425,2017000222248,1000,1100,60,1,3.0,5,2.0,4,3,1,9.1422,7.36924,2
1777,1777,2017000222353,1000,1100,60,1,3.0,7,3.0,4,3,2,9.1422,7.36924,2
3951,3951,2017000223728,1000,1100,60,1,2.0,5,2.0,1,1,2,9.1422,7.36924,2
6072,6072,2017000224813,1000,1100,60,2,3.0,7,1.0,5,3,1,9.03328,7.49891,5
6073,6073,2017000224813,1000,1100,60,2,3.0,7,1.0,5,3,1,9.03328,7.49891,5
5968,5968,2017000225707,1000,1100,60,1,1.0,6,2.0,4,2,1,9.1422,7.36924,2
552,552,2017000226910,1000,1100,60,1,1.0,6,2.0,4,1,1,9.1422,7.36924,2
7255,7255,2017000227260,1000,1100,60,1,2.0,6,2.0,4,3,1,9.1422,7.36924,2
4350,4350,2017000227783,1000,1100,60,2,3.0,5,2.0,4,3,2,9.1422,7.36924,2
4351,4351,2017000227783,1000,1100,60,2,3.0,5,2.0,4,3,2,9.1422,7.36924,2
7999,7999,2017000227872,1000,1100,60,1,2.0,4,2.0,4,3,1,9.1422,7.36924,2
5046,5046,2017000228099,1000,1100,60,2,3.0,8,2.0,5,2,1,9.1422,7.36924,2
5045,5045,2017000228099,1000,1100,60,2,3.0,8,2.0,5,2,1,9.1422,7.36924,2
3987,3987,2017000230683,1000,1100,60,1,2.0,6,2.0,1,1,1,9.1422,7.36924,2
9209,9209,2017000237450,1000,1100,60,1,0.0,2,0.0,5,3,2,9.03328,7.49891,5
3541,3541,2017000238077,1000,1100,60,1,3.0,6,3.0,2,1,2,9.1422,7.36924,2
5343,5343,2017000239325,1000,1100,60,1,3.0,8,3.0,5,3,2,9.1422,7.36924,2
5304,5304,2017000241868,1000,1100,60,1,2.0,8,0.0,4,2,1,9.07851,7.47445,6
8415,8415,2017000244356,1000,1100,60,1,2.0,2,0.0,5,2,1,9.03328,7.49891,5
4943,4943,2017000247354,1000,1100,60,1,0.0,5,0.0,4,3,2,9.03328,7.49891,5
23,23,2017000247487,1000,1100,60,1,1.0,10,3.0,4,2,2,9.1422,7.36924,2
1158,1158,2017000250967,1000,1100,60,4,2.0,7,2.0,1,1,1,9.07851,7.47445,6
1156,1156,2017000250967,1000,1100,60,4,2.0,7,2.0,1,1,1,9.07851,7.47445,6
1157,1157,2017000250967,1000,1100,60,4,2.0,7,2.0,1,1,1,9.07851,7.47445,6
1155,1155,2017000250967,1000,1100,60,4,2.0,7,2.0,1,1,1,9.07851,7.47445,6
1172,1172,2017000252029,1000,1100,60,1,3.0,8,3.0,2,1,1,9.1422,7.36924,2
416,416,2017000252268,1000,1100,60,2,3.0,6,2.0,4,5,2,9.1422,7.36924,2
415,415,2017000252268,1000,1100,60,2,3.0,6,2.0,4,5,2,9.1422,7.36924,2
6955,6955,2017000252456,1000,1100,60,1,3.0,6,0.0,5,2,2,9.03328,7.49891,5
8263,8263,2017000252739,1000,1100,60,1,1.0,5,1.0,2,1,1,9.07851,7.47445,6
6832,6832,2017000253626,1000,1100,60,1,3.0,8,0.0,5,2,1,9.03328,7.49891,5
7708,7708,2017000253684,1000,1100,60,1,3.0,7,2.0,4,4,2,9.1422,7.36924,2
3517,3517,2017000254367,1000,1100,60,1,3.0,7,3.0,4,2,2,9.1422,7.36924,2
7937,7937,2017000254386,1000,1100,60,1,3.0,6,2.0,4,3,1,9.1422,7.36924,2
3978,3978,2017000258034,1000,1100,60,1,3.0,8,1.0,4,3,2,9.1422,7.36924,2
4767,4767,2017000258753,1000,1100,60,1,3.0,7,1.0,4,2,1,9.1422,7.36924,2
7284,7284,2017000262252,1000,1100,60,1,2.0,3,0.0,5,2,2,9.03328,7.49891,5
7099,7099,2017000266332,1000,1100,60,1,3.0,6,2.0,4,3,2,9.1422,7.36924,2
8913,8913,2017000272009,1000,1100,60,1,0.0,6,0.0,4,2,1,9.03328,7.49891,5
7633,7633,2017000274200,1000,1100,60,2,2.0,10,2.0,4,2,2,9.1422,7.36924,2
7632,7632,2017000274200,1000,1100,60,2,2.0,10,2.0,4,2,2,9.1422,7.36924,2
5362,5362,2017000274653,1000,1100,60,2,3.0,8,2.0,4,2,1,9.1422,7.36924,2
5361,5361,2017000274653,1000,1100,60,2,3.0,8,2.0,4,2,1,9.1422,7.36924,2
3181,3181,2017000277015,1000,1100,60,1,3.0,6,3.0,2,1,1,9.1422,7.36924,2
3824,3824,2017000278135,1000,1100,60,1,3.0,8,2.0,4,3,2,9.1422,7.36924,2
