,SERIALNO,STRTTIME,ENDTIME,TRVLCMIN,HHSIZE,HHVEHCNT,HHFAMINC,WRKCOUNT,R_AGE,EDUC,R_SEX,LAT,LON,predicted_Class
99,2020HU1129731,800,900,60,10,3.0,6,3.0,2,1,1,8.97346,7.18634,3
100,2020HU1129731,800,900,60,10,3.0,6,3.0,2,1,1,8.973469999999999,7.18634,3
101,2020HU1129731,800,900,60,10,3.0,6,3.0,2,1,1,8.97346,7.18634,3
102,2020HU1129731,800,900,60,10,3.0,6,3.0,2,1,1,8.973469999999999,7.18634,3
103,2020HU1129731,800,900,60,10,3.0,6,3.0,2,1,1,8.97346,7.18634,3
104,2020HU1129731,800,900,60,10,3.0,6,3.0,2,1,1,8.973469999999999,7.18634,3
105,2020HU1129731,800,900,60,10,3.0,6,3.0,2,1,1,8.97346,7.18634,3
106,2020HU1129731,800,900,60,10,3.0,6,3.0,2,1,1,8.973469999999999,7.18634,3
107,2017000342692,800,900,60,6,2.0,7,2.0,2,1,2,8.9491,7.26208,3
108,2017000342692,800,900,60,6,2.0,7,2.0,2,1,2,8.94911,7.26208,3
109,2017000342692,800,900,60,6,2.0,7,2.0,2,1,2,8.9491,7.26208,3
110,2017000342692,800,900,60,6,2.0,7,2.0,2,1,2,8.94911,7.26208,3
111,2017000342692,800,900,60,6,2.0,7,2.0,2,1,2,8.9491,7.26208,3
112,2017000342692,800,900,60,6,2.0,7,2.0,2,1,2,8.94911,7.26208,3
113,2018HU1101415,800,900,60,3,3.0,10,3.0,1,1,1,8.99864,7.46502,3
114,2018HU1101415,800,900,60,3,3.0,10,3.0,1,1,1,8.99865,7.46502,3
115,2018HU1101415,800,900,60,3,3.0,10,3.0,1,1,1,8.99864,7.46502,3
116,2017000630206,800,900,60,4,2.0,4,1.0,1,1,1,9.08364,7.48682,3
117,2017000630206,800,900,60,4,2.0,4,1.0,1,1,1,9.08365,7.48682,3
118,2017000630206,800,900,60,4,2.0,4,1.0,1,1,1,9.08364,7.48682,3
119,2017000630206,800,900,60,4,2.0,4,1.0,1,1,1,9.08365,7.48682,3
120,2018HU0039989,800,900,60,3,3.0,6,1.0,2,1,1,9.00304,7.45594,3
121,2018HU0039989,800,900,60,3,3.0,6,1.0,2,1,1,9.00305,7.45594,3
122,2018HU0039989,800,900,60,3,3.0,6,1.0,2,1,1,9.00304,7.45594,3
123,2019HU0091653,800,900,60,2,3.0,7,2.0,1,1,2,9.08714,7.47733,3
124,2019HU0091653,800,900,60,2,3.0,7,2.0,1,1,2,9.08715,7.47733,3
125,2018HU1231092,800,900,60,1,3.0,6,3.0,4,3,2,9.07112,7.40147,2
126,2020HU0974414,800,900,60,2,3.0,8,3.0,2,2,1,9.03217,7.58312,2
127,2020HU0974414,800,900,60,2,3.0,8,3.0,2,2,1,9.03218,7.58312,2
128,2020HU1018270,800,900,60,1,1.0,6,3.0,2,1,2,9.03546,7.58156,2
129,2020HU0350211,800,900,60,1,3.0,5,1.0,4,2,1,9.07066,7.44372,2
130,2020HU0852554,800,900,60,2,1.0,10,3.0,4,2,2,9.03265,7.44424,2
131,2020HU0852554,800,900,60,2,1.0,10,3.0,4,2,2,9.03266,7.44424,2
132,2019HU0129184,800,900,60,1,3.0,7,3.0,4,2,1,9.05889,7.37536,2
133,2017001007420,800,900,60,1,3.0,7,3.0,4,2,2,9.09205,7.49402,2
134,2019HU0582656,800,900,60,1,2.0,6,1.0,4,2,1,9.04895,7.47441,2
135,2021HU0351335,800,900,60,1,2.0,5,1.0,4,2,1,9.06452,7.37098,2
136,2019HU0915694,800,900,60,8,3.0,5,2.0,4,2,2,9.07853,7.39198,2
137,2019HU0915694,800,900,60,8,3.0,5,2.0,4,2,2,9.07854,7.39198,2
138,2019HU0915694,800,900,60,8,3.0,5,2.0,4,2,2,9.07853,7.39198,2
139,2019HU0915694,800,900,60,8,3.0,5,2.0,4,2,2,9.07854,7.39198,2
140,2019HU0915694,800,900,60,8,3.0,5,2.0,4,2,2,9.07853,7.39198,2
141,2019HU0915694,800,900,60,8,3.0,5,2.0,4,2,2,9.07854,7.39198,2
142,2019HU0915694,800,900,60,8,3.0,5,2.0,4,2,2,9.07853,7.39198,2
143,2019HU0915694,800,900,60,8,3.0,5,2.0,4,2,2,9.07854,7.39198,2
144,2018HU0577308,800,900,60,2,3.0,8,3.0,2,1,1,9.0743,7.49162,2
145,2018HU0577308,800,900,60,2,3.0,8,3.0,2,1,1,9.074309999999999,7.49162,2
146,2017001209932,800,900,60,3,2.0,7,3.0,2,1,1,9.03211,7.46999,3
147,2017001209932,800,900,60,3,2.0,7,3.0,2,1,1,9.032119999999999,7.46999,3
148,2017001209932,800,900,60,3,2.0,7,3.0,2,1,1,9.03211,7.46999,3
149,2020HU0375399,800,900,60,1,2.0,8,3.0,4,3,1,9.03496,7.52302,2
150,2018HU0411237,800,900,60,1,3.0,7,3.0,1,1,2,9.12944,7.37041,2
151,2020HU0626323,800,900,60,1,0.0,2,0.0,4,1,1,9.05204,7.46103,5
152,2021HU0538432,800,900,60,4,2.0,5,1.0,2,1,2,9.0493,7.48239,3
153,2021HU0538432,800,900,60,4,2.0,5,1.0,2,1,2,9.04931,7.48239,3
154,2021HU0538432,800,900,60,4,2.0,5,1.0,2,1,2,9.0493,7.48239,3
155,2021HU0538432,800,900,60,4,2.0,5,1.0,2,1,2,9.04931,7.48239,3
156,2017000802491,800,900,60,1,1.0,3,1.0,2,1,1,9.07234,7.48768,3
157,2020HU0664323,800,900,60,5,2.0,7,2.0,2,1,2,9.04291,7.51468,3
158,2020HU0664323,800,900,60,5,2.0,7,2.0,2,1,2,9.042919999999999,7.51468,3
159,2020HU0664323,800,900,60,5,2.0,7,2.0,2,1,2,9.04291,7.51468,3
160,2020HU0664323,800,900,60,5,2.0,7,2.0,2,1,2,9.042919999999999,7.51468,3
161,2020HU0664323,800,900,60,5,2.0,7,2.0,2,1,2,9.04291,7.51468,3
162,2017000663163,800,900,60,2,3.0,10,3.0,4,4,1,9.07001,7.48245,2
163,2017000663163,800,900,60,2,3.0,10,3.0,4,4,1,9.07002,7.48245,2
164,2019HU1381394,800,900,60,1,3.0,8,3.0,2,1,2,9.04076,7.50016,2
165,2017000949056,800,900,60,2,2.0,4,2.0,2,1,2,9.02774,7.49495,3
166,2017000949056,800,900,60,2,2.0,4,2.0,2,1,2,9.02775,7.49495,3
167,2017000475165,800,900,60,1,2.0,7,2.0,4,3,1,9.06771,7.43171,2
168,2017000827374,800,900,60,2,3.0,6,2.0,2,1,1,9.08888,7.47989,3
169,2017000827374,800,900,60,2,3.0,6,2.0,2,1,1,9.08889,7.47989,3
170,2021HU0631756,800,900,60,2,3.0,7,3.0,2,1,2,9.09009,7.48274,2
171,2021HU0631756,800,900,60,2,3.0,7,3.0,2,1,2,9.0901,7.48274,2
172,2021HU0855735,800,900,60,1,3.0,6,3.0,4,2,1,9.045,7.41164,2
173,2019HU0880303,800,900,60,1,1.0,10,3.0,3,1,2,9.07775,7.47358,2
174,2019HU0109358,800,900,60,2,3.0,8,3.0,4,2,1,9.07239,7.49055,2
175,2019HU0109358,800,900,60,2,3.0,8,3.0,4,2,1,9.0724,7.49055,2
176,2020HU0872658,800,900,60,2,3.0,8,3.0,2,1,2,9.15086,7.33751,2
177,2020HU0872658,800,900,60,2,3.0,8,3.0,2,1,2,9.15087,7.33751,2
178,2019HU0283320,800,900,60,1,3.0,6,2.0,2,1,2,9.07857,7.49469,2
179,2018HU1199596,800,900,60,1,1.0,6,2.0,1,1,1,9.10528,7.49132,2
180,2021HU0487482,800,900,60,1,3.0,10,2.0,2,1,1,9.04787,7.48515,2
181,2019HU1143460,800,900,60,1,3.0,6,2.0,2,1,1,9.01602,7.4803,2
182,2017000134996,800,900,60,1,2.0,5,1.0,4,2,2,9.07179,7.48186,2
183,2018HU0075553,800,900,60,1,1.0,3,2.0,4,1,2,9.08898,7.47854,2
184,2018HU1319520,800,900,60,1,3.0,5,1.0,1,1,1,9.07328,7.3134,3
185,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,3
186,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,3
187,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,3
188,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,3
189,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,3
190,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,3
191,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,3
192,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,3
193,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,3
194,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,3
195,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,3
196,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,3
197,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,3
198,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,3
199,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,3
200,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,3
201,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,3
202,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,3
203,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,3
204,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,3
205,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,3
206,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,3
207,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,3
208,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,3
209,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,3
210,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,3
211,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,3
212,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,3
213,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,3
214,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,3
215,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,3
216,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,3
217,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,3
218,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,3
219,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,3
220,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,3
221,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02933,7.58585,3
222,2021HU0764711,800,900,60,38,3.0,7,3.0,2,1,1,9.02934,7.58585,3
223,2021HU0503139,800,900,60,2,3.0,8,3.0,4,4,1,9.00882,7.47166,2
224,2021HU0503139,800,900,60,2,3.0,8,3.0,4,4,1,9.00883,7.47166,2
225,2021HU0220535,800,900,60,5,3.0,3,1.0,2,1,2,9.07951,7.48491,3
226,2021HU0220535,800,900,60,5,3.0,3,1.0,2,1,2,9.07952,7.48491,3
227,2021HU0220535,800,900,60,5,3.0,3,1.0,2,1,2,9.07951,7.48491,3
228,2021HU0220535,800,900,60,5,3.0,3,1.0,2,1,2,9.07952,7.48491,3
229,2021HU0220535,800,900,60,5,3.0,3,1.0,2,1,2,9.07951,7.48491,3
230,2021HU1304185,800,900,60,1,2.0,7,1.0,2,1,2,9.07006,7.44913,3
231,2020HU0625742,800,900,60,3,3.0,9,2.0,2,1,1,9.07488,7.3962,3
232,2020HU0625742,800,900,60,3,3.0,9,2.0,2,1,1,9.07489,7.3962,3
233,2020HU0625742,800,900,60,3,3.0,9,2.0,2,1,1,9.07488,7.3962,3
234,2021HU1072960,800,900,60,9,3.0,4,1.0,2,1,2,9.05014,7.50859,3
235,2021HU1072960,800,900,60,9,3.0,4,1.0,2,1,2,9.05015,7.50859,3
236,2021HU1072960,800,900,60,9,3.0,4,1.0,2,1,2,9.05014,7.50859,3
237,2021HU1072960,800,900,60,9,3.0,4,1.0,2,1,2,9.05015,7.50859,3
238,2021HU1072960,800,900,60,9,3.0,4,1.0,2,1,2,9.05014,7.50859,3
239,2021HU1072960,800,900,60,9,3.0,4,1.0,2,1,2,9.05015,7.50859,3
240,2021HU1072960,800,900,60,9,3.0,4,1.0,2,1,2,9.05014,7.50859,3
241,2021HU1072960,800,900,60,9,3.0,4,1.0,2,1,2,9.05015,7.50859,3
242,2021HU1072960,800,900,60,9,3.0,4,1.0,2,1,2,9.05014,7.50859,3
243,2017000312961,800,900,60,1,3.0,7,3.0,2,1,1,8.96868,7.43814,2
244,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,1
245,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,1
246,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,1
247,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,1
248,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,1
249,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,1
250,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,1
251,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,1
252,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,1
253,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,1
254,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,1
255,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,1
256,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,1
257,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,1
258,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,1
259,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,1
260,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,1
261,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,1
262,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,1
263,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,1
264,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,1
265,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,1
266,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,1
267,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,1
268,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,1
269,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,1
270,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,1
271,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,1
272,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,1
273,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,1
274,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,1
275,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,1
276,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,1
277,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,1
278,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,1
279,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.086549999999999,7.49035,1
280,2018HU1387639,800,900,60,37,3.0,7,3.0,3,2,2,9.08654,7.49035,1
281,2020HU1102732,800,900,60,4,1.0,3,3.0,1,1,1,9.02057,7.58293,3
282,2020HU1102732,800,900,60,4,1.0,3,3.0,1,1,1,9.020579999999999,7.58293,3
283,2020HU1102732,800,900,60,4,1.0,3,3.0,1,1,1,9.02057,7.58293,3
284,2020HU1102732,800,900,60,4,1.0,3,3.0,1,1,1,9.020579999999999,7.58293,3
285,2018HU1256815,800,900,60,1,1.0,6,3.0,2,1,1,9.01345,7.58968,2
286,2019HU1335744,800,900,60,18,2.0,10,1.0,1,1,2,9.08068,7.44793,3
287,2019HU1335744,800,900,60,18,2.0,10,1.0,1,1,2,9.080689999999999,7.44793,3
288,2019HU1335744,800,900,60,18,2.0,10,1.0,1,1,2,9.08068,7.44793,3
289,2019HU1335744,800,900,60,18,2.0,10,1.0,1,1,2,9.080689999999999,7.44793,3
290,2019HU1335744,800,900,60,18,2.0,10,1.0,1,1,2,9.08068,7.44793,3
291,2019HU1335744,800,900,60,18,2.0,10,1.0,1,1,2,9.080689999999999,7.44793,3
292,2019HU1335744,800,900,60,18,2.0,10,1.0,1,1,2,9.08068,7.44793,3
293,2019HU1335744,800,900,60,18,2.0,10,1.0,1,1,2,9.080689999999999,7.44793,3
294,2019HU1335744,800,900,60,18,2.0,10,1.0,1,1,2,9.08068,7.44793,3
295,2019HU1335744,800,900,60,18,2.0,10,1.0,1,1,2,9.080689999999999,7.44793,3
296,2019HU1335744,800,900,60,18,2.0,10,1.0,1,1,2,9.08068,7.44793,3
297,2019HU1335744,800,900,60,18,2.0,10,1.0,1,1,2,9.080689999999999,7.44793,3
298,2019HU1335744,800,900,60,18,2.0,10,1.0,1,1,2,9.08068,7.44793,3
